Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2020,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,44.4%,22.2%,1.8%,8.9%,60.7%,44.1%,40.9%,42.9%,36.0%,39.6%,0.63,
2017,5,2,3,40.0%,4-8,33.3%,55-63,46.6%,0-1,0.0%,5,52.5%,39.7%,0.3%,7.5%,66.6%,59.1%,36.4%,51.6%,47.6%,49.5%,0.98,
2016,26,6,20,23.1%,16-41,28.1%,200-302,39.8%,2-2,50.0%,24,49.4%,24.6%,1.0%,2.5%,68.2%,54.9%,41.1%,50.5%,39.0%,44.7%,0.79,R16 (Rabat)
2015,25,15,10,60.0%,34-21,61.8%,283-251,53.0%,4-4,50.0%,20,64.9%,46.1%,1.6%,2.4%,78.8%,58.2%,52.0%,56.9%,45.7%,51.5%,1.06,W (2x)
2014,24,12,12,50.0%,24-24,50.0%,217-217,50.0%,4-1,80.0%,14,-,-,1.7%,2.9%,71.1%,58.8%,44.2%,54.6%,43.6%,49.3%,0.96,SF (Rio de Janeiro)
2013,13,7,6,53.8%,17-14,54.8%,155-136,53.3%,0-2,0.0%,8,-,-,3.1%,4.2%,65.0%,61.8%,42.4%,55.0%,45.2%,50.0%,1.00,SF (Bogota)
2011,1,1,0,100.0%,2-0,100.0%,12-1,92.3%,0-0,-,0,,,,,,,,,,,,
2008,4,3,1,75.0%,7-3,70.0%,52-34,60.5%,0-0,-,0,,,,,,,,,,,,
2007,1,1,0,100.0%,2-0,100.0%,12-2,85.7%,0-0,-,0,,,,,,,,,,,,
Career,100,47,53,47.0%,106-113,48.4%,992-1018,49.4%,10-10,50.0%,72,55.7%,34.5%,1.5%,3.2%,71.2%,57.7%,43.7%,53.7%,43.2%,48.5%,0.93,
