Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2017 ITF Curitiba R32,L vs Potapova,5.4,5.5,5.2,41.7%,56.5%,31.6%,52.4%,55.1%,8.5%,1.0,0.6,-9.0,-7.3
2016 Roland Garros R64,L vs Williams,4.3,4.2,4.4,39.6%,37.0%,28.6%,27.3%,55.2%,28.8%,-10.5,-12.5,-0.5,-1.0
2016 Charleston R64,L vs Mattek Sands,5.1,5.9,4.4,36.7%,54.5%,40.0%,55.2%,56.6%,8.7%,4.0,1.7,4.0,2.3
2016 Hobart R32,L vs Watson,4.2,4.4,4.2,33.8%,50.0%,50.0%,40.0%,58.9%,10.5%,-4.5,-3.8,-1.0,-1.4
2016 Brisbane R32,L vs Petkovic,4.6,4.6,4.5,43.9%,41.4%,35.7%,33.3%,56.5%,7.8%,-7.0,-5.6,-4.0,-4.5
2015 Beijing R32,L vs Pennetta,5.3,5.7,4.9,38.4%,40.0%,56.0%,55.6%,55.5%,17.8%,-7.5,-3.6,-5.5,-4.0
2015 Florianopolis F,W vs Beck,7.8,8.0,7.5,61.4%,46.8%,57.9%,47.5%,52.1%,8.2%,-8.5,-2.4,6.0,1.9
2015 Florianopolis SF,W vs Sevastova,4.5,4.6,4.4,66.7%,48.5%,46.7%,50.0%,51.5%,8.2%,-1.5,-1.4,2.5,2.5
2015 Bucharest R16,L vs Niculescu,6.6,6.3,6.8,48.8%,41.5%,57.9%,33.3%,53.3%,9.9%,-1.0,-0.6,-6.5,-4.5
2015 Bogota F,W vs Shvedova,3.8,3.7,3.9,60.0%,60.5%,50.0%,42.9%,53.9%,12.5%,12.0,12.4,1.0,1.3
2014 Wimbledon R128,L vs Halep,3.7,4.3,2.9,44.6%,30.0%,14.3%,44.4%,44.2%,15.4%,-11.5,-17.4,-7.5,-9.7
Career (11 matches),,5.2,5.5,5.0,46.2%,47.2%,46.5%,45.5%,54.0%,11.2%,-3.2,-2.0,-1.9,-1.5
