Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Rome R32,W vs Paquet,78% (7/9),50% (5/10),2/3,1/2,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 W25 Chiasso R32,L vs Gracheva,80% (4/5),50% (3/6),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R16,L vs Zimmermann,45% (5/11),75% (3/4),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2019 W25 Santa Margherita Di Pula R32,W vs Fourlis,79% (11/14),56% (5/9),2/5,1/3,58% (7/12),5/6,3/3,67% (4/6),60% (3/5)
2019 W25 Campinas R32,W vs Zimmermann,40% (4/10),89% (8/9),2/5,1/1,71% (12/17),0/0,0/0,60% (3/5),67% (4/6)
2019 W25 Curitiba R32,L vs Mrdeza,75% (3/4),50% (2/4),0/0,0/0,33% (3/9),1/3,0/1,- (0/0),- (0/0)
2017 Montpellier $25K R32,W vs Gamiz,58% (11/19),58% (7/12),2/2,1/1,0% (0/4),2/3,0/0,60% (3/5),17% (1/6)
2017 Hodmezovasarhely $60K R32,L vs Karatantcheva,57% (8/14),25% (2/8),1/2,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2017 Essen $25K R32,W vs Steur,40% (6/15),35% (6/17),2/4,1/3,43% (3/7),0/1,0/0,- (0/0),- (0/0)
2017 Saint Gaudens $60K R16,L vs Soler Espinosa,57% (4/7),29% (2/7),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2017 Saint Gaudens $60K R32,W vs Vickery,47% (7/15),45% (10/22),2/4,1/1,40% (6/15),2/3,0/0,- (0/0),- (0/0)
2017 Cagnes Sur Mer $100K R16,L vs Kovinic,63% (5/8),50% (2/4),0/0,0/0,33% (2/6),2/4,2/3,60% (3/5),17% (1/6)
2017 Cagnes Sur Mer $100K R32,W vs Gibbs,53% (10/19),60% (3/5),2/8,1/7,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2017 Rabat Q2,L vs Podoroska,0% (0/6),100% (3/3),0/0,0/0,33% (4/12),4/6,0/1,- (0/0),- (0/0)
2017 Rabat Q1,W vs Pattinama Kerkhove,78% (7/9),38% (5/13),2/6,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2017 Istanbul Q2,L vs Kulichkova,100% (10/10),31% (5/16),1/1,0/0,57% (8/14),0/2,0/1,- (0/0),- (0/0)
2017 Istanbul Q1,W vs Moore,73% (8/11),44% (8/18),2/3,1/1,54% (7/13),0/1,0/0,75% (3/4),100% (4/4)
2017 Bogota Q2,L vs Haddad Maia,48% (11/23),71% (5/7),1/7,0/0,38% (3/8),0/2,0/1,40% (2/5),33% (2/6)
2017 Bogota Q1,W vs Pella,70% (7/10),38% (5/13),2/3,1/1,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Charleston Q1,L vs Stollar,33% (1/3),0% (0/5),0/0,0/0,38% (3/8),2/4,0/1,- (0/0),- (0/0)
2019 (6 matches),,64.2%,61.9%,46.2%,50.0%,53.3%,46.2%,50.0%,63.6%,63.6%
2017 (23 matches),,57.0%,47.3%,49.1%,55.0%,47.6%,39.1%,25.0%,58.1%,32.4%
2016 (26 matches),,50.8%,38.1%,51.9%,62.5%,46.6%,52.7%,57.1%,44.4%,46.2%
2015 (23 matches),,54.8%,54.9%,58.9%,65.2%,51.2%,40.5%,33.3%,51.4%,38.2%
2014 (24 matches),,53.7%,47.6%,59.5%,57.1%,57.9%,50.0%,45.5%,64.3%,42.9%
Career (153 matches),,56.5%,48.0%,54.6%,60.2%,53.1%,48.4%,46.6%,55.3%,43.3%
