Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,15,6,9,40.0%,12,7,5,58.3%,2013,2025,SF,15,0.96,8.4%,4.3%,60.2%,75.3%,49.9%,65.2%,33.2%,55.4%,29.3%
Roland Garros,11,Clay,22,11,11,50.0%,7,5,2,71.4%,2013,2024,R32,22,0.97,5.6%,3.9%,55.8%,68.8%,49.9%,60.5%,38.4%,59.0%,39.0%
Wimbledon,9,Grass,24,15,9,62.5%,16,9,7,56.3%,2014,2024,QF,22,1.08,10.5%,4.0%,58.4%,75.5%,53.3%,66.3%,36.3%,66.1%,37.3%
US Open,8,Hard,21,13,8,61.9%,13,7,6,53.8%,2013,2024,QF,21,1.01,9.4%,5.6%,53.5%,73.6%,51.1%,63.1%,37.2%,64.9%,42.2%
Davis Cup,3,,11,7,4,63.6%,8,4,4,50.0%,2016,2018,,11,1.08,7.8%,3.9%,56.2%,74.0%,51.6%,64.1%,38.7%,59.4%,46.9%
Montpellier,8,Hard,12,5,7,41.7%,7,3,4,42.9%,2013,2025,W,12,0.94,7.3%,4.7%,55.0%,73.0%,48.2%,61.8%,35.8%,61.1%,30.9%
Marseille,7,Hard,17,10,7,58.8%,6,4,2,66.7%,2013,2024,F,17,0.96,13.1%,4.8%,56.4%,75.7%,50.3%,64.6%,33.8%,64.8%,43.7%
Monte Carlo Masters,7,Clay,16,9,7,56.3%,3,1,2,33.3%,2015,2024,SF,16,0.99,4.0%,4.7%,49.7%,67.9%,51.4%,59.6%,39.9%,63.2%,38.8%
Madrid Masters,7,Clay,12,5,7,41.7%,8,6,2,75.0%,2014,2024,R32,12,0.90,6.1%,3.5%,59.5%,71.1%,56.3%,65.1%,31.4%,71.6%,27.0%
Paris Masters,6,Hard,12,6,6,50.0%,5,3,2,60.0%,2014,2021,R16,12,0.96,10.7%,5.2%,54.4%,75.8%,46.5%,62.5%,36.0%,63.7%,41.2%
Stuttgart,5,Grass,12,8,4,66.7%,9,7,2,77.8%,2016,2021,W,12,0.94,13.5%,4.7%,58.3%,78.8%,51.5%,67.4%,30.7%,72.7%,29.3%
