Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Saint Tropez CH F,L vs Brouwer,3.3%,50.0%,13.9%,90.9%,21.8%,25.9%,11.1%,11.3%,20.0%,0.4%,0.0%,62,49
2022 Madrid R32,L vs Tsitsipas,0.0%,-,4.2%,50.0%,18.3%,20.0%,0.0%,7.5%,33.3%,2.1%,66.7%,35,-17
2021 Metz R16,L vs Hurkacz,1.8%,0.0%,16.2%,66.7%,16.7%,14.3%,60.0%,11.8%,40.0%,0.7%,100.0%,154,123
2021 Umag R32,L vs Alcaraz,6.0%,60.0%,15.1%,62.5%,16.5%,26.5%,6.7%,8.3%,13.6%,3.8%,9.1%,13,-3
2019 Tokyo R32,W vs Hurkacz,5.5%,100.0%,9.2%,72.7%,22.6%,35.7%,66.7%,5.4%,16.7%,1.3%,0.0%,66,74
2019 Wimbledon R32,L vs Federer,7.1%,42.9%,15.4%,56.3%,17.8%,25.7%,14.3%,7.1%,20.0%,1.5%,25.0%,24,22
2019 Wimbledon R128,W vs Gasquet,6.0%,60.0%,10.3%,80.0%,29.3%,26.7%,22.2%,32.4%,40.0%,4.4%,60.0%,173,180
2019 Madrid R32,L vs Hurkacz,1.8%,100.0%,10.1%,58.3%,28.8%,42.1%,50.0%,11.1%,25.0%,2.6%,0.0%,4,17
2019 Indian Wells R64,L vs Hurkacz,8.0%,75.0%,9.6%,70.6%,13.8%,22.0%,0.0%,14.3%,15.4%,2.9%,22.2%,11,12
2019 Australian Open SF,L vs Djokovic,7.1%,60.0%,10.2%,61.5%,11.1%,6.9%,0.0%,8.8%,22.2%,2.8%,16.7%,3,9
2019 Australian Open QF,W vs Raonic,0.0%,-,6.6%,72.2%,34.0%,35.3%,16.7%,25.0%,28.6%,2.3%,33.3%,73,84
2019 Australian Open R16,W vs Coric,2.6%,66.7%,6.6%,78.9%,15.5%,7.1%,14.3%,10.7%,28.0%,3.4%,23.1%,17,37
2019 Australian Open R32,W vs Popyrin,3.2%,40.0%,14.3%,74.0%,22.8%,21.4%,12.5%,12.9%,27.3%,1.5%,33.3%,28,50
2018 Davis Cup World Group F RR,L vs Cilic,2.2%,50.0%,7.0%,69.2%,16.4%,23.8%,0.0%,8.2%,20.0%,3.1%,71.4%,46,56
2018 Cincinnati R64,W vs Murray,0.0%,-,7.7%,84.6%,29.7%,42.9%,18.2%,13.8%,36.4%,1.8%,50.0%,141,116
2018 Halle R32,L vs Tsitsipas,0.0%,-,8.8%,83.3%,9.7%,11.1%,0.0%,26.3%,45.5%,0.0%,-,84,107
2018 Dubai F,L vs Bautista Agut,3.8%,100.0%,12.2%,50.0%,9.5%,12.2%,0.0%,3.5%,12.5%,0.4%,0.0%,-39,-21
2018 Dubai R16,W vs Khachanov,0.0%,-,6.2%,70.0%,25.0%,28.0%,50.0%,5.3%,0.0%,2.0%,25.0%,105,87
2018 Marseille F,L vs Khachanov,3.4%,100.0%,6.6%,91.7%,28.4%,33.3%,33.3%,12.5%,30.8%,2.7%,50.0%,70,77
2018 Montpellier F,W vs Gasquet,0.0%,-,4.3%,50.0%,25.7%,26.9%,0.0%,4.7%,0.0%,1.2%,0.0%,48,50
Career (46 matches),,4.5%,66.9%,11.7%,68.9%,17.1%,21.2%,12.0%,9.4%,20.5%,2.0%,34.3%,28,35
