Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2024 Saint Tropez CH F,L vs Brouwer,16.4%,31.3%,57.7%,28.7%,25.0%,45.0%,60.0%,45.5%,47.1%,52.2%,-,4.3%,13.0%,54.5%,-77
2022 Madrid R32,L vs Tsitsipas,23.4%,40.4%,51.4%,33.2%,24.0%,56.0%,68.4%,42.4%,36.4%,71.4%,50.0%,23.8%,23.8%,31.3%,-10
2021 Metz R16,L vs Hurkacz,25.8%,40.3%,44.2%,35.3%,35.3%,55.9%,54.5%,52.6%,41.2%,52.9%,66.7%,16.0%,24.0%,33.3%,39
2021 Umag R32,L vs Alcaraz,10.5%,24.4%,48.6%,18.3%,17.8%,42.2%,51.4%,32.7%,38.5%,52.6%,-,2.8%,5.6%,45.7%,-91
2019 Tokyo R32,W vs Hurkacz,30.5%,49.2%,60.0%,38.5%,40.0%,60.0%,71.4%,53.4%,44.4%,23.5%,0.0%,17.4%,34.8%,47.4%,-16
2019 Wimbledon R32,L vs Federer,27.4%,37.7%,47.9%,33.4%,34.0%,50.0%,51.5%,46.8%,25.0%,50.0%,50.0%,23.1%,28.8%,45.0%,3
2019 Wimbledon R128,W vs Gasquet,36.0%,46.0%,55.0%,42.5%,46.3%,56.7%,55.6%,56.0%,44.4%,47.5%,100.0%,17.2%,27.6%,54.2%,49
2019 Madrid R32,L vs Hurkacz,23.2%,33.9%,53.8%,29.1%,25.8%,35.5%,43.5%,36.5%,70.6%,50.0%,100.0%,23.8%,38.1%,68.8%,102
2019 Indian Wells R64,L vs Hurkacz,20.2%,27.9%,45.6%,28.3%,26.6%,35.9%,46.8%,39.7%,53.3%,52.9%,25.0%,11.1%,16.7%,43.8%,-8
2019 Australian Open SF,L vs Djokovic,23.0%,33.8%,35.2%,30.4%,37.5%,50.0%,48.0%,51.2%,45.0%,45.0%,100.0%,6.5%,16.1%,24.1%,-53
2019 Australian Open QF,W vs Raonic,41.0%,55.7%,60.3%,49.0%,47.5%,67.5%,69.0%,59.8%,48.5%,44.7%,-,31.6%,36.8%,46.2%,65
2019 Australian Open R16,W vs Coric,39.3%,49.6%,57.5%,44.7%,47.2%,58.4%,68.1%,55.5%,48.6%,50.0%,50.0%,25.0%,34.1%,42.4%,-13
2019 Australian Open R32,W vs Popyrin,35.7%,48.5%,59.8%,42.7%,39.8%,56.3%,58.1%,51.6%,44.9%,33.3%,40.0%,33.3%,41.7%,62.5%,99
2018 Davis Cup World Group F RR,L vs Cilic,28.4%,42.2%,49.3%,36.5%,37.9%,51.7%,58.3%,52.1%,44.1%,54.2%,40.0%,16.7%,31.0%,40.0%,-10
2018 Cincinnati R64,W vs Murray,21.7%,39.8%,53.3%,28.9%,31.3%,56.3%,57.6%,43.8%,52.4%,29.6%,20.0%,10.0%,20.0%,48.1%,-24
2018 Halle R32,L vs Tsitsipas,31.2%,35.1%,42.6%,35.7%,48.6%,51.4%,61.1%,58.6%,50.0%,41.2%,-,19.4%,25.0%,31.0%,65
2018 Dubai F,L vs Bautista Agut,29.8%,33.3%,36.8%,31.8%,46.4%,50.0%,26.7%,50.4%,66.7%,69.2%,66.7%,14.8%,18.5%,43.5%,25
2018 Dubai R16,W vs Khachanov,34.9%,44.6%,51.9%,42.8%,40.7%,53.7%,56.3%,52.8%,61.5%,46.4%,50.0%,25.9%,29.6%,45.0%,25
2018 Marseille F,L vs Khachanov,33.7%,50.5%,54.0%,42.0%,43.3%,63.3%,61.8%,57.3%,45.2%,48.3%,60.0%,21.6%,35.1%,44.8%,69
2018 Montpellier F,W vs Gasquet,38.0%,49.3%,58.1%,44.1%,47.9%,58.3%,56.0%,56.9%,61.1%,46.7%,-,18.2%,31.8%,61.1%,-13
Career (46 matches),,29.1%,40.8%,51.5%,35.9%,38.5%,53.6%,57.0%,50.4%,49.9%,43.4%,52.7%,18.6%,26.7%,45.3%,63
