Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,164,85,79,51.8%,214-218,49.5%,2164-2183,49.8%,43-43,50.0%,164,80.5%,18.9%,9.6%,4.6%,56.2%,74.1%,50.3%,63.6%,35.1%,49.7%,0.97
Clay,79,39,40,49.4%,101-107,48.6%,984-1028,48.9%,18-13,58.1%,78,74.4%,23.0%,5.4%,4.0%,54.3%,69.4%,50.8%,60.9%,37.8%,49.6%,0.97
Grass,36,20,16,55.6%,58-52,52.7%,571-568,50.1%,18-11,62.1%,35,84.5%,15.0%,10.9%,4.4%,57.8%,76.4%,51.5%,65.9%,32.7%,49.6%,0.96
Grand Slams,64,33,31,51.6%,120-120,50.0%,1182-1213,49.4%,24-18,57.1%,63,78.8%,19.3%,8.6%,4.5%,56.0%,73.3%,50.9%,63.5%,35.9%,49.7%,0.98
Masters,72,34,38,47.2%,72-88,45.0%,762-820,48.2%,11-18,37.9%,71,76.8%,20.3%,7.0%,4.5%,54.9%,70.7%,51.2%,61.9%,35.9%,49.1%,0.94
Other Tours,132,70,62,53.0%,159-152,51.1%,1580-1563,50.3%,40-27,59.7%,132,81.6%,18.4%,9.6%,4.3%,56.3%,74.2%,49.9%,63.6%,34.6%,49.6%,0.95
Best of 5,71,38,33,53.5%,137-131,51.1%,1324-1335,49.8%,27-21,56.3%,70,78.6%,20.4%,8.5%,4.5%,56.0%,73.3%,51.0%,63.5%,36.4%,50.0%,1.00
Best of 3,208,106,102,51.0%,236-246,49.0%,2395-2444,49.5%,52-46,53.1%,207,80.0%,18.9%,8.7%,4.4%,55.9%,73.1%,50.4%,63.1%,35.0%,49.4%,0.95
Finals,9,5,4,55.6%,11-9,55.0%,103-96,51.8%,3-0,100.0%,9,86.7%,15.3%,13.6%,3.1%,57.7%,75.4%,57.0%,67.6%,32.2%,50.2%,0.99
Semi-finals,17,9,8,52.9%,18-20,47.4%,186-203,47.8%,5-6,45.5%,17,82.0%,13.9%,9.3%,3.5%,56.6%,76.1%,49.7%,64.7%,31.4%,48.6%,0.89
Quarter-finals,26,17,9,65.4%,34-31,52.3%,319-308,50.9%,5-4,55.6%,25,82.1%,19.7%,10.2%,3.6%,58.3%,74.2%,49.3%,63.8%,35.3%,49.9%,0.98
vs Righties,234,119,115,50.9%,302-320,48.6%,3072-3155,49.3%,67-61,52.3%,232,79.2%,19.2%,8.6%,4.5%,55.8%,73.2%,50.4%,63.1%,35.1%,49.4%,0.95
vs Lefties,45,25,20,55.6%,71-57,55.5%,647-624,50.9%,12-6,66.7%,45,80.9%,20.4%,8.7%,4.1%,56.4%,73.3%,51.4%,63.7%,37.2%,50.5%,1.03
vs Top 10,27,6,21,22.2%,16-51,23.9%,262-375,41.1%,4-7,36.4%,26,71.2%,12.3%,6.7%,4.0%,54.4%,69.4%,45.8%,58.7%,30.2%,45.3%,0.73
