Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2024 Saint Tropez CH F,L vs Brouwer,72.5%,45.5%,3.3%,1/2,2.39,15.7%,70.4%,40.0%,1.4%,2.26,27.6%,80.0%,62.5%,10.0%,2.57,0.0%
2022 Madrid R32,L vs Tsitsipas,54.2%,42.3%,4.2%,2/0,2.16,2.9%,45.5%,13.3%,0.0%,2.00,5.3%,78.6%,81.8%,14.3%,2.34,0.0%
2021 Metz R16,L vs Hurkacz,59.2%,44.8%,4.1%,0/2,2.05,9.8%,54.8%,35.3%,3.2%,1.92,20.0%,66.7%,58.3%,5.6%,2.17,0.0%
2021 Umag R32,L vs Alcaraz,80.8%,47.5%,2.7%,1/1,2.02,1.4%,75.0%,38.9%,2.1%,2.00,2.7%,92.0%,60.9%,4.0%,2.04,0.0%
2019 Tokyo R32,W vs Hurkacz,60.0%,52.8%,1.7%,0/1,2.08,5.0%,66.7%,42.3%,0.0%,1.92,9.5%,58.8%,80.0%,5.9%,2.24,0.0%
2019 Wimbledon R32,L vs Federer,66.7%,44.1%,3.9%,0/4,2.16,42.5%,67.6%,37.0%,0.0%,2.12,51.5%,68.8%,59.1%,12.5%,2.20,35.0%
2019 Wimbledon R128,W vs Gasquet,63.8%,60.0%,4.3%,3/1,2.48,32.2%,62.3%,54.5%,3.8%,2.18,27.8%,73.0%,66.7%,5.4%,2.92,39.1%
2019 Madrid R32,L vs Hurkacz,50.8%,46.9%,7.9%,2/3,2.42,2.6%,42.9%,33.3%,9.5%,2.35,4.3%,73.7%,64.3%,5.3%,2.53,0.0%
2019 Indian Wells R64,L vs Hurkacz,68.9%,51.0%,8.1%,2/4,2.47,3.8%,61.5%,50.0%,2.6%,2.31,6.4%,79.4%,51.9%,14.7%,2.69,0.0%
2019 Australian Open SF,L vs Djokovic,62.3%,24.2%,9.4%,1/4,2.24,14.8%,63.2%,25.0%,2.6%,2.04,28.0%,60.0%,22.2%,26.7%,2.40,3.4%
2019 Australian Open QF,W vs Raonic,59.1%,52.3%,3.4%,4/1,2.09,16.2%,52.9%,54.3%,2.3%,2.15,14.3%,75.0%,50.0%,5.4%,1.98,19.2%
2019 Australian Open R16,W vs Coric,61.3%,50.5%,3.2%,3/2,2.29,12.5%,60.8%,41.1%,0.8%,2.33,14.9%,73.3%,81.8%,13.3%,2.23,9.1%
2019 Australian Open R32,W vs Popyrin,59.2%,48.1%,2.8%,3/2,2.20,16.7%,55.9%,43.5%,2.7%,2.35,24.2%,74.6%,54.5%,3.4%,1.98,5.0%
2018 Davis Cup World Group F RR,L vs Cilic,65.1%,25.9%,6.0%,3/2,2.21,7.0%,63.6%,17.9%,4.5%,2.14,13.9%,74.3%,34.6%,8.6%,2.27,0.0%
2018 Cincinnati R64,W vs Murray,55.3%,59.6%,4.7%,2/2,1.84,11.7%,52.9%,48.1%,3.9%,1.70,18.2%,76.9%,75.0%,7.7%,2.02,3.7%
2018 Halle R32,L vs Tsitsipas,53.3%,34.4%,1.7%,0/1,2.10,8.5%,51.4%,26.3%,0.0%,2.03,16.7%,61.9%,46.2%,4.8%,2.14,3.4%
2018 Dubai F,L vs Bautista Agut,74.1%,39.5%,3.4%,1/1,2.55,0.0%,74.4%,37.5%,2.3%,2.30,0.0%,73.3%,45.5%,6.7%,2.72,0.0%
2018 Dubai R16,W vs Khachanov,65.4%,49.0%,6.4%,0/5,-,11.5%,54.3%,40.0%,4.3%,-,18.8%,83.9%,57.7%,9.7%,-,0.0%
2018 Marseille F,L vs Khachanov,53.8%,44.2%,1.3%,0/1,-,21.0%,45.5%,52.0%,1.8%,-,39.4%,78.3%,33.3%,0.0%,-,0.0%
2018 Montpellier F,W vs Gasquet,62.3%,48.8%,4.3%,3/0,2.30,30.2%,58.1%,44.0%,7.0%,2.28,24.0%,72.0%,55.6%,0.0%,2.33,38.9%
Career (46 matches),,65.5%,46.4%,3.8%,41.0%,2.19,16.2%,61.9%,40.3%,2.5%,2.14,23.8%,78.3%,55.4%,6.6%,2.24,7.9%
