Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 Saint-Tropez CH F,L vs Brouwer,36% (4/11),25% (1/4),0/1,27% (3/11),33% (1/3),1/1,0/0,3/4,0/0,3/3
2024 Wimbledon R128,W vs Djere,36% (8/22),75% (6/8),1/4,38% (9/24),33% (3/9),4/5,1/1,3/5,1/1,0/0
2022 Madrid R32,L vs Tsitsipas,10% (1/10),100% (1/1),1/3,44% (4/9),25% (1/4),0/1,0/0,2/2,0/0,1/1
2021 Metz R16,L vs Hurkacz,0% (0/9),- (0/0),0/2,63% (5/8),40% (2/5),0/0,0/0,1/2,0/0,1/1
2021 US Open R128,L vs Ramos,19% (5/26),60% (3/5),0/3,37% (10/27),40% (4/10),3/3,2/3,2/5,0/1,0/1
2021 Umag R32,L vs Alcaraz,33% (4/12),75% (3/4),1/4,62% (8/13),25% (2/8),2/3,1/1,1/3,0/0,1/2
2021 Wimbledon R128,L vs Norrie,18% (4/22),75% (3/4),1/4,50% (11/22),36% (4/11),2/3,0/1,1/4,0/0,0/1
2021 Roland Garros R128,L vs Cuevas,31% (4/13),25% (1/4),0/5,67% (8/12),25% (2/8),0/1,0/0,1/2,0/0,1/1
2019 Tokyo R32,W vs Hurkacz,44% (4/9),50% (2/4),0/0,10% (1/10),100% (1/1),1/1,1/1,0/0,1/1,0/0
2019 US Open R64,L vs Evans,25% (5/20),80% (4/5),1/7,48% (10/21),20% (2/10),3/4,0/1,1/2,0/0,1/1
2019 US Open R128,W vs Kohlschreiber,32% (6/19),83% (5/6),1/2,30% (6/20),50% (3/6),5/5,3/3,0/1,1/1,0/0
2019 Cincinnati QF,L vs Djokovic,15% (2/13),50% (1/2),1/2,40% (4/10),25% (1/4),0/0,0/0,1/2,0/0,0/0
2019 Cincinnati R64,W vs Kudla,40% (4/10),75% (3/4),1/3,36% (4/11),25% (1/4),2/3,1/1,1/1,0/0,0/0
2019 Wimbledon R32,L vs Federer,19% (3/16),33% (1/3),1/2,31% (5/16),20% (1/5),1/1,0/0,3/5,0/0,2/2
2019 Wimbledon R64,W vs Barrere,40% (6/15),67% (4/6),0/0,0% (0/14),- (0/0),3/3,1/1,0/0,1/1,0/0
2019 Wimbledon R128,W vs Gasquet,43% (6/14),67% (4/6),0/1,27% (4/15),75% (3/4),4/4,2/3,1/1,0/1,0/0
2019 Queen's Club R16,L vs Medvedev,22% (4/18),75% (3/4),0/3,28% (5/18),20% (1/5),2/3,1/3,2/2,0/0,2/2
2019 Stuttgart QF,L vs Struff,0% (0/10),- (0/0),0/2,40% (4/10),50% (2/4),0/0,0/0,0/0,0/0,0/0
2019 Stuttgart R16,W vs Medvedev,40% (8/20),63% (5/8),1/3,26% (5/19),40% (2/5),1/2,2/2,1/1,1/1,0/0
2019 Roland Garros R64,L vs Klizan,32% (10/31),80% (8/10),1/5,35% (11/31),36% (4/11),7/7,2/4,2/3,0/1,2/3
2024 (2 matches),,36.4%,58.3%,20.0%,34.3%,33.3%,83.3%,100.0%,66.7%,100.0%,100.0%
2022 (1 matches),,10.0%,100.0%,33.3%,44.4%,25.0%,0.0%,-,100.0%,-,100.0%
2021 (5 matches),,20.7%,58.8%,11.1%,51.2%,33.3%,70.0%,60.0%,37.5%,0.0%,50.0%
2019 (33 matches),,29.8%,64.9%,17.9%,30.0%,35.1%,85.7%,80.0%,70.5%,71.4%,70.0%
2018 (44 matches),,28.5%,63.3%,14.3%,29.5%,39.9%,86.4%,85.1%,83.3%,85.0%,81.3%
Career (300 matches),,32.1%,66.8%,18.5%,32.2%,34.9%,79.8%,82.8%,73.3%,81.1%,74.1%
