Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2025,554,71,,,,,,,,,,,,
2024,101,616,70,1753,67,1715,88,1664,45,1681,290,225,,
2023,330,155,129,1639,104,1630,127,1597,89,1584,,,,
2022,381,122,173,1596,127,1598,145,1575,121,1544,,,,
2021,155,440,111,1680,90,1650,92,1654,71,1620,,,,
2020,70,880,,,,,,,,,,,,
2019,22,1600,30,1850,33,1801,27,1791,22,1749,212,315,110,1562
2018,32,1245,42,1805,37,1770,36,1768,35,1703,203,315,105,1573
2017,18,2235,23,1911,23,1855,24,1858,24,1769,159,450,80,1651
2016,15,2156,21,1947,23,1875,21,1872,34,1735,88,900,79,1628
2015,78,672,87,1716,93,1657,63,1722,140,1522,263,262,,
2014,133,408,99,1686,97,1636,99,1633,96,1570,813,45,,
2013,204,246,215,1518,244,1437,206,1475,127,1521,,,,
2012,431,85,,,,,,,,,1174,15,,
2011,1618,1,,,,,,,,,,,,
