Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2022 Miami R128,L vs Kecmanovic,69.6%,39.6%,1.4%,0/1,-,13.0%,58.5%,41.7%,0.0%,-,20.0%,85.7%,37.5%,3.6%,-,0.0%
2020 Roland Garros R128,W vs Opelka,65.1%,62.0%,0.9%,1/0,2.35,17.1%,63.9%,54.3%,1.4%,2.10,28.0%,75.8%,76.0%,0.0%,2.75,0.0%
2019 Laver Cup RR,W vs Fognini,71.9%,48.8%,1.8%,1/0,2.33,32.0%,61.3%,42.1%,3.2%,2.31,43.3%,91.7%,54.5%,0.0%,2.38,15.0%
2018 Paris QF,L vs Thiem,56.7%,47.3%,2.1%,2/0,2.47,10.0%,55.0%,48.5%,1.7%,2.54,8.1%,75.9%,45.5%,3.4%,2.36,13.0%
2017 Tour Finals SF,L vs Dimitrov,72.8%,44.8%,5.4%,3/2,2.31,48.1%,74.6%,43.2%,5.1%,2.20,54.5%,82.1%,47.8%,7.1%,2.50,38.1%
2017 Tour Finals RR,W vs Zverev,62.9%,50.0%,1.1%,1/0,2.29,2.0%,67.2%,51.3%,1.7%,2.09,3.1%,77.3%,47.1%,0.0%,2.63,0.0%
2017 Tour Finals RR,W vs Cilic,61.4%,48.4%,5.9%,2/4,2.37,4.3%,56.3%,41.7%,6.3%,2.35,8.6%,78.8%,57.7%,6.1%,2.40,0.0%
2017 Tour Finals RR,L vs Federer,68.3%,25.6%,7.9%,2/3,2.42,39.3%,65.0%,15.4%,10.0%,2.24,55.9%,77.3%,41.2%,4.5%,2.70,13.6%
2017 Paris F,W vs Krajinovic,74.3%,56.4%,0.0%,0/0,1.78,2.2%,73.6%,54.7%,0.0%,1.81,4.8%,89.3%,60.0%,0.0%,1.75,0.0%
2017 Paris SF,W vs Benneteau,66.1%,56.4%,0.0%,0/0,2.11,8.6%,66.7%,40.9%,0.0%,1.93,9.5%,81.0%,76.5%,0.0%,2.39,7.1%
2017 Miami QF,L vs Nadal,75.4%,43.5%,1.6%,1/0,2.18,0.0%,73.8%,38.7%,2.4%,2.20,0.0%,83.3%,53.3%,0.0%,2.15,0.0%
2017 Indian Wells SF,L vs Federer,58.1%,38.9%,3.2%,0/2,2.48,25.7%,54.5%,33.3%,0.0%,2.56,41.2%,66.7%,44.4%,7.4%,2.41,11.1%
2017 Indian Wells QF,W vs Nishikori,65.4%,54.7%,2.5%,0/2,2.42,8.2%,60.4%,46.9%,3.8%,2.52,14.3%,84.0%,66.7%,0.0%,2.30,0.0%
2017 Indian Wells R32,W vs Dimitrov,64.4%,48.7%,3.4%,4/0,2.19,54.7%,64.0%,45.6%,3.4%,2.14,47.5%,76.0%,57.9%,4.0%,2.25,62.9%
2017 Auckland F,W vs Sousa,62.1%,64.4%,1.1%,1/0,2.32,9.8%,55.0%,60.6%,1.7%,2.31,17.4%,81.3%,69.2%,0.0%,2.32,0.0%
2016 Stockholm R32,W vs Jaziri,71.4%,48.8%,3.6%,3/1,2.21,33.8%,66.7%,40.9%,3.0%,2.26,41.0%,85.7%,58.3%,4.8%,2.16,24.1%
2016 Stockholm F,L vs Del Potro,65.1%,17.9%,2.3%,1/0,-,11.9%,52.0%,23.1%,4.0%,-,17.2%,93.8%,13.3%,0.0%,-,0.0%
2016 Houston F,L vs Monaco,80.7%,41.8%,3.6%,0/3,2.24,7.8%,83.8%,40.4%,1.5%,2.32,8.1%,76.9%,50.0%,15.4%,2.16,7.5%
2016 Houston SF,W vs Isner,48.3%,62.1%,3.3%,0/2,2.43,2.3%,38.5%,73.3%,2.6%,2.40,5.0%,73.7%,50.0%,5.3%,2.45,0.0%
2015 Paris R64,L vs Troicki,79.6%,39.5%,1.9%,0/1,2.24,4.8%,75.6%,41.9%,0.0%,2.55,5.3%,100.0%,33.3%,8.3%,1.98,4.3%
Career (31 matches),,67.6%,47.0%,2.8%,47.0%,2.29,20.6%,64.7%,43.1%,2.8%,2.29,26.3%,80.6%,52.9%,3.3%,2.30,13.3%
