Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2022 US Open R128,L vs Schwartzman,107.7,113.0,13.7,117.2,110.7,138,82,100.6,10.8,109.8,94.9,131,79
2022 Wimbledon R32,L vs Kubler,113.0,118.3,11.9,124.3,112.2,136,81,98.7,6.7,100.9,94.8,113,87
2022 Wimbledon R64,W vs Cressy,110.0,114.7,10.9,121.8,106.1,135,78,100.0,7.1,105.1,97.0,111,85
2021 US Open R32,L vs Zverev,110.9,115.8,9.2,119.4,114.8,133,94,97.5,4.4,99.8,99.5,108,88
2021 US Open R64,W vs Bublik,110.3,117.0,10.7,122.0,108.4,132,81,99.8,9.7,100.3,91.0,131,84
2021 US Open R128,W vs Nishioka,111.9,116.8,12.1,122.3,113.8,135,70,102.3,9.2,102.6,104.3,131,86
2020 US Open R64,L vs Mannarino,110.1,115.4,10.2,120.9,109.7,133,89,103.1,7.9,106.1,100.0,124,90
2018 US Open R64,L vs Basilashvili,106.2,112.0,12.8,122.0,101.3,139,85,93.3,7.2,93.6,92.3,106,66
2018 US Open R128,W vs Andreozzi,107.7,110.6,11.9,118.7,102.1,133,83,100.2,6.9,108.3,102.0,117,88
2018 Wimbledon R128,L vs Berrettini,107.6,112.8,10.6,119.9,110.8,133,86,99.0,5.3,100.3,97.6,110,87
2017 US Open R128,L vs Thompson,110.7,115.9,10.3,121.7,107.0,135,92,101.4,4.5,105.1,97.5,110,94
2017 Roland Garros R128,L vs Vesely,103.9,107.4,12.1,,,133,85,96.9,5.5,,,110,88
2017 Australian Open R32,L vs Tsonga,109.5,116.4,11.0,121.8,103.7,133,87,99.7,6.3,102.2,96.3,113,87
2017 Australian Open R64,W vs Khachanov,107.4,113.1,8.9,117.1,105.1,131,92,98.2,6.2,105.0,93.0,112,83
2017 Australian Open R128,W vs Herbert,112.1,115.8,9.2,119.5,106.9,135,93,103.7,4.4,105.0,100.8,112,92
2016 US Open R16,L vs Tsonga,112.9,117.2,11.0,120.1,107.2,139,84,104.3,5.3,106.3,107.0,117,91
2016 US Open R32,W vs Cilic,108.8,112.4,13.7,119.8,104.3,138,92,103.2,6.7,105.2,,117,90
2016 US Open R64,W vs Zverev,112.1,115.6,11.5,124.1,105.3,140,93,103.0,4.5,104.6,108.0,110,93
2016 US Open R128,W vs Fritz,113.3,118.9,10.3,123.7,111.7,139,94,105.1,6.2,110.6,104.0,132,89
2016 Wimbledon R32,L vs Raonic,115.9,121.3,8.7,125.8,116.5,137,103,107.2,4.8,108.5,105.7,120,96
Career (45 matches),,109.6,115.7,10.9,121.5,108.4,140,69,100.1,6.7,104.3,98.2,132,61
