Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,6,2,4,33.3%,6-9,40.0%,68-79,46.3%,1-1,50.0%,6,79.2%,13.7%,7.0%,6.4%,56.5%,72.8%,45.7%,61.0%,34.1%,48.3%,0.88,R16 (Dallas)
2022,18,7,11,38.9%,26-23,53.1%,237-248,48.9%,5-5,50.0%,17,78.3%,19.4%,7.2%,4.3%,64.4%,70.3%,50.9%,63.4%,35.4%,49.6%,0.97,R16 (3x)
2021,11,6,5,54.5%,16-16,50.0%,167-162,50.8%,2-6,25.0%,11,81.8%,21.7%,9.0%,4.0%,59.3%,74.6%,47.6%,63.7%,36.0%,49.8%,0.99,QF (Newport)
2020,7,3,4,42.9%,9-13,40.9%,102-118,46.4%,2-2,50.0%,7,75.2%,19.3%,6.0%,5.1%,60.4%,70.5%,51.2%,62.8%,35.9%,48.8%,0.97,R16 (Delray Beach)
2019,5,1,4,20.0%,3-10,23.1%,61-76,44.5%,1-3,25.0%,4,75.4%,10.3%,12.3%,5.2%,64.5%,70.2%,50.0%,63.0%,28.1%,45.7%,0.76,
2018,31,9,22,29.0%,37-48,43.5%,410-449,47.7%,8-7,53.3%,30,79.8%,15.9%,7.2%,4.9%,61.5%,72.0%,50.3%,63.7%,34.1%,49.0%,0.94,QF (3x)
2017,61,39,22,63.9%,93-66,58.5%,815-777,51.2%,22-10,68.8%,58,81.6%,19.9%,8.3%,4.7%,59.7%,72.7%,52.9%,64.7%,36.6%,50.5%,1.04,W (3x)
2016,58,37,21,63.8%,92-64,59.0%,805-745,51.9%,17-14,54.8%,58,83.5%,20.1%,8.5%,4.7%,58.1%,74.8%,53.8%,66.0%,36.3%,50.9%,1.07,F (3x)
2015,53,35,18,66.0%,83-50,62.4%,708-619,53.4%,16-13,55.2%,51,83.2%,22.4%,7.8%,6.6%,57.0%,75.3%,52.9%,65.6%,35.2%,50.7%,1.03,W (Houston)
2014,47,27,20,57.4%,62-49,55.9%,575-529,52.1%,10-11,47.6%,47,86.2%,18.7%,8.7%,5.4%,58.9%,76.0%,54.1%,67.0%,33.8%,50.6%,1.02,SF (2x)
2013,23,10,13,43.5%,28-30,48.3%,282-294,49.0%,4-5,44.4%,23,80.3%,17.8%,8.7%,6.6%,54.5%,74.8%,51.1%,64.0%,34.1%,49.5%,0.95,QF (Memphis)
2012,12,5,7,41.7%,15-17,46.9%,151-164,47.9%,4-3,57.1%,12,80.1%,15.9%,10.8%,6.7%,55.0%,72.1%,53.0%,63.5%,33.8%,49.1%,0.93,QF (Atlanta)
2011,3,1,2,33.3%,3-6,33.3%,40-49,44.9%,0-1,0.0%,3,72.7%,18.2%,9.8%,4.5%,54.9%,67.1%,51.7%,60.2%,35.2%,47.3%,0.88,R64 (US Open)
2010,1,0,1,0.0%,1-3,25.0%,12-19,38.7%,0-0,-,1,66.7%,12.5%,4.5%,7.9%,55.1%,63.3%,57.5%,60.7%,30.4%,45.3%,0.77,R128 (US Open)
Career,336,182,154,54.2%,474-404,54.0%,4433-4328,50.6%,92-81,53.2%,328,81.9%,19.2%,8.3%,5.3%,58.7%,73.7%,52.3%,64.9%,35.2%,50.1%,1.00,
