Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 US Open R128,L vs Schwartzman,32,54,0.6,18.9%,32.0%,25,47,0.5,17.2%,32.4%,9.7%,5.5%,1.0,12.4%,13.0%
2022 Wimbledon R32,L vs Kubler,66,47,1.4,20.4%,14.5%,43,42,1.0,15.4%,15.1%,12.5%,2.2%,1.7,17.6%,10.5%
2022 Wimbledon R64,W vs Cressy,42,20,2.1,16.3%,7.8%,32,16,2.0,15.5%,7.8%,9.7%,4.9%,1.2,16.7%,13.6%
2022 Wimbledon R128,W vs Zapata Miralles,37,27,1.4,18.0%,13.2%,27,22,1.2,15.0%,12.2%,10.6%,3.9%,1.1,16.1%,14.6%
2022 Miami Masters R128,L vs Kecmanovic,40,31,1.3,28.8%,22.3%,32,30,1.1,25.6%,24.0%,10.4%,3.2%,3.5,27.3%,7.9%
2021 US Open R32,L vs Zverev,31,25,1.2,18.6%,15.0%,20,23,0.9,14.8%,17.0%,9.6%,3.7%,3.3,19.8%,6.0%
2021 US Open R64,W vs Bublik,49,40,1.2,14.9%,12.2%,40,34,1.2,15.3%,13.0%,12.6%,2.3%,1.4,22.9%,15.9%
2021 US Open R128,W vs Nishioka,61,37,1.6,25.3%,15.4%,46,32,1.4,21.6%,15.0%,14.6%,5.2%,1.3,15.8%,12.4%
2020 Roland Garros R64,L vs Thiem,22,51,0.4,11.3%,26.2%,22,51,0.4,12.2%,28.2%,,,0.9,10.3%,11.8%
2020 Roland Garros R128,W vs Opelka,25,15,1.7,13.4%,8.0%,25,15,1.7,15.6%,9.4%,,,0.8,12.3%,15.5%
2020 US Open R64,L vs Mannarino,42,34,1.2,21.4%,17.3%,34,27,1.3,20.4%,16.2%,14.4%,3.0%,3.2,19.4%,6.1%
2020 US Open R128,W vs Cuevas,51,49,1.0,17.3%,16.7%,41,39,1.1,16.0%,15.2%,12.1%,3.5%,1.3,14.6%,10.9%
2019 Laver Cup RR,W vs Fognini,22,22,1.0,17.1%,17.1%,17,21,0.8,14.8%,18.3%,11.3%,3.5%,0.7,15.5%,20.9%
2019 US Open R128,L vs Cuevas,39,35,1.1,19.5%,17.5%,29,33,0.9,16.9%,19.2%,12.8%,4.1%,1.1,13.0%,12.0%
2018 Paris Masters QF,L vs Thiem,31,30,1.0,16.1%,15.5%,23,25,0.9,14.0%,15.2%,11.6%,1.2%,0.9,13.0%,14.5%
2018 US Open R64,L vs Basilashvili,37,41,0.9,15.9%,17.7%,30,38,0.8,14.7%,18.6%,9.8%,2.5%,1.5,19.4%,12.9%
2018 US Open R128,W vs Andreozzi,36,16,2.3,22.1%,9.8%,26,14,1.9,18.6%,10.0%,10.0%,6.4%,1.1,12.3%,11.7%
2018 Wimbledon R128,L vs Berrettini,55,44,1.3,16.5%,13.2%,49,37,1.3,16.0%,12.1%,11.7%,2.6%,2.1,18.0%,8.7%
2018 Roland Garros R128,L vs Zopp,41,48,0.9,12.7%,14.8%,41,48,0.9,13.9%,16.3%,,,1.0,15.1%,14.8%
2018 Australian Open R128,L vs Sugita,24,45,0.5,10.3%,19.3%,24,45,0.5,11.9%,22.3%,,,1.1,16.7%,15.5%
Career (90 matches),,3152,2941,1.1,17.8%,16.7%,2448,2532,1.0,16.0%,16.5%,9.6%,3.1%,1.2,16.6%,13.6%
