Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 Miami R128,L vs Kecmanovic,3.8,4.0,3.7,48.2%,39.4%,42.9%,42.9%,43.7%,9.1%,9.0,10.8,-7.0,-6.5
2020 Roland Garros R128,W vs Opelka,3.0,3.0,2.9,53.0%,68.4%,62.5%,57.1%,51.5%,45.8%,20.0,23.3,0.0,0.0
2019 Laver Cup RR,W vs Fognini,3.5,3.0,4.1,57.1%,56.0%,40.0%,80.0%,62.8%,39.1%,12.5,12.5,-1.0,-2.6
2018 Paris QF,L vs Thiem,3.5,3.7,3.2,51.5%,51.7%,50.0%,33.3%,65.7%,14.1%,15.0,9.7,1.0,1.4
2017 Tour Finals SF,L vs Dimitrov,3.9,3.5,4.1,46.5%,48.8%,44.4%,30.0%,57.5%,18.2%,5.5,4.0,-6.0,-6.9
2017 Tour Finals RR,W vs Zverev,3.7,3.6,3.9,48.2%,59.1%,52.9%,38.9%,53.2%,33.3%,-5.0,-3.9,-1.5,-1.9
2017 Tour Finals RR,W vs Cilic,3.5,3.9,3.1,49.3%,50.0%,64.3%,46.2%,59.6%,54.1%,15.0,10.9,1.5,3.6
2017 Tour Finals RR,L vs Federer,3.2,3.0,3.4,48.5%,43.2%,16.7%,40.0%,53.5%,40.0%,12.5,14.5,-8.0,-16.7
2017 Paris F,W vs Krajinovic,3.8,3.2,4.3,54.2%,55.8%,66.7%,66.7%,65.8%,43.3%,24.0,13.9,1.0,1.9
2017 Paris SF,W vs Benneteau,3.8,3.6,3.9,54.5%,74.1%,40.0%,62.5%,63.4%,45.8%,11.0,11.7,2.0,6.9
2017 Miami QF,L vs Nadal,3.8,3.3,4.1,42.0%,45.8%,27.3%,80.0%,68.0%,13.0%,7.5,6.9,-0.5,-1.1
2017 Indian Wells SF,L vs Federer,2.9,2.9,2.8,44.2%,48.1%,0.0%,50.0%,53.2%,12.1%,-1.0,-1.7,-7.0,-13.7
2017 Indian Wells QF,W vs Nishikori,3.2,3.2,3.2,51.5%,50.0%,50.0%,83.3%,53.4%,17.9%,9.5,10.2,-4.0,-5.3
2017 Indian Wells R32,W vs Dimitrov,3.5,3.4,3.6,46.3%,55.4%,60.9%,57.1%,66.4%,9.2%,20.0,10.5,-4.0,-4.7
2017 Auckland F,W vs Sousa,3.2,2.7,3.6,56.3%,58.1%,50.0%,28.6%,61.8%,22.1%,14.5,11.2,0.0,0.0
2016 Stockholm R32,W vs Jaziri,4.0,3.6,4.4,48.7%,57.1%,45.0%,60.0%,63.3%,28.2%,18.5,9.9,4.5,6.0
2016 Stockholm F,L vs Del Potro,3.9,4.1,3.6,38.6%,26.1%,63.6%,42.9%,58.0%,41.7%,-6.0,-8.1,-7.5,-21.4
2016 Houston F,L vs Monaco,4.0,3.9,4.3,54.9%,31.9%,48.1%,44.4%,58.5%,17.1%,1.0,0.6,-3.5,-3.3
2016 Houston SF,W vs Isner,2.9,3.3,2.4,52.1%,65.2%,75.0%,42.9%,62.9%,30.6%,12.5,15.8,2.0,6.1
2015 Paris R64,L vs Troicki,4.8,4.9,4.8,43.1%,23.1%,50.0%,57.1%,57.5%,30.8%,-0.5,-0.4,-2.5,-4.3
Career (31 matches),,3.6,3.5,3.8,49.3%,48.7%,48.9%,48.0%,60.0%,28.9%,7.6,6.5,-2.8,-4.8
