Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,4,4,50.0%,9-8,52.9%,82-79,50.9%,1-0,100.0%,8,71.6%,29.1%,7.3%,3.4%,58.3%,64.7%,55.9%,61.1%,41.8%,51.3%,1.07,SF (Alicante (Montemar) Challenger)
2025,6,4,2,66.7%,7-5,58.3%,66-61,52.0%,2-1,66.7%,6,73.8%,30.6%,4.2%,1.6%,67.3%,62.9%,53.7%,59.9%,41.0%,50.7%,1.02,SF (Oeiras 4)
2024,14,12,2,85.7%,25-7,78.1%,177-145,55.0%,5-1,83.3%,14,87.4%,21.0%,9.6%,4.2%,59.6%,77.7%,52.6%,67.6%,37.1%,52.5%,1.14,W (2x)
2023,7,6,1,85.7%,12-6,66.7%,98-72,57.6%,1-0,100.0%,7,74.4%,39.8%,8.1%,4.2%,66.0%,72.6%,44.1%,62.9%,45.7%,54.1%,1.23,W (Koblenz)
2022,26,19,7,73.1%,40-18,69.0%,321-253,55.9%,7-4,63.6%,24,83.7%,27.8%,8.5%,5.2%,61.8%,73.9%,51.3%,65.2%,39.9%,52.5%,1.15,W (2x)
2021,23,9,14,39.1%,25-30,45.5%,278-267,51.0%,2-8,20.0%,23,78.7%,24.5%,8.1%,4.7%,64.2%,70.0%,50.9%,63.2%,38.8%,50.9%,1.05,QF (3x)
2020,30,20,10,66.7%,42-26,61.8%,346-286,54.7%,3-3,50.0%,29,79.2%,30.4%,6.8%,4.8%,64.9%,70.7%,52.0%,64.1%,40.6%,52.3%,1.13,W (Cherbourg)
2019,42,20,22,47.6%,46-49,48.4%,451-476,48.7%,9-6,60.0%,42,71.4%,25.6%,5.8%,4.9%,63.7%,67.8%,46.6%,60.1%,38.7%,49.6%,0.97,QF (4x)
2018,16,6,10,37.5%,16-21,43.2%,175-195,47.3%,5-3,62.5%,16,80.6%,14.7%,6.7%,5.7%,60.8%,71.7%,50.6%,63.5%,33.6%,48.7%,0.92,QF (2x)
2017,9,4,5,44.4%,10-10,50.0%,102-93,52.3%,1-2,33.3%,9,73.7%,32.0%,5.6%,6.4%,59.8%,68.1%,49.0%,60.4%,41.7%,51.0%,1.05,QF (Prague)
2016,2,0,2,0.0%,1-4,20.0%,24-31,43.6%,0-2,0.0%,2,80.8%,11.1%,9.0%,6.6%,57.8%,72.9%,48.6%,62.7%,35.2%,47.8%,0.94,R32 (2x)
2015,2,1,1,50.0%,2-1,66.7%,15-11,57.7%,0-0,-,1,84.6%,30.8%,5.7%,3.4%,69.3%,65.6%,48.1%,60.2%,38.0%,50.3%,0.96,R16 (Burnie)
Career,185,105,80,56.8%,235-185,56.0%,2135-1969,52.0%,36-30,54.5%,181,77.9%,26.2%,7.1%,4.8%,62.9%,70.4%,50.2%,62.9%,39.2%,51.1%,1.06,
