Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,90,40,50,44.4%,109-122,47.2%,1155-1156,50.0%,14-28,33.3%,90,80.2%,20.2%,8.7%,4.2%,62.0%,73.0%,50.3%,64.4%,36.5%,50.3%,1.02
Clay,21,7,14,33.3%,20-31,39.2%,247-266,48.1%,4-7,36.4%,20,75.3%,21.9%,5.2%,3.0%,63.7%,69.6%,49.7%,62.4%,35.3%,49.3%,0.94
Grass,17,8,9,47.1%,31-27,53.4%,303-287,51.4%,5-8,38.5%,17,83.2%,19.7%,9.2%,3.8%,64.0%,74.9%,55.1%,67.8%,36.0%,51.5%,1.12
Grand Slams,25,11,14,44.0%,48-51,48.5%,501-487,50.7%,7-13,35.0%,25,78.7%,23.0%,8.0%,3.3%,63.9%,71.6%,52.3%,64.6%,37.3%,50.8%,1.05
Masters,39,19,20,48.7%,45-46,49.5%,446-447,49.9%,6-5,54.5%,39,77.8%,22.0%,6.7%,4.6%,62.7%,72.0%,49.1%,63.5%,36.3%,49.9%,0.99
Other Tours,64,25,39,39.1%,67-83,44.7%,758-775,49.4%,10-25,28.6%,63,82.0%,17.7%,9.4%,4.0%,61.7%,74.1%,51.2%,65.3%,35.5%,50.2%,1.02
Best of 5,25,11,14,44.0%,48-51,48.5%,501-487,50.7%,7-13,35.0%,25,78.7%,23.0%,8.0%,3.3%,63.9%,71.6%,52.3%,64.6%,37.3%,50.8%,1.05
Best of 3,103,44,59,42.7%,112-129,46.5%,1204-1222,49.6%,16-30,34.8%,102,80.5%,19.3%,8.4%,4.2%,62.1%,73.3%,50.5%,64.6%,35.8%,50.1%,1.01
Finals,1,0,1,0.0%,1-2,33.3%,16-19,45.7%,1-1,50.0%,1,87.5%,5.9%,7.3%,3.7%,62.4%,72.1%,58.5%,67.0%,29.2%,48.4%,0.89
Semi-finals,5,1,4,20.0%,3-8,27.3%,56-64,46.7%,0-4,0.0%,5,84.5%,12.1%,10.0%,5.1%,61.0%,76.0%,45.1%,64.0%,32.9%,47.8%,0.91
Quarter-finals,5,4,1,80.0%,8-3,72.7%,58-48,54.7%,2-0,100.0%,5,86.8%,19.6%,9.9%,4.3%,63.8%,77.7%,53.8%,69.0%,35.4%,51.9%,1.14
vs Righties,109,47,62,43.1%,131-154,46.0%,1412-1445,49.4%,20-35,36.4%,108,79.4%,19.9%,8.5%,3.9%,62.7%,72.8%,50.6%,64.5%,35.9%,50.1%,1.01
vs Lefties,18,7,11,38.9%,26-26,50.0%,274-252,52.1%,2-8,20.0%,18,82.4%,22.3%,7.3%,4.3%,62.4%,72.8%,52.6%,65.2%,36.9%,51.2%,1.06
vs Top 10,16,3,13,18.8%,10-28,26.3%,166-212,43.9%,1-9,10.0%,16,75.3%,15.1%,7.6%,4.0%,60.6%,69.9%,47.1%,60.9%,33.1%,46.9%,0.85
