Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,7,3,4,42.9%,7-12,36.8%,88-99,47.1%,1-3,25.0%,7,76.9%,18.5%,7.6%,6.2%,62.5%,70.5%,51.4%,63.4%,35.3%,49.1%,0.96
Clay,3,0,3,0.0%,0-7,0.0%,29-45,39.2%,0-2,0.0%,3,71.4%,10.8%,9.8%,2.6%,62.0%,71.7%,56.2%,65.8%,28.2%,47.3%,0.82
Grass,4,1,3,25.0%,6-7,46.2%,70-70,50.0%,2-3,40.0%,4,83.8%,16.4%,11.3%,3.8%,60.2%,74.2%,57.0%,67.3%,34.4%,50.8%,1.05
Grand Slams,4,1,3,25.0%,5-11,31.3%,72-86,45.6%,1-3,25.0%,4,75.0%,17.9%,9.7%,4.1%,62.3%,71.8%,48.7%,63.1%,33.8%,49.0%,0.92
Masters,6,2,4,33.3%,4-9,30.8%,62-72,46.3%,1-3,25.0%,6,76.6%,18.2%,7.2%,5.5%,61.2%,69.1%,57.7%,64.7%,33.4%,48.6%,0.95
Other Tours,4,1,3,25.0%,4-6,40.0%,53-56,48.6%,1-2,33.3%,4,85.2%,11.5%,11.5%,4.4%,60.9%,75.8%,58.6%,69.1%,33.8%,50.8%,1.09
Best of 5,4,1,3,25.0%,5-11,31.3%,72-86,45.6%,1-3,25.0%,4,75.0%,17.9%,9.7%,4.1%,62.3%,71.8%,48.7%,63.1%,33.8%,49.0%,0.92
Best of 3,10,3,7,30.0%,8-15,34.8%,115-128,47.3%,2-5,28.6%,10,80.5%,15.3%,9.2%,5.0%,61.1%,72.2%,58.1%,66.7%,33.6%,49.6%,1.01
vs Righties,13,3,10,23.1%,11-26,29.7%,175-208,45.7%,3-8,27.3%,13,77.3%,15.5%,8.8%,4.6%,61.6%,71.5%,53.9%,64.7%,33.6%,49.1%,0.95
vs Lefties,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,1,100.0%,33.3%,23.4%,6.4%,61.7%,86.2%,66.7%,78.7%,36.0%,56.7%,1.69
vs Top 10,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,75.0%,16.7%,2.9%,5.7%,54.3%,63.2%,65.6%,64.3%,34.5%,48.1%,0.97
