Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2025 Canada R64,L vs Ruud,34.7%,40.8%,34.5%,39.2%,38.7%,45.2%,36.8%,45.8%,80.0%,25.0%,0.0%,33.3%,40.0%,30.0%,173
2025 Indian Wells R64,L vs Musetti,16.0%,25.0%,49.4%,23.2%,22.8%,33.3%,47.7%,35.4%,50.0%,37.9%,14.3%,8.3%,16.7%,51.5%,-41
2025 Dubai R32,L vs Griekspoor,31.3%,41.7%,61.1%,38.8%,39.1%,54.7%,64.1%,52.5%,42.9%,50.0%,0.0%,25.0%,29.5%,57.6%,119
2024 Shanghai R16,L vs Djokovic,34.9%,41.9%,30.8%,37.4%,37.5%,41.7%,40.0%,42.1%,66.7%,41.7%,-,35.3%,47.1%,18.2%,80
2024 Beijing R16,L vs Sinner,24.7%,37.6%,44.1%,30.1%,39.2%,58.8%,45.2%,49.0%,38.5%,68.0%,83.3%,7.5%,12.5%,43.2%,-39
2024 Monte Carlo R32,L vs Djokovic,18.0%,32.8%,33.3%,26.4%,15.4%,50.0%,54.5%,35.0%,72.7%,80.0%,87.5%,21.2%,21.2%,15.4%,7
2024 Indian Wells R64,L vs Korda,24.1%,38.9%,42.1%,28.9%,24.1%,37.9%,45.5%,33.1%,43.8%,46.2%,66.7%,27.3%,45.5%,37.5%,103
2024 Acapulco R32,L vs Tsitsipas,30.8%,38.5%,44.4%,32.7%,38.5%,46.2%,37.5%,42.3%,33.3%,57.1%,0.0%,23.1%,30.8%,50.0%,-79
2024 Australian Open R128,L vs Griekspoor,32.9%,53.1%,59.8%,41.3%,42.2%,62.7%,60.4%,56.7%,59.5%,32.6%,0.0%,21.4%,42.9%,59.1%,22
2023 Paris R16,L vs Khachanov,28.1%,42.7%,55.0%,38.8%,35.5%,56.5%,62.5%,50.8%,63.6%,44.8%,50.0%,13.0%,13.0%,40.0%,4
2023 Paris R32,W vs Alcaraz,25.4%,39.0%,55.0%,33.6%,28.6%,45.7%,60.0%,42.3%,68.8%,68.4%,100.0%,25.0%,35.0%,46.7%,111
2023 Shanghai R32,L vs Shelton,27.5%,44.0%,55.6%,35.6%,30.9%,49.1%,55.3%,44.4%,64.3%,37.0%,14.3%,24.2%,39.4%,56.0%,47
2023 Chengdu F,L vs Zverev,34.9%,45.9%,52.2%,39.2%,50.0%,60.3%,44.1%,56.9%,59.3%,41.5%,66.7%,10.8%,24.3%,60.6%,-11
2023 Wimbledon QF,L vs Sinner,24.8%,35.2%,50.0%,28.8%,27.7%,36.9%,44.7%,34.2%,74.2%,26.5%,0.0%,24.2%,39.4%,60.0%,102
2023 Wimbledon R16,W vs Shapovalov,30.3%,45.5%,63.6%,36.5%,35.8%,52.2%,60.5%,44.9%,64.5%,50.0%,33.3%,20.7%,34.5%,69.6%,63
2023 Wimbledon R128,W vs Bautista Agut,27.6%,42.9%,58.8%,37.2%,32.7%,49.1%,60.8%,47.5%,59.5%,55.9%,50.0%,21.6%,37.3%,55.0%,84
2022 Tel Aviv SF,L vs Djokovic,38.7%,46.8%,27.3%,42.7%,47.7%,59.1%,34.8%,53.4%,72.2%,46.2%,0.0%,23.1%,23.1%,10.0%,65
2022 Australian Open R128,L vs Molcan,20.0%,33.5%,57.3%,28.1%,27.8%,44.4%,60.3%,39.4%,52.1%,33.3%,0.0%,2.1%,8.5%,52.2%,-95
2022 ATP Cup RR,L vs Sinner,27.1%,37.1%,49.0%,31.4%,37.2%,51.2%,48.1%,44.2%,58.8%,65.4%,66.7%,12.0%,16.0%,50.0%,4
2019 Samarkand CH R32,L vs Maamoun,28.6%,35.7%,40.0%,36.0%,51.3%,61.5%,57.9%,67.2%,75.0%,47.8%,16.7%,11.4%,17.1%,29.0%,-2
Career (21 matches),,27.5%,40.1%,51.0%,34.4%,34.9%,50.0%,53.3%,46.2%,58.1%,46.2%,33.8%,18.0%,27.8%,47.8%,60
