Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),216,267,100,1697,89,1677,94,1652,95,1584,,,,
2025,172,338,88,1731,66,1718,88,1669,83,1601,,,,
2024,60,923,38,1830,35,1783,48,1735,34,1710,172,412,,
2023,39,1122,27,1858,33,1783,39,1745,21,1750,,,,
2022,88,606,81,1734,72,1697,125,1600,98,1569,,,,
2021,167,409,225,1522,194,1503,255,1428,179,1467,,,,
2020,182,350,139,1594,110,1586,239,1388,,,338,153,,
2019,255,182,346,1389,302,1385,392,1269,,,605,58,,
2018,332,71,365,1291,363,1249,322,1309,,,390,70,,
2017,498,70,,,,,,,,,1258,15,,
2016,334,141,,,,,,,,,998,28,,
2015,884,19,,,,,,,,,,,,
2014,337,137,,,,,,,,,1133,20,,
