Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Canada R64,L vs Ruud,62.3%,52.6%,1.6%,1/0,2.65,41.4%,58.5%,45.8%,0.0%,2.58,57.9%,77.8%,64.3%,5.6%,2.78,10.0%
2025 Indian Wells R64,L vs Musetti,77.6%,48.2%,2.8%,2/1,2.49,11.7%,79.4%,40.7%,4.4%,2.36,20.5%,82.9%,62.1%,0.0%,2.67,0.0%
2025 Dubai R32,L vs Griekspoor,55.4%,52.8%,2.3%,2/1,2.09,15.4%,51.1%,53.2%,0.0%,2.00,28.6%,75.8%,52.0%,9.1%,2.20,0.0%
2024 Shanghai R16,L vs Djokovic,58.8%,40.0%,2.0%,1/0,-,11.5%,45.5%,26.7%,3.0%,-,13.3%,88.2%,53.3%,0.0%,-,9.1%
2024 Beijing R16,L vs Sinner,67.5%,44.2%,5.2%,3/1,2.12,2.9%,64.4%,31.0%,4.4%,1.73,6.5%,79.3%,60.9%,6.9%,2.46,0.0%
2024 Monte Carlo R32,L vs Djokovic,61.8%,28.6%,11.8%,1/3,2.41,14.6%,56.5%,38.5%,0.0%,2.23,31.8%,72.7%,12.5%,36.4%,2.56,0.0%
2024 Indian Wells R64,L vs Korda,65.0%,51.3%,3.3%,0/2,2.18,13.2%,60.6%,60.0%,6.1%,2.20,13.6%,70.4%,42.1%,0.0%,2.13,12.5%
2024 Acapulco R32,L vs Tsitsipas,63.2%,41.7%,1.8%,1/0,-,22.2%,53.3%,31.3%,0.0%,-,43.8%,74.1%,50.0%,3.7%,-,5.0%
2024 Australian Open R128,L vs Griekspoor,57.7%,54.3%,6.7%,8/3,2.29,11.0%,53.9%,50.0%,5.6%,2.24,21.3%,66.7%,58.7%,8.7%,2.35,0.0%
2023 Paris R16,L vs Khachanov,62.9%,42.9%,3.4%,2/1,2.47,25.0%,47.1%,20.8%,2.0%,2.40,37.5%,91.4%,59.4%,5.7%,2.60,0.0%
2023 Paris R32,W vs Alcaraz,70.4%,55.3%,3.7%,2/0,2.53,10.0%,74.3%,42.3%,0.0%,2.54,16.0%,70.6%,83.3%,11.8%,2.50,0.0%
2023 Shanghai R32,L vs Shelton,57.0%,42.9%,8.1%,3/4,2.26,20.6%,49.2%,37.9%,6.8%,2.33,28.9%,83.3%,50.0%,12.5%,2.16,8.0%
2023 Chengdu F,L vs Zverev,64.2%,44.1%,0.9%,1/0,2.29,10.4%,63.0%,37.3%,1.2%,2.26,20.6%,70.8%,64.7%,0.0%,2.32,0.0%
2023 Wimbledon QF,L vs Sinner,60.2%,39.6%,6.8%,6/0,2.11,2.8%,43.8%,23.8%,8.3%,2.13,4.3%,84.2%,50.0%,5.3%,2.08,0.0%
2023 Wimbledon R16,W vs Shapovalov,65.6%,42.9%,0.0%,0/0,2.70,28.8%,70.5%,37.2%,0.0%,2.77,39.5%,83.3%,55.0%,0.0%,2.57,8.7%
2023 Wimbledon R128,W vs Bautista Agut,77.2%,44.4%,0.0%,0/0,2.38,13.2%,74.8%,42.1%,0.0%,2.41,20.3%,87.0%,48.9%,0.0%,2.31,0.0%
2022 Tel Aviv SF,L vs Djokovic,56.3%,47.2%,3.1%,1/1,2.33,9.1%,44.2%,36.8%,2.3%,2.26,13.0%,89.5%,58.8%,5.3%,2.50,0.0%
2022 Australian Open R128,L vs Molcan,75.8%,37.2%,2.0%,2/1,2.18,26.7%,74.8%,36.1%,1.8%,2.19,43.2%,88.2%,40.0%,2.9%,2.16,0.0%
2022 ATP Cup RR,L vs Sinner,65.6%,54.2%,2.2%,2/0,2.09,0.0%,58.2%,50.0%,1.8%,1.83,0.0%,81.8%,59.3%,3.0%,2.43,0.0%
2019 Samarkand CH R32,L vs Maamoun,62.3%,46.5%,4.3%,3/0,2.11,10.0%,61.0%,36.0%,7.3%,1.82,26.3%,75.0%,61.1%,0.0%,2.29,0.0%
Career (21 matches),,65.4%,45.4%,3.2%,69.5%,2.30,14.7%,61.6%,39.9%,2.5%,2.25,24.0%,79.2%,53.8%,4.8%,2.36,1.7%
