Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 Australian Open Q2,L vs Korneeva,25,60,0.4,9.6%,23.0%,23,51,0.5,9.7%,21.5%,5.1%,4.6%,0.7,14.2%,20.7%
Career (1 matches),,25,60,0.4,9.6%,23.0%,23,51,0.5,9.7%,21.5%,5.1%,4.6%,0.7,14.2%,20.7%
