Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,20,14,6,70.0%,26-15,63.4%,216-178,54.8%,5-3,62.5%,20,70.0%,39.6%,4.1%,5.3%,54.1%,64.9%,51.4%,58.7%,45.4%,51.8%,1.10,F (W75 Kofu)
2025,60,34,26,56.7%,75-61,55.1%,639-585,52.2%,3-4,42.9%,58,65.0%,40.1%,2.9%,5.2%,57.6%,63.1%,46.0%,55.8%,45.7%,50.7%,1.03,W (W35 Osaka)
2024,41,19,22,46.3%,44-52,45.8%,433-461,48.4%,8-4,66.7%,1,60.0%,27.3%,5.8%,3.5%,64.0%,61.8%,38.7%,53.5%,39.7%,47.4%,0.85,F (W35 Traralgon)
2023,62,38,24,61.3%,86-60,58.9%,727-620,54.0%,9-4,69.2%,0,,,,,,,,,,,,W (W40 Nanao)
2022,44,21,23,47.7%,49-50,49.5%,459-449,50.6%,7-3,70.0%,0,,,,,,,,,,,,W (W15 Chiang Rai)
2021,44,31,13,70.5%,60-23,72.3%,426-271,61.1%,1-0,100.0%,0,,,,,,,,,,,,W (2x)
2020,11,5,6,45.5%,12-12,50.0%,118-120,49.6%,3-1,75.0%,0,,,,,,,,,,,,QF (2x)
2019,59,28,31,47.5%,64-70,47.8%,606-587,50.8%,5-7,41.7%,0,,,,,,,,,,,,SF (5x)
2018,39,18,21,46.2%,44-45,49.4%,416-397,51.2%,3-7,30.0%,0,,,,,,,,,,,,SF (2x)
2017,22,12,10,54.5%,26-22,54.2%,218-199,52.3%,0-2,0.0%,0,,,,,,,,,,,,W (Colombo $15K)
2016,6,1,5,16.7%,2-10,16.7%,34-69,33.0%,1-0,100.0%,0,,,,,,,,,,,,R16 (Anning $10K)
Career,408,221,187,54.2%,488-420,53.7%,4292-3936,52.2%,45-35,56.3%,79,66.2%,39.8%,3.3%,5.2%,56.9%,63.5%,47.3%,56.5%,45.5%,50.9%,1.05,
