Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
5,Xiaodi You [CHN],3,2,60.0%,0,0,0,-,2018,2026,3,1.18,2.0%,6.0%,58.0%,60.3%,46.4%,54.5%,53.7%,58.8%,50.0%
5,Sakura Hosogi [JPN],2,3,40.0%,1,0,1,0.0%,2018,2025,2,0.90,2.8%,5.1%,62.9%,63.4%,42.4%,55.6%,39.9%,63.6%,50.0%
5,Hong Yi Cody Wong [HKG],1,4,20.0%,1,0,1,0.0%,2019,2024,0,,,,,,,,,,
4,Lizette Cabrera [AUS],4,0,100.0%,3,2,1,66.7%,2023,2026,1,1.30,1.6%,4.8%,58.7%,62.2%,57.7%,60.3%,51.5%,20.0%,75.0%
4,Natsumi Kawaguchi [JPN],3,1,75.0%,0,0,0,-,2024,2026,2,2.58,1.3%,2.7%,68.0%,82.4%,58.3%,74.7%,65.4%,50.0%,61.1%
4,Arianne Hartono [NED],2,2,50.0%,1,0,1,0.0%,2018,2025,1,1.51,1.9%,5.7%,60.4%,68.8%,47.6%,60.4%,60.0%,66.7%,85.7%
4,Eri Shimizu [JPN],4,0,100.0%,2,2,0,100.0%,2020,2025,2,1.21,6.7%,8.0%,48.0%,77.8%,44.9%,60.7%,47.7%,64.7%,45.8%
4,Patcharin Cheapchandej [THA],3,1,75.0%,0,0,0,-,2019,2024,1,1.12,3.2%,7.5%,52.7%,63.3%,43.2%,53.8%,52.0%,45.5%,66.7%
4,Fang Ying Xun [CHN],1,3,25.0%,1,0,1,0.0%,2019,2023,0,,,,,,,,,,
4,Chompoothip Jandakate [THA],4,0,100.0%,0,0,0,-,2019,2022,0,,,,,,,,,,
4,Xu Liu Sun [CHN],0,4,0.0%,0,0,0,-,2017,2019,0,,,,,,,,,,
3,Sofia Costoulas [BEL],0,3,0.0%,0,0,0,-,2022,2026,2,0.81,0.8%,4.2%,62.7%,59.5%,47.7%,55.1%,36.4%,46.7%,20.0%
3,Talia Gibson [AUS],2,1,66.7%,0,0,0,-,2023,2026,2,0.93,5.5%,4.4%,49.7%,58.2%,44.6%,51.4%,45.5%,53.8%,50.0%
3,Elvina Kalieva [USA],1,2,33.3%,1,0,1,0.0%,2024,2026,2,1.15,6.2%,0.9%,57.5%,66.2%,50.0%,59.3%,46.7%,71.4%,60.0%
3,Naiktha Bains [GBR],0,3,0.0%,1,0,1,0.0%,2024,2026,2,0.67,1.2%,10.5%,53.5%,54.3%,32.5%,44.2%,37.5%,42.9%,40.0%
