Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Austin 125 F,L vs Tararudee,22.0%,31.9%,44.9%,28.6%,41.1%,47.5%,35.7%,35.7%,50.0%,12.1%,18.2%,41.4%,12.5%,41.2%,50.0%,-35
2026 Austin 125 SF,W vs Badosa,23.7%,30.1%,50.0%,34.7%,44.9%,56.3%,45.5%,25.9%,50.0%,21.7%,26.1%,38.9%,0.0%,30.0%,0.0%,35
2026 Austin 125 QF,W vs Jones,19.5%,26.8%,54.1%,22.9%,33.3%,59.5%,55.6%,33.3%,0.0%,17.2%,20.7%,45.8%,18.8%,61.5%,66.7%,51
2026 Austin 125 R16,W vs Zarazua,22.6%,29.8%,51.6%,27.6%,36.2%,57.1%,36.0%,24.2%,33.3%,13.0%,17.4%,40.0%,27.3%,25.0%,50.0%,14
2026 Indian Wells R128,L vs Rakhimova,25.6%,32.2%,37.1%,27.8%,37.0%,43.6%,23.8%,27.3%,28.6%,25.8%,29.0%,26.1%,16.7%,53.8%,0.0%,64
2026 Austin R32,L vs Galfi,21.7%,33.7%,48.3%,27.6%,39.7%,50.0%,43.8%,50.0%,50.0%,11.1%,27.8%,43.8%,20.0%,61.5%,50.0%,-27
2025 Tokyo R32,L vs Mboko,15.4%,23.1%,50.0%,16.1%,25.8%,53.8%,50.0%,47.1%,0.0%,20.0%,25.0%,43.8%,20.0%,40.0%,100.0%,6
2025 Osaka R32,L vs Golubic,20.2%,36.2%,50.0%,28.1%,45.3%,52.2%,50.0%,27.5%,0.0%,4.0%,20.0%,45.8%,26.7%,50.0%,50.0%,-80
2025 Beijing R128,L vs Bondar,9.3%,24.0%,42.4%,10.2%,30.6%,45.5%,33.3%,41.9%,20.0%,8.3%,12.5%,36.4%,23.5%,71.4%,100.0%,-30
2025 Montreal R128,W vs Krejcikova,27.8%,41.7%,51.0%,26.2%,42.9%,51.6%,52.4%,23.8%,25.0%,31.0%,41.4%,50.0%,14.3%,66.7%,40.0%,-64
2025 Berlin R32,L vs Anisimova,31.9%,42.6%,48.3%,35.5%,48.4%,50.0%,38.5%,11.1%,0.0%,30.8%,38.5%,44.4%,20.0%,50.0%,0.0%,122
2025 s Hertogenbosch QF,L vs Ruse,25.0%,30.4%,37.8%,30.3%,39.4%,34.8%,38.5%,20.0%,0.0%,22.2%,22.2%,42.9%,9.1%,71.4%,-,81
2025 s Hertogenbosch R16,W vs Sun,37.7%,45.3%,60.7%,44.7%,50.0%,57.1%,29.4%,33.3%,50.0%,30.0%,50.0%,71.4%,25.0%,33.3%,0.0%,111
2025 s Hertogenbosch R32,W vs Garland,46.9%,57.1%,48.0%,45.9%,56.8%,55.0%,26.3%,38.9%,-,54.5%,63.6%,20.0%,0.0%,62.5%,-,-3
2025 Roland Garros Q2,L vs Hibino,15.2%,29.3%,58.2%,16.7%,34.8%,65.5%,46.4%,52.6%,75.0%,14.3%,21.4%,41.7%,0.0%,68.8%,100.0%,21
2025 Roland Garros Q1,W vs Yao,15.2%,33.3%,71.4%,17.4%,30.4%,68.4%,45.5%,41.7%,-,10.0%,40.0%,77.8%,0.0%,25.0%,-,-104
2025 Rome R16,L vs Zheng,13.6%,15.3%,31.4%,11.6%,14.0%,31.6%,34.8%,35.0%,20.0%,18.8%,18.8%,30.8%,0.0%,87.5%,100.0%,-104
2025 Rome R32,W vs Rybakina,18.8%,39.1%,61.5%,21.4%,42.9%,59.1%,28.0%,54.8%,50.0%,0.0%,12.5%,75.0%,0.0%,75.0%,-,-119
2025 Rome R64,W vs Vekic,30.1%,38.4%,55.6%,38.8%,46.9%,63.3%,45.0%,27.6%,0.0%,16.7%,27.8%,40.0%,0.0%,55.6%,100.0%,31
2025 Rome R128,W vs Urgesi,22.0%,36.6%,58.1%,29.6%,40.7%,68.4%,36.4%,25.0%,0.0%,7.7%,30.8%,41.7%,12.5%,60.0%,-,-36
Last 52 Weeks (23 matches),,22.4%,32.4%,49.7%,26.2%,38.0%,52.3%,37.1%,34.1%,32.9%,18.0%,25.8%,44.2%,14.5%,50.0%,59.5%,44
Career (193 matches),,23.0%,33.0%,49.0%,26.3%,39.0%,51.3%,39.8%,35.9%,38.4%,19.8%,25.8%,44.5%,13.9%,44.2%,53.3%,43
