Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Austin 125 F,L vs Tararudee,80.4%,53.3%,4.5%,3/2,2.13,16.4%,76.7%,48.2%,2.7%,2.03,28.9%,89.5%,61.8%,7.9%,2.27,0.0%
2026 Austin 125 SF,W vs Badosa,56.0%,59.6%,7.1%,3/3,2.43,12.2%,58.5%,62.5%,7.3%,2.30,19.4%,76.7%,56.5%,10.0%,2.64,0.0%
2026 Austin 125 QF,W vs Jones,80.2%,52.1%,7.7%,5/2,2.41,1.6%,82.7%,41.9%,3.8%,2.17,2.7%,83.3%,66.7%,13.9%,2.78,0.0%
2026 Austin 125 R16,W vs Zarazua,84.7%,54.0%,5.1%,1/2,2.24,6.9%,87.2%,58.5%,2.1%,2.12,10.5%,81.8%,33.3%,18.2%,2.49,0.0%
2026 Indian Wells R128,L vs Rakhimova,79.0%,32.8%,16.0%,6/7,2.43,9.8%,83.3%,37.5%,12.5%,2.42,13.2%,85.7%,25.0%,25.0%,2.44,4.3%
2026 Austin R32,L vs Galfi,62.6%,59.7%,1.9%,0/2,2.25,22.4%,62.0%,59.1%,2.8%,2.21,28.6%,76.7%,60.9%,0.0%,2.34,6.3%
2025 Tokyo R32,L vs Mboko,72.5%,35.1%,5.9%,2/1,2.05,14.0%,77.1%,29.6%,2.9%,1.94,18.5%,76.9%,50.0%,15.4%,2.24,5.9%
2025 Osaka R32,L vs Golubic,83.7%,44.8%,3.8%,3/1,2.29,28.6%,89.7%,44.3%,2.9%,2.24,37.0%,78.8%,46.2%,6.1%,2.38,12.5%
2025 Beijing R128,L vs Bondar,74.0%,57.4%,5.5%,4/0,2.37,12.3%,73.8%,51.6%,4.8%,2.18,18.6%,82.1%,65.2%,7.1%,2.73,0.0%
2025 Montreal R128,W vs Krejcikova,58.8%,46.7%,9.8%,1/4,2.35,31.4%,64.5%,40.0%,9.7%,2.25,48.4%,71.4%,60.0%,14.3%,2.51,5.0%
2025 Berlin R32,L vs Anisimova,63.5%,33.3%,7.7%,1/3,2.42,6.9%,61.5%,29.2%,2.6%,2.36,10.0%,75.0%,44.4%,25.0%,2.57,0.0%
2025 s Hertogenbosch QF,L vs Ruse,66.0%,36.4%,8.0%,1/3,2.32,8.1%,65.5%,42.1%,6.9%,2.46,13.0%,77.8%,28.6%,11.1%,2.10,0.0%
2025 s Hertogenbosch R16,W vs Sun,66.7%,66.7%,2.2%,1/0,2.24,3.7%,58.3%,50.0%,4.2%,2.34,5.0%,88.9%,81.3%,0.0%,1.96,0.0%
2025 s Hertogenbosch R32,W vs Garland,68.3%,70.7%,6.7%,3/1,2.36,8.3%,70.3%,69.2%,8.1%,2.27,10.5%,75.0%,73.3%,5.0%,2.68,0.0%
2025 Roland Garros Q2,L vs Hibino,79.6%,44.9%,4.1%,2/2,2.65,8.9%,82.1%,42.2%,2.6%,2.61,12.7%,87.5%,57.1%,12.5%,2.74,0.0%
2025 Roland Garros Q1,W vs Yao,78.9%,83.3%,0.0%,0/0,2.17,0.0%,87.0%,85.0%,0.0%,2.18,0.0%,71.4%,80.0%,0.0%,2.16,0.0%
2025 Rome R16,L vs Zheng,71.9%,36.6%,10.5%,2/4,2.60,0.0%,85.2%,26.1%,18.5%,2.61,0.0%,85.7%,50.0%,4.8%,2.55,0.0%
2025 Rome R32,W vs Rybakina,73.7%,57.1%,5.3%,2/1,2.61,4.1%,76.9%,55.0%,7.7%,2.64,4.8%,78.6%,59.1%,3.6%,2.44,0.0%
2025 Rome R64,W vs Vekic,70.3%,50.0%,3.3%,1/2,2.43,0.0%,71.4%,36.7%,2.4%,2.41,0.0%,89.5%,61.8%,5.3%,2.45,0.0%
2025 Rome R128,W vs Urgesi,76.8%,69.8%,0.0%,0/0,2.66,3.3%,76.5%,65.4%,0.0%,2.66,0.0%,85.0%,76.5%,0.0%,2.65,9.1%
Last 52 Weeks (23 matches),,71.8%,51.2%,5.6%,49.5%,2.41,10.0%,73.4%,47.6%,5.2%,2.36,13.8%,81.2%,57.0%,7.4%,2.49,2.1%
Career (193 matches),,71.2%,54.3%,6.0%,49.0%,2.37,8.7%,72.1%,50.7%,5.4%,2.34,12.2%,80.6%,60.2%,8.0%,2.43,2.1%
