Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,123,76,47,61.8%,170-119,58.8%,1473-1301,53.1%,27-14,65.9%,118,69.7%,36.4%,3.7%,4.6%,63.5%,64.3%,48.6%,58.6%,44.3%,51.4%,1.07
Clay,38,22,16,57.9%,48-35,57.8%,391-359,52.1%,3-4,42.9%,36,68.3%,36.4%,3.2%,3.7%,66.1%,61.9%,49.4%,57.7%,44.2%,50.9%,1.04
Grass,34,18,16,52.9%,40-39,50.6%,389-373,51.0%,4-6,40.0%,34,74.3%,28.7%,3.3%,4.7%,64.7%,66.3%,48.8%,60.1%,40.1%,50.2%,1.01
Grand Slams,42,26,16,61.9%,59-42,58.4%,507-459,52.5%,7-6,53.8%,41,72.0%,33.4%,3.6%,4.1%,65.3%,65.0%,48.1%,59.1%,43.5%,51.3%,1.06
Premiers,53,28,25,52.8%,57-65,46.7%,582-602,49.2%,12-9,57.1%,53,65.8%,32.7%,2.8%,4.5%,63.7%,61.9%,48.9%,57.2%,42.4%,49.6%,0.99
Internationals,42,27,15,64.3%,63-36,63.6%,517-439,54.1%,9-3,75.0%,42,73.3%,35.1%,3.8%,4.8%,64.7%,64.9%,49.5%,59.4%,43.7%,51.7%,1.08
Finals,7,3,4,42.9%,7-8,46.7%,72-78,48.0%,1-0,100.0%,7,64.9%,30.0%,3.9%,4.7%,64.8%,61.0%,48.6%,56.6%,40.4%,48.4%,0.93
Semi-finals,9,6,3,66.7%,14-7,66.7%,116-106,52.3%,5-0,100.0%,9,71.4%,34.5%,2.9%,4.5%,63.6%,63.5%,48.1%,57.9%,43.5%,51.0%,1.03
Quarter-finals,16,10,6,62.5%,22-16,57.9%,184-167,52.4%,5-2,71.4%,15,64.2%,39.8%,2.5%,4.7%,60.5%,63.1%,46.7%,56.6%,44.8%,50.7%,1.03
vs Righties,172,97,75,56.4%,220-179,55.1%,1970-1845,51.6%,34-21,61.8%,165,69.4%,33.8%,3.6%,4.3%,64.2%,63.9%,48.6%,58.4%,43.1%,50.7%,1.04
vs Lefties,17,14,3,82.4%,27-12,69.2%,205-143,58.9%,0-2,0.0%,17,76.7%,42.2%,2.9%,5.1%,63.6%,66.4%,50.8%,60.7%,46.3%,53.7%,1.18
vs Top 10,29,12,17,41.4%,27-36,42.9%,290-314,48.0%,2-6,25.0%,26,63.3%,34.0%,2.8%,3.7%,65.1%,59.8%,48.2%,55.8%,42.3%,49.1%,0.96
