Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Austin 125 1 F,L vs Tararudee,53% (8/15),31% (4/13),1/3,0/0,55% (6/11),1/3,1/2,- (0/0),- (0/0)
2026 Austin 125 1 R16,W vs Zarazua,50% (9/18),57% (4/7),2/3,1/2,78% (7/9),0/0,0/0,- (0/0),- (0/0)
2026 Indian Wells R128,L vs Rakhimova,50% (6/12),17% (1/6),1/1,0/0,46% (6/13),4/6,0/1,71% (5/7),43% (3/7)
2026 Austin R32,L vs Galfi,69% (9/13),56% (5/9),1/1,0/0,40% (4/10),2/4,2/3,- (0/0),- (0/0)
2025 Tokyo R32,L vs Mboko,71% (5/7),100% (1/1),0/0,0/0,33% (2/6),1/3,1/2,- (0/0),- (0/0)
2025 Osaka R32,L vs Golubic,59% (10/17),21% (3/14),1/1,0/0,50% (5/10),1/3,0/1,- (0/0),- (0/0)
2025 Beijing R128,L vs Bondar,50% (5/10),83% (5/6),0/0,0/0,25% (2/8),0/2,0/1,40% (2/5),33% (2/6)
2025 Montreal R128,W vs Krejcikova,82% (9/11),38% (3/8),2/4,1/3,92% (12/13),0/0,0/0,- (0/0),- (0/0)
2025 Berlin R32,L vs Anisimova,60% (6/10),50% (1/2),0/0,0/0,25% (1/4),3/5,0/1,- (0/0),- (0/0)
2025 s Hertogenbosch QF,L vs Ruse,45% (5/11),33% (1/3),0/0,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2025 s Hertogenbosch R16,W vs Sun,50% (8/16),57% (4/7),2/5,1/4,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2025 s Hertogenbosch R32,W vs Garland,57% (8/14),44% (4/9),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 Roland Garros Q2,L vs Hibino,85% (11/13),38% (5/13),1/2,0/1,64% (7/11),0/2,0/1,67% (4/6),17% (1/6)
2025 Roland Garros Q1,W vs Yao,60% (6/10),60% (6/10),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2025 Rome R16,L vs Zheng,50% (2/4),67% (4/6),0/2,0/0,53% (8/15),3/5,1/2,- (0/0),- (0/0)
2025 Rome R32,W vs Rybakina,64% (9/14),50% (3/6),2/2,1/1,100% (5/5),0/0,0/0,- (0/0),- (0/0)
2025 Rome R64,W vs Vekic,67% (10/15),36% (5/14),2/2,1/1,60% (3/5),2/3,0/0,- (0/0),- (0/0)
2025 Rome R128,W vs Urgesi,86% (6/7),60% (6/10),2/4,1/2,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2025 Madrid R64,L vs Rybakina,63% (5/8),0% (0/3),0/0,0/0,67% (6/9),3/5,3/4,- (0/0),- (0/0)
2025 Madrid R128,W vs Kessler,73% (8/11),100% (4/4),2/4,1/1,88% (7/8),0/0,0/0,- (0/0),- (0/0)
2026 (4 matches),,55.2%,40.0%,62.5%,50.0%,53.5%,53.8%,50.0%,71.4%,42.9%
2025 (17 matches),,63.6%,47.1%,55.9%,47.1%,61.9%,44.1%,43.8%,46.7%,23.5%
2024 (20 matches),,60.4%,40.3%,63.2%,71.4%,52.7%,37.8%,33.3%,65.2%,45.5%
2023 (27 matches),,57.0%,44.8%,42.9%,38.2%,60.8%,43.5%,41.7%,45.8%,36.0%
2022 (31 matches),,58.5%,50.0%,56.8%,51.4%,57.2%,45.8%,40.9%,63.8%,40.4%
Career (223 matches),,60.2%,45.6%,53.5%,50.2%,57.3%,47.6%,44.9%,58.7%,41.3%
