Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Paolini,94.3,96.7,6.7,101.2,90.1,113,82,88.1,7.0,91.2,93.0,97,69
2024 Wimbledon R32,L vs Paolini,94.6,98.2,6.7,103.6,94.5,111,82,86.1,4.7,90.3,79.3,95,77
2024 Wimbledon R64,W vs Noskova,94.9,97.8,5.6,101.0,95.9,110,84,87.1,3.4,89.5,84.4,95,81
2024 Wimbledon R128,W vs Cristian,89.2,92.9,6.2,92.6,91.3,105,80,83.0,5.4,88.0,87.0,90,74
2023 Wimbledon R32,L vs Jabeur,100.9,104.0,6.8,107.3,100.5,113,84,90.5,6.0,93.5,84.0,101,76
2022 US Open R32,L vs Garcia,90.4,93.8,7.4,97.4,90.5,112,67,82.4,4.5,82.0,83.0,89,73
2022 US Open R64,W vs Haddad Maia,88.1,90.2,6.6,93.8,85.1,110,78,80.9,4.3,82.0,,87,72
2022 US Open R128,W vs Tan,91.0,94.3,7.7,95.0,89.5,111,77,82.7,3.2,81.0,81.0,89,77
2022 Wimbledon R64,L vs Rybakina,98.4,102.7,5.8,102.6,100.8,113,88,90.3,3.4,93.0,86.5,96,84
2021 US Open R16,L vs Sakkari,92.0,97.1,7.5,101.6,90.0,111,75,79.9,5.2,82.9,79.0,89,65
2021 US Open R32,W vs Minnen,95.0,98.2,6.7,102.9,91.5,111,85,83.6,3.7,86.3,,89,79
2021 US Open R64,W vs Davis,92.7,98.0,7.9,102.6,91.7,112,78,83.9,4.6,84.4,82.0,93,76
2021 US Open R128,W vs Golubic,95.7,100.8,4.9,102.5,97.7,110,88,84.6,4.4,85.1,85.0,96,75
2021 Wimbledon R128,L vs Cornet,95.0,97.4,6.3,103.5,96.2,109,79,87.8,5.4,90.3,77.5,93,76
2019 US Open F,W vs Williams,99.6,104.2,3.4,106.0,101.4,111,97,89.3,4.9,89.0,85.0,98,77
2019 US Open SF,W vs Bencic,97.0,102.2,4.8,103.9,98.9,110,81,87.3,3.9,90.7,83.2,96,80
2019 US Open QF,W vs Mertens,95.9,99.8,6.4,105.2,95.8,111,85,88.9,4.9,89.3,87.3,97,80
2019 US Open R16,W vs Townsend,98.9,102.2,5.7,106.7,99.1,111,80,87.8,5.7,94.7,84.0,100,78
2019 US Open R32,W vs Wozniacki,98.1,102.4,5.5,105.6,98.0,110,87,88.9,2.7,89.3,88.3,92,82
2019 US Open R64,W vs Flipkens,98.6,101.5,6.1,104.2,95.2,110,88,90.6,4.5,93.0,87.3,99,83
Career (22 matches),,95.1,98.9,6.3,102.6,94.9,113,64,86.2,4.7,87.8,84.2,101,65
