Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,4-7,36.4%,43-58,42.6%,1-0,100.0%,4,62.0%,22.0%,7.2%,5.2%,63.5%,63.6%,45.5%,57.0%,39.6%,47.9%,0.92,R32 (2x)
2025,16,7,9,43.8%,16-17,48.5%,153-146,51.2%,0-2,0.0%,15,72.3%,30.9%,4.4%,3.6%,68.1%,63.4%,49.8%,59.1%,41.3%,50.3%,1.01,QF (s Hertogenbosch)
2024,21,11,10,52.4%,24-23,51.1%,215-225,48.9%,3-1,75.0%,21,68.2%,29.7%,3.1%,4.0%,66.7%,63.2%,47.5%,58.0%,41.3%,49.6%,0.98,F (s Hertogenbosch)
2023,31,15,16,48.4%,34-38,47.2%,339-349,49.3%,3-8,27.3%,31,69.6%,29.4%,3.3%,4.1%,65.3%,63.1%,48.0%,57.8%,41.0%,49.6%,0.97,SF (Hua Hin)
2022,33,20,13,60.6%,45-33,57.7%,391-341,53.4%,6-3,66.7%,31,69.1%,37.7%,2.8%,3.8%,63.7%,62.1%,51.5%,58.2%,44.3%,51.3%,1.06,F (Bad Homburg)
2021,30,17,13,56.7%,37-34,52.1%,362-353,50.6%,11-5,68.8%,29,68.6%,33.0%,3.1%,4.2%,65.6%,65.3%,46.5%,58.8%,43.2%,50.7%,1.05,F (Miami)
2019,45,37,8,82.2%,77-27,74.0%,578-412,58.4%,7-5,58.3%,42,74.3%,43.4%,3.8%,5.2%,61.8%,66.8%,48.7%,59.9%,47.0%,53.4%,1.17,W (3x)
2018,2,0,2,0.0%,2-3,40.0%,21-28,42.9%,1-0,100.0%,2,52.0%,22.2%,2.1%,2.7%,65.8%,53.7%,53.1%,53.5%,36.4%,45.7%,0.78,
2017,13,8,5,61.5%,19-11,63.3%,151-121,55.5%,2-0,100.0%,13,73.2%,39.5%,4.6%,6.0%,58.4%,66.3%,51.0%,59.9%,45.5%,52.7%,1.13,QF (Washington)
Career,195,116,79,59.5%,258-193,57.2%,2253-2033,52.6%,34-24,58.6%,188,70.3%,35.0%,3.5%,4.4%,64.1%,64.2%,48.8%,58.7%,43.6%,51.1%,1.05,
