Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells R64,W vs Samsonova,29,51,0.6,14.7%,25.9%,18,45,0.4,10.3%,25.7%,3.4%,6.9%,0.3,10.2%,31.0%
2026 Indian Wells R128,W vs Linette,17,13,1.3,15.3%,11.7%,16,9,1.8,15.7%,8.8%,10.8%,4.9%,0.3,5.4%,18.0%
2025 Seoul R32,L vs Lys,20,36,0.6,16.0%,28.8%,13,32,0.4,11.7%,28.8%,4.5%,6.3%,0.7,12.0%,16.8%
2025 Roland Garros R64,L vs Andreeva,12,36,0.3,11.1%,33.3%,12,32,0.4,12.4%,33.0%,5.2%,6.2%,0.8,16.7%,21.3%
2025 Charleston R32,W vs Volynets,28,42,0.7,21.5%,32.3%,24,36,0.7,20.2%,30.3%,10.9%,9.2%,0.8,11.5%,15.4%
2025 Miami R64,W vs Rybakina,22,28,0.8,14.0%,17.8%,18,26,0.7,12.8%,18.4%,9.2%,2.8%,0.7,9.6%,13.4%
2025 Miami R128,W vs Zarazua,20,14,1.4,18.5%,13.0%,12,13,0.9,12.6%,13.7%,8.4%,4.2%,0.7,10.2%,14.8%
2025 Indian Wells R64,L vs Svitolina,28,56,0.5,13.5%,27.1%,25,43,0.6,13.9%,23.9%,4.4%,8.3%,0.6,11.6%,19.8%
2025 Doha R64,L vs Kenin,18,14,1.3,15.5%,12.1%,13,10,1.3,12.5%,9.6%,8.7%,3.8%,2.4,20.7%,8.6%
2025 Abu Dhabi F,L vs Bencic,37,47,0.8,20.9%,26.6%,34,36,0.9,21.5%,22.8%,12.0%,9.5%,1.7,16.4%,9.6%
2025 Abu Dhabi SF,W vs Noskova,22,21,1.0,14.6%,13.9%,16,16,1.0,12.1%,12.1%,7.6%,4.5%,1.1,16.6%,14.6%
2025 Brisbane QF,L vs Kudermetova,15,14,1.1,10.8%,10.1%,13,12,1.1,9.8%,9.0%,3.8%,6.0%,1.3,20.1%,15.1%
2024 Osaka R32,L vs Avanesyan,27,32,0.8,19.3%,22.9%,22,25,0.9,17.7%,20.2%,4.8%,12.9%,1.3,16.4%,12.9%
2024 Beijing R32,L vs Sabalenka,12,24,0.5,10.6%,21.2%,10,21,0.5,9.7%,20.4%,6.8%,2.9%,1.6,19.5%,12.4%
2024 US Open R32,L vs Samsonova,6,27,0.2,6.8%,30.7%,4,25,0.2,4.8%,29.8%,1.2%,3.6%,2.3,10.2%,4.5%
2024 US Open R64,W vs Andreeva,15,15,1.0,15.6%,15.6%,14,11,1.3,16.5%,12.9%,5.9%,10.6%,0.6,14.6%,26.0%
2024 US Open R128,W vs Zhang,32,31,1.0,20.4%,19.7%,27,27,1.0,19.0%,19.0%,11.3%,7.7%,0.8,14.0%,16.6%
2024 Wimbledon R128,L vs Pegula,7,29,0.2,8.3%,34.5%,6,27,0.2,8.0%,36.0%,4.0%,4.0%,2.1,20.2%,9.5%
2024 Nottingham R32,W vs Wang,21,23,0.9,18.8%,20.5%,19,21,0.9,17.8%,19.6%,7.5%,10.3%,0.5,8.9%,19.6%
2024 Madrid R128,W vs Hibino,26,37,0.7,19.1%,27.2%,20,30,0.7,16.8%,25.2%,7.6%,7.6%,0.5,10.3%,19.1%
Career (31 matches),,692,947,0.7,16.1%,22.1%,563,810,0.7,14.6%,21.1%,7.4%,6.5%,0.8,12.8%,16.3%
