Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,0,0,0,-,2023,2026,R64,6,0.89,3.4%,6.2%,66.7%,59.7%,36.6%,52.0%,42.6%,52.3%,44.0%
Roland Garros,3,Clay,6,3,3,50.0%,3,1,2,33.3%,2023,2025,R64,6,1.01,4.2%,7.1%,62.4%,58.7%,42.0%,52.4%,48.1%,38.8%,41.6%
Wimbledon,3,Grass,5,2,3,40.0%,1,0,1,0.0%,2023,2025,R64,5,0.91,1.9%,4.7%,65.2%,57.6%,53.6%,56.2%,39.8%,61.9%,36.4%
US Open,5,Hard,11,6,5,54.5%,1,1,0,100.0%,2021,2025,R32,11,0.98,6.4%,6.0%,64.5%,64.4%,45.6%,57.7%,41.4%,59.5%,45.8%
Miami,5,Hard,8,3,5,37.5%,1,0,1,0.0%,2022,2026,R16,8,0.91,5.1%,4.5%,64.8%,64.3%,50.7%,59.5%,36.7%,61.3%,46.7%
Indian Wells,6,Hard,13,7,6,53.8%,4,3,1,75.0%,2021,2026,R32,13,1.00,3.6%,7.0%,64.3%,60.5%,43.0%,54.2%,45.6%,48.7%,43.1%
Austin,2,Hard,7,5,2,71.4%,3,2,1,66.7%,2023,2026,SF,7,1.12,6.6%,5.9%,65.2%,70.4%,45.3%,61.7%,42.9%,55.6%,37.9%
Midland 125,3,Hard,5,2,3,40.0%,1,1,0,100.0%,2022,2026,R16,5,0.97,5.2%,4.8%,69.4%,61.4%,45.3%,56.5%,42.3%,56.8%,45.2%
Abu Dhabi,3,Hard,10,7,3,70.0%,2,1,1,50.0%,2024,2026,F,10,1.04,5.3%,6.2%,65.5%,64.1%,44.9%,57.5%,44.2%,53.3%,39.4%
Adelaide,3,Hard,9,4,5,44.4%,3,1,2,33.3%,2024,2026,QF,9,0.96,4.8%,6.7%,65.3%,62.0%,44.0%,55.7%,42.4%,58.5%,38.1%
