Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Indian Wells R64,W vs Samsonova,1.03,1.20,62.9,29.5,13.7%,64.7%,8.5%,51.1%,54.0%,42.9%
2026 Indian Wells R128,W vs Linette,1.12,1.68,48.1,2.3,3.4%,65.5%,0.0%,66.7%,50.0%,51.9%
2025 Seoul R32,L vs Lys,0.84,0.71,51.3,2.2,15.6%,56.3%,6.9%,51.7%,45.5%,32.3%
2025 Roland Garros R64,L vs Andreeva,0.98,0.68,53.0,2.9,0.0%,48.1%,0.0%,44.0%,40.0%,34.6%
2025 Charleston R32,W vs Volynets,1.22,1.40,52.2,2.1,8.6%,68.6%,3.4%,62.1%,44.1%,34.4%
2025 Miami R64,W vs Rybakina,1.30,1.09,63.5,2.5,4.5%,65.9%,5.1%,66.7%,28.9%,27.8%
2025 Miami R128,W vs Zarazua,1.25,1.62,43.2,2.4,9.7%,61.3%,16.7%,63.3%,48.0%,50.0%
2025 Indian Wells R64,L vs Svitolina,1.04,0.87,66.0,2.1,1.7%,41.4%,3.6%,56.4%,42.9%,42.2%
2025 Doha R64,L vs Kenin,0.84,0.66,48.7,2.0,10.0%,66.7%,7.7%,65.4%,18.8%,35.7%
2025 Abu Dhabi F,L vs Bencic,1.08,0.81,62.2,4.4,2.2%,37.0%,4.8%,50.0%,50.0%,34.9%
2025 Abu Dhabi SF,W vs Noskova,1.20,1.31,52.4,3.0,4.9%,70.7%,10.5%,60.5%,35.1%,40.0%
2025 Brisbane QF,L vs Kudermetova,0.92,0.78,62.3,2.7,5.6%,72.2%,0.0%,51.6%,18.9%,45.7%
2024 Osaka R32,L vs Avanesyan,0.97,0.77,55.5,2.4,5.9%,41.2%,9.7%,51.6%,41.0%,44.4%
2024 Beijing R32,L vs Sabalenka,0.80,0.56,32.3,2.0,7.4%,51.9%,0.0%,40.0%,25.8%,50.0%
2024 US Open R32,L vs Samsonova,0.88,0.31,28.2,2.2,3.7%,33.3%,4.0%,56.0%,15.0%,25.0%
2024 US Open R64,W vs Andreeva,1.22,1.87,38.3,2.0,3.6%,60.7%,0.0%,64.0%,52.2%,65.0%
2024 US Open R128,W vs Zhang,1.21,1.20,73.3,4.3,2.5%,50.0%,10.8%,64.9%,30.2%,56.8%
2024 Wimbledon R128,L vs Pegula,0.83,0.29,25.6,2.0,4.0%,48.0%,0.0%,37.5%,26.3%,12.5%
2024 Nottingham R32,W vs Wang,1.12,1.60,45.9,2.0,7.4%,66.7%,0.0%,66.7%,48.4%,46.7%
2024 Madrid R128,W vs Hibino,1.09,1.28,60.0,2.2,15.2%,63.6%,3.6%,53.6%,48.7%,47.2%
2026 (2 matches),,1.06,1.35,57.6,4.2,10.0%,65.0%,5.4%,56.8%,52.6%,46.1%
2025 (10 matches),,1.07,0.95,56.7,2.5,5.8%,57.6%,5.8%,57.3%,37.4%,37.5%
2024 (10 matches),,0.98,0.88,52.0,2.4,5.8%,52.3%,3.7%,54.9%,38.4%,45.7%
2023 (6 matches),,1.05,1.23,57.0,2.4,5.3%,63.2%,8.5%,63.1%,41.9%,44.6%
2022 (2 matches),,1.03,0.71,57.2,2.5,4.8%,48.2%,9.2%,56.6%,24.6%,42.6%
Career (34 matches),,1.02,0.97,55.5,2.5,5.5%,55.6%,5.5%,56.8%,39.6%,43.5%
