Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,W vs Samsonova,0.0%,-,3.0%,50.0%,3.5%,5.9%,0.0%,12.2%,18.8%,0.0%,-,15,57
2026 Indian Wells R128,W vs Linette,0.0%,-,10.8%,58.3%,19.5%,23.8%,0.0%,15.8%,35.7%,0.5%,0.0%,2,10
2025 Seoul R32,L vs Lys,0.0%,-,1.6%,50.0%,6.4%,0.0%,0.0%,13.0%,14.3%,0.9%,0.0%,31,75
2025 Roland Garros R64,L vs Andreeva,0.0%,-,10.2%,63.6%,9.3%,18.2%,0.0%,5.7%,0.0%,1.0%,50.0%,1,39
2025 Charleston R32,W vs Volynets,0.0%,-,6.2%,75.0%,17.9%,19.4%,20.0%,17.5%,46.2%,1.7%,25.0%,113,142
2025 Miami R64,W vs Rybakina,0.0%,-,5.1%,87.5%,20.0%,31.6%,0.0%,15.8%,26.3%,0.0%,-,123,110
2025 Miami R128,W vs Zarazua,0.0%,-,5.6%,66.7%,25.5%,25.0%,100.0%,14.6%,12.5%,0.0%,-,53,73
2025 Indian Wells R64,L vs Svitolina,0.0%,-,5.3%,63.6%,5.4%,15.0%,0.0%,13.0%,28.6%,0.3%,100.0%,57,68
2025 Doha R64,L vs Kenin,0.0%,-,1.7%,100.0%,30.8%,62.5%,0.0%,16.2%,0.0%,0.8%,0.0%,-14,60
2025 Abu Dhabi F,L vs Bencic,0.0%,-,8.5%,66.7%,16.5%,26.8%,0.0%,10.9%,34.6%,1.1%,0.0%,27,26
2025 Abu Dhabi SF,W vs Noskova,0.0%,-,7.3%,63.6%,15.9%,26.7%,0.0%,21.5%,50.0%,1.0%,50.0%,24,60
2025 Brisbane QF,L vs Kudermetova,0.0%,-,8.6%,50.0%,14.0%,18.2%,0.0%,17.7%,12.5%,0.0%,-,-53,-11
2024 Osaka R32,L vs Avanesyan,0.0%,-,13.6%,47.4%,10.1%,0.0%,0.0%,7.1%,22.2%,0.9%,50.0%,57,46
2024 Beijing R32,L vs Sabalenka,0.0%,-,7.1%,62.5%,15.3%,28.6%,0.0%,13.7%,37.5%,0.0%,-,55,54
2024 US Open R32,L vs Samsonova,0.0%,-,4.5%,100.0%,1.9%,0.0%,0.0%,22.0%,37.5%,0.0%,-,95,60
2024 US Open R64,W vs Andreeva,0.0%,-,8.3%,87.5%,12.7%,21.1%,0.0%,24.4%,40.0%,0.7%,0.0%,66,70
2024 US Open R128,W vs Zhang,0.0%,-,7.6%,83.3%,14.8%,35.3%,100.0%,12.7%,30.8%,0.0%,-,31,39
2024 Nottingham R32,W vs Wang,4.1%,100.0%,11.6%,84.6%,8.0%,15.0%,0.0%,22.2%,22.2%,1.1%,0.0%,38,77
2024 Madrid R128,W vs Hibino,0.0%,-,7.4%,60.0%,11.1%,25.9%,0.0%,13.2%,29.4%,0.9%,100.0%,87,108
2024 Charleston R32,L vs Kasatkina,0.0%,-,12.2%,52.6%,8.3%,16.7%,0.0%,11.0%,35.7%,3.2%,27.3%,-3,2
Last 52 Weeks (5 matches),,0.0%,-,5.8%,61.5%,11.4%,13.9%,16.7%,12.2%,25.4%,0.8%,22.2%,33,66
Career (26 matches),,0.2%,100.0%,6.7%,66.9%,12.6%,21.0%,20.0%,12.9%,26.7%,0.7%,25.0%,39,57
