Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R64,W vs Samsonova,75.8%,57.3%,5.1%,3/2,2.39,6.5%,79.6%,51.2%,7.4%,2.47,8.0%,80.0%,65.6%,2.5%,2.09,0.0%
2026 Indian Wells R128,W vs Linette,72.7%,62.5%,7.3%,3/1,2.58,5.0%,73.0%,55.6%,5.4%,2.46,7.4%,86.7%,76.9%,13.3%,2.84,0.0%
2025 Seoul R32,L vs Lys,76.6%,44.9%,1.6%,1/0,2.40,0.0%,77.5%,45.2%,0.0%,2.37,0.0%,85.7%,44.4%,4.8%,2.48,0.0%
2025 Roland Garros R64,L vs Andreeva,64.3%,41.7%,3.6%,1/1,2.19,9.5%,73.3%,36.4%,0.0%,2.40,15.4%,70.0%,50.0%,10.0%,1.86,0.0%
2025 Charleston R32,W vs Volynets,80.3%,49.1%,0.0%,0/0,2.32,9.3%,81.1%,48.8%,0.0%,2.32,12.5%,76.9%,50.0%,0.0%,2.31,0.0%
2025 Miami R64,W vs Rybakina,54.1%,40.0%,5.4%,1/3,2.52,7.5%,53.5%,34.8%,9.3%,2.43,11.4%,65.4%,47.1%,0.0%,2.70,0.0%
2025 Miami R128,W vs Zarazua,80.9%,52.6%,12.8%,4/2,2.44,9.8%,87.1%,40.7%,9.7%,2.49,7.7%,84.6%,81.8%,23.1%,2.35,13.3%
2025 Indian Wells R64,L vs Svitolina,66.0%,51.6%,5.3%,3/2,2.41,3.8%,72.2%,48.7%,3.7%,2.37,5.2%,71.9%,56.5%,9.4%,2.50,0.0%
2025 Doha R64,L vs Kenin,75.0%,31.1%,8.3%,2/3,2.30,23.3%,79.2%,28.9%,6.3%,2.45,31.8%,70.0%,42.9%,20.0%,1.88,0.0%
2025 Abu Dhabi F,L vs Bencic,83.1%,47.3%,4.5%,3/1,2.35,8.8%,84.4%,51.9%,0.0%,2.19,11.8%,90.9%,35.0%,18.2%,2.84,0.0%
2025 Abu Dhabi SF,W vs Noskova,66.7%,47.9%,6.9%,3/2,2.46,18.4%,70.8%,47.1%,4.2%,2.40,21.1%,70.0%,50.0%,15.0%,2.68,9.1%
2025 Brisbane QF,L vs Kudermetova,79.2%,38.6%,5.6%,4/0,2.41,4.5%,81.6%,35.0%,8.2%,2.49,5.9%,77.3%,47.1%,0.0%,2.14,0.0%
2024 Osaka R32,L vs Avanesyan,80.0%,51.7%,5.3%,0/4,2.07,6.0%,78.9%,42.2%,3.5%,1.92,10.0%,88.2%,80.0%,11.8%,2.30,0.0%
2024 Beijing R32,L vs Sabalenka,68.9%,47.6%,1.6%,0/1,2.72,13.9%,76.9%,36.7%,2.6%,2.67,20.8%,63.2%,75.0%,0.0%,2.83,0.0%
2024 US Open R32,L vs Samsonova,63.9%,30.4%,11.1%,2/2,2.12,5.0%,45.0%,33.3%,15.0%,2.21,7.4%,87.5%,28.6%,6.3%,1.93,0.0%
2024 US Open R64,W vs Andreeva,69.8%,76.7%,7.0%,2/1,2.30,5.4%,59.3%,68.8%,7.4%,2.50,9.1%,100.0%,85.7%,7.1%,2.01,0.0%
2024 US Open R128,W vs Zhang,75.0%,51.7%,6.3%,2/3,2.34,1.8%,75.0%,42.9%,3.6%,2.46,0.0%,85.7%,72.2%,14.3%,2.20,3.8%
2024 Nottingham R32,W vs Wang,77.0%,59.6%,1.6%,0/1,2.41,25.8%,76.9%,50.0%,0.0%,2.38,33.3%,81.0%,76.5%,4.8%,2.48,10.0%
2024 Madrid R128,W vs Hibino,80.0%,53.3%,0.0%,0/0,2.69,26.5%,86.3%,47.7%,0.0%,2.71,29.2%,80.0%,68.8%,0.0%,2.65,20.0%
2024 Charleston R32,L vs Kasatkina,76.5%,47.7%,1.2%,1/0,2.19,16.4%,82.7%,51.2%,1.9%,2.13,23.3%,88.0%,40.9%,0.0%,2.34,0.0%
Last 52 Weeks (5 matches),,74.4%,51.8%,3.5%,66.7%,2.38,6.2%,77.6%,48.2%,2.8%,2.41,8.6%,79.8%,58.6%,5.5%,2.29,0.0%
Career (26 matches),,72.2%,49.3%,4.5%,57.0%,2.42,9.0%,75.2%,44.9%,3.8%,2.42,12.3%,78.0%,58.2%,6.7%,2.43,1.8%
