Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Australian Open R128,L vs Sinner,9,15,0.6,9.8%,16.3%,9,15,0.6,10.5%,17.4%,4.7%,5.8%,1.2,19.6%,16.3%
2025 Roland Garros R128,W vs Blanchet,44,51,0.9,16.4%,19.0%,43,47,0.9,17.1%,18.7%,14.3%,2.8%,0.9,19.7%,22.7%
2025 Miami Masters R128,W vs Nishioka,12,6,2.0,13.0%,6.5%,10,4,2.5,11.9%,4.8%,3.6%,8.3%,0.6,18.5%,31.5%
2025 Indian Wells Masters R64,L vs Hurkacz,17,24,0.7,12.9%,18.2%,16,20,0.8,14.2%,17.7%,12.4%,1.8%,1.2,18.9%,15.9%
2024 US Open R128,L vs Diaz Acosta,12,29,0.4,8.3%,20.1%,10,25,0.4,7.5%,18.8%,4.5%,0.8%,1.0,13.2%,13.2%
2024 Kitzbuhel F,L vs Berrettini,11,15,0.7,9.5%,12.9%,8,13,0.6,7.8%,12.6%,5.8%,1.9%,1.5,21.6%,14.7%
2024 Wimbledon R128,L vs Muller,31,38,0.8,14.1%,17.3%,29,36,0.8,13.9%,17.2%,6.7%,6.2%,1.2,18.6%,15.0%
2024 Rotterdam Q1,W vs Boogaard,25,9,2.8,21.9%,7.9%,20,8,2.5,19.6%,7.8%,10.8%,8.8%,0.6,13.2%,21.9%
2023 US Open R64,L vs Djere,18,29,0.6,12.2%,19.6%,17,25,0.7,12.6%,18.5%,8.9%,3.0%,2.2,19.6%,8.8%
2023 US Open R128,W vs Shimabukuro,32,14,2.3,19.2%,8.4%,27,13,2.1,17.1%,8.2%,11.4%,5.7%,0.6,13.8%,23.4%
2023 US Open Q2,W vs Shimizu,39,29,1.3,15.0%,11.2%,29,28,1.0,12.0%,11.6%,9.1%,2.5%,0.8,15.0%,20.0%
2022 US Open R128,L vs Bublik,15,26,0.6,8.6%,14.9%,14,18,0.8,9.7%,12.5%,4.9%,4.2%,1.0,29.1%,28.0%
2022 Gstaad R32,L vs Thiem,21,28,0.8,12.4%,16.5%,20,27,0.7,12.8%,17.3%,7.7%,5.1%,0.9,21.8%,24.1%
2022 Wimbledon R64,L vs Sonego,27,29,0.9,12.6%,13.5%,25,25,1.0,12.3%,12.3%,7.4%,4.9%,1.3,17.2%,13.0%
2022 Wimbledon R128,W vs Popyrin,45,53,0.8,14.3%,16.8%,37,45,0.8,13.1%,16.0%,7.8%,5.0%,0.7,17.1%,23.8%
2022 s Hertogenbosch QF,L vs Van Rijthoven,14,18,0.8,10.4%,13.3%,13,13,1.0,11.1%,11.1%,9.4%,1.7%,1.6,23.0%,14.1%
2021 NextGen Finals RR,L vs Musetti,38,14,2.7,17.5%,6.5%,37,14,2.6,18.1%,6.9%,10.8%,7.4%,1.4,15.7%,11.5%
2021 NextGen Finals RR,L vs Baez,8,13,0.6,7.1%,11.6%,6,13,0.5,5.6%,12.0%,3.7%,1.9%,2.2,23.2%,10.7%
2021 NextGen Finals RR,L vs Korda,15,33,0.5,7.8%,17.2%,14,31,0.5,8.0%,17.6%,6.3%,1.7%,1.1,19.3%,17.7%
2021 Paris Masters R16,W vs Alcaraz,11,18,0.6,8.7%,14.2%,10,17,0.6,8.3%,14.2%,6.7%,1.7%,0.4,11.8%,32.3%
Career (28 matches),,692,798,0.9,13.0%,15.0%,638,740,0.9,12.9%,15.0%,6.0%,2.8%,0.9,17.4%,18.6%
