Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,L vs Sinner,57.8%,46.2%,4.4%,1/1,2.22,0.0%,48.3%,28.6%,6.9%,2.39,0.0%,75.0%,66.7%,0.0%,2.07,0.0%
2025 Roland Garros R128,W vs Blanchet,76.6%,55.8%,4.8%,1/5,2.27,1.6%,72.7%,56.3%,3.0%,2.26,2.6%,85.7%,56.3%,7.1%,2.31,0.0%
2025 Miami R128,W vs Nishioka,76.6%,50.0%,8.5%,0/4,2.65,5.7%,70.4%,47.4%,7.4%,2.82,12.5%,100.0%,52.9%,11.8%,2.53,0.0%
2025 Indian Wells R64,L vs Hurkacz,59.2%,53.3%,1.3%,0/1,2.49,2.7%,47.8%,45.5%,0.0%,2.40,9.1%,79.3%,60.9%,3.4%,2.52,0.0%
2024 Kitzbuhel F,L vs Berrettini,49.1%,59.3%,1.8%,0/1,2.26,27.7%,36.6%,53.3%,2.4%,2.39,41.9%,85.7%,66.7%,0.0%,2.00,0.0%
2024 Rotterdam Q1,W vs Boogaard,71.6%,52.1%,0.0%,0/0,1.97,3.2%,67.6%,30.4%,0.0%,1.82,5.3%,86.2%,72.0%,0.0%,2.21,0.0%
2023 US Open Q2,W vs Shimizu,81.0%,46.8%,5.1%,4/3,2.32,24.4%,83.3%,43.5%,2.9%,2.13,41.3%,83.9%,57.7%,12.9%,2.53,6.8%
2022 US Open R128,L vs Bublik,53.4%,46.8%,2.3%,0/2,-,25.9%,53.8%,42.9%,1.9%,-,36.7%,70.4%,52.6%,3.7%,-,14.3%
2022 Gstaad R32,L vs Thiem,60.3%,42.6%,3.8%,1/2,2.20,2.9%,55.8%,50.0%,4.7%,2.06,5.6%,76.7%,34.8%,3.3%,2.34,0.0%
2022 s Hertogenbosch QF,L vs Van Rijthoven,47.4%,29.6%,8.8%,0/5,2.37,30.9%,42.5%,11.8%,10.0%,2.34,42.4%,58.8%,60.0%,5.9%,2.41,13.6%
2021 NextGen Finals RR,L vs Baez,81.8%,37.8%,18.2%,4/6,2.31,8.9%,82.6%,26.3%,19.6%,2.20,12.1%,77.8%,100.0%,11.1%,2.63,0.0%
2021 NextGen Finals RR,L vs Musetti,64.8%,50.0%,4.6%,1/4,2.39,57.7%,58.0%,40.0%,2.9%,2.35,81.2%,78.9%,63.3%,7.9%,2.48,0.0%
2021 NextGen Finals RR,L vs Korda,62.0%,50.9%,5.4%,2/3,2.33,13.3%,55.9%,57.6%,5.1%,2.37,23.8%,80.0%,41.7%,6.7%,2.29,0.0%
2021 Paris R16,W vs Alcaraz,75.8%,64.0%,4.5%,1/2,2.51,9.3%,74.3%,69.2%,2.9%,2.67,17.4%,88.9%,58.3%,7.4%,2.35,0.0%
2021 Gstaad F,L vs Ruud,68.1%,46.9%,6.9%,3/2,2.23,3.0%,73.5%,47.2%,2.0%,2.28,5.0%,72.2%,46.2%,22.2%,2.15,0.0%
2021 Gstaad QF,W vs Garin,63.4%,51.6%,0.0%,0/0,2.39,1.4%,57.1%,53.6%,0.0%,2.18,2.9%,75.0%,50.0%,0.0%,2.59,0.0%
2020 Roland Garros R16,L vs Thiem,72.6%,39.6%,0.0%,0/0,2.35,14.6%,68.0%,36.4%,0.0%,2.36,22.1%,85.1%,45.0%,0.0%,2.33,3.8%
2020 Roland Garros R32,W vs Wawrinka,74.1%,57.8%,2.0%,1/2,2.44,15.2%,71.4%,56.7%,0.0%,2.26,29.7%,80.3%,59.2%,4.9%,2.64,0.0%
Career (18 matches),,67.8%,49.5%,4.0%,30.6%,2.34,15.4%,64.3%,45.2%,3.4%,2.29,25.4%,80.5%,55.7%,5.3%,2.40,2.2%
