Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),116,564,108,1692,95,1663,101,1633,102,1570,,,,
2025,96,653,102,1698,91,1677,105,1636,104,1573,,,,
2024,76,717,115,1679,136,1589,68,1694,96,1581,1256,20,,
2023,104,621,110,1676,102,1632,84,1665,122,1539,,,,
2022,108,526,120,1663,109,1625,116,1612,94,1576,,,,
2021,67,919,76,1728,89,1651,79,1682,95,1575,,,,
2020,162,390,165,1559,172,1498,143,1536,,,318,171,,
2019,252,185,223,1523,222,1470,187,1497,,,835,34,,
2017,1350,3,,,,,,,,,,,,
2016,1487,2,,,,,,,,,,,,
