Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,65,22,43,33.8%,56-101,35.7%,650-817,44.3%,8-7,53.3%,65,68.0%,20.6%,3.7%,3.0%,57.9%,65.4%,47.1%,57.7%,36.1%,47.2%,0.85
Clay,54,23,31,42.6%,63-79,44.4%,655-727,47.4%,15-7,68.2%,52,69.8%,24.7%,2.8%,2.7%,55.6%,65.1%,50.5%,58.6%,38.5%,48.8%,0.93
Grass,7,3,4,42.9%,8-14,36.4%,102-114,47.2%,1-4,20.0%,7,74.8%,21.7%,3.5%,3.5%,55.0%,65.6%,51.9%,59.4%,35.9%,48.1%,0.88
Grand Slams,28,10,18,35.7%,36-59,37.9%,395-478,45.2%,5-5,50.0%,27,66.4%,24.4%,2.9%,2.9%,56.8%,62.6%,48.5%,56.5%,38.6%,47.8%,0.89
Masters,24,10,14,41.7%,20-31,39.2%,233-265,46.8%,1-3,25.0%,24,71.9%,23.1%,3.5%,3.3%,55.9%,69.2%,47.3%,59.5%,38.0%,48.8%,0.94
Other Tours,74,28,46,37.8%,71-104,40.6%,779-915,46.0%,18-10,64.3%,73,69.9%,21.4%,3.5%,2.8%,56.9%,65.6%,49.8%,58.8%,36.3%,47.9%,0.88
Best of 5,27,10,17,37.0%,36-59,37.9%,395-478,45.2%,5-5,50.0%,27,66.4%,24.4%,2.9%,2.9%,56.8%,62.6%,48.5%,56.5%,38.6%,47.8%,0.89
Best of 3,99,38,61,38.4%,91-135,40.3%,1012-1180,46.2%,19-13,59.4%,97,70.4%,21.8%,3.5%,2.9%,56.6%,66.4%,49.2%,58.9%,36.7%,48.1%,0.89
Finals,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-0,-,2,57.9%,10.5%,2.9%,1.4%,65.0%,56.0%,44.9%,52.1%,34.6%,43.8%,0.72
Semi-finals,3,2,1,66.7%,3-3,50.0%,28-25,52.8%,0-0,-,3,80.8%,31.0%,4.7%,4.1%,57.4%,71.1%,54.2%,63.9%,40.5%,52.4%,1.12
Quarter-finals,7,3,4,42.9%,7-11,38.9%,87-102,46.0%,2-2,50.0%,7,75.8%,17.0%,3.0%,2.7%,57.8%,68.9%,50.2%,61.0%,33.0%,47.4%,0.85
vs Righties,100,35,65,35.0%,98-161,37.8%,1128-1360,45.3%,20-15,57.1%,99,69.5%,20.9%,3.3%,2.9%,56.6%,65.8%,48.7%,58.4%,36.5%,47.7%,0.88
vs Lefties,25,13,12,52.0%,28-31,47.5%,266-280,48.7%,3-3,50.0%,24,68.8%,29.3%,3.5%,2.7%,57.4%,63.1%,51.1%,58.0%,40.2%,49.3%,0.96
vs Top 10,6,1,5,16.7%,5-12,29.4%,75-95,44.1%,0-2,0.0%,6,74.7%,15.3%,3.3%,1.1%,59.6%,66.7%,50.5%,60.1%,31.9%,46.3%,0.80
