Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,9,2,7,22.2%,5-15,25.0%,73-108,40.3%,0-0,-,9,61.5%,20.7%,3.0%,3.9%,60.2%,64.4%,43.6%,56.2%,35.5%,46.2%,0.81
Clay,11,3,8,27.3%,10-15,40.0%,111-125,47.0%,1-1,50.0%,9,72.2%,22.7%,2.0%,3.1%,56.5%,66.8%,50.0%,59.5%,37.3%,48.6%,0.92
Grass,1,0,1,0.0%,1-3,25.0%,11-22,33.3%,0-0,-,1,62.5%,5.9%,5.9%,1.0%,55.9%,59.6%,53.3%,56.9%,25.3%,42.0%,0.59
Grand Slams,5,1,4,20.0%,4-10,28.6%,47-71,39.8%,0-0,-,4,56.9%,23.3%,2.3%,2.3%,59.0%,59.1%,45.0%,53.3%,36.5%,45.4%,0.78
Masters,5,1,4,20.0%,2-9,18.2%,45-64,41.3%,0-1,0.0%,5,72.2%,14.3%,2.6%,4.3%,58.1%,68.6%,47.6%,59.8%,34.5%,46.8%,0.86
Other Tours,11,3,8,27.3%,10-14,41.7%,103-120,46.2%,1-0,100.0%,10,70.0%,22.3%,2.9%,3.3%,57.3%,67.1%,49.4%,59.6%,36.1%,48.3%,0.89
Best of 5,4,1,3,25.0%,4-10,28.6%,47-71,39.8%,0-0,-,4,56.9%,23.3%,2.3%,2.3%,59.0%,59.1%,45.0%,53.3%,36.5%,45.4%,0.78
Best of 3,17,4,13,23.5%,12-23,34.3%,148-184,44.6%,1-1,50.0%,15,70.7%,19.6%,2.8%,3.6%,57.6%,67.6%,48.8%,59.6%,35.5%,47.8%,0.88
vs Righties,16,2,14,12.5%,11-29,27.5%,150-214,41.2%,1-1,50.0%,15,65.5%,17.8%,2.2%,3.0%,58.2%,64.4%,46.9%,57.1%,34.5%,46.1%,0.80
vs Lefties,5,3,2,60.0%,5-4,55.6%,45-41,52.3%,0-0,-,4,73.3%,32.6%,4.5%,4.5%,56.9%,69.1%,51.2%,61.4%,41.0%,51.5%,1.06
vs Top 10,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,0.0%,0.0%,48.9%,60.9%,33.3%,46.8%,26.7%,37.0%,0.50
