Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Australian Open R128,L vs Sinner,10.6%,19.1%,40.5%,17.4%,13.0%,30.4%,55.0%,27.0%,40.0%,53.8%,100.0%,8.3%,8.3%,27.3%,-79
2025 Roland Garros R128,W vs Blanchet,13.1%,28.3%,52.5%,22.9%,14.3%,36.3%,56.4%,29.9%,48.8%,87.5%,87.5%,12.0%,16.0%,45.5%,4
2025 Miami R128,W vs Nishioka,17.8%,26.7%,60.0%,22.7%,27.3%,36.4%,50.0%,37.3%,25.0%,71.4%,-,9.5%,19.0%,68.4%,-22
2025 Indian Wells R64,L vs Hurkacz,26.8%,35.7%,62.2%,31.8%,52.2%,60.9%,90.9%,64.3%,54.5%,91.7%,-,10.3%,20.7%,50.0%,-18
2024 Kitzbuhel F,L vs Berrettini,19.7%,29.5%,46.8%,25.9%,22.5%,32.5%,51.6%,32.0%,38.9%,68.2%,50.0%,15.8%,26.3%,37.5%,39
2024 Rotterdam Q1,W vs Boogaard,33.3%,51.0%,64.5%,44.5%,34.5%,65.5%,73.7%,54.1%,33.3%,64.7%,-,36.8%,36.8%,50.0%,-3
2023 US Open Q2,W vs Shimizu,25.2%,32.5%,47.3%,31.3%,30.9%,44.1%,53.2%,41.9%,43.3%,68.4%,83.3%,18.5%,18.5%,40.9%,-52
2022 US Open R128,L vs Bublik,24.1%,32.2%,46.6%,27.1%,34.8%,43.5%,43.3%,40.4%,36.4%,58.3%,50.0%,15.2%,24.2%,50.0%,16
2022 Gstaad R32,L vs Thiem,23.9%,38.0%,52.2%,30.7%,32.1%,50.9%,63.9%,43.8%,21.7%,73.3%,75.0%,13.2%,21.1%,39.4%,-40
2022 s Hertogenbosch QF,L vs Van Rijthoven,21.8%,43.6%,58.9%,33.2%,24.4%,53.3%,58.8%,44.2%,25.0%,56.0%,100.0%,21.4%,35.7%,59.1%,82
2021 NextGen Finals RR,L vs Baez,21.1%,35.1%,37.8%,29.5%,19.5%,34.1%,39.4%,31.2%,47.4%,68.2%,60.0%,25.0%,37.5%,33.3%,-79
2021 NextGen Finals RR,L vs Musetti,11.0%,29.4%,59.8%,25.9%,11.5%,34.6%,60.9%,32.3%,32.4%,56.8%,66.7%,9.7%,16.1%,57.1%,-79
2021 NextGen Finals RR,L vs Korda,22.0%,34.0%,44.7%,28.7%,28.3%,46.7%,44.2%,39.5%,40.0%,57.1%,83.3%,13.2%,15.8%,45.5%,-3
2021 Paris R16,W vs Alcaraz,27.9%,39.3%,46.5%,31.1%,30.3%,42.4%,52.2%,36.4%,22.2%,86.7%,100.0%,25.9%,37.0%,40.0%,-25
2021 Gstaad F,L vs Ruud,12.7%,24.1%,42.0%,17.3%,17.6%,27.5%,40.5%,24.9%,30.0%,76.2%,83.3%,3.6%,17.9%,44.4%,-79
2021 Gstaad QF,W vs Garin,19.6%,34.8%,57.1%,26.4%,30.6%,49.0%,67.6%,43.5%,26.1%,65.4%,100.0%,7.7%,20.5%,47.2%,-41
2020 Roland Garros R16,L vs Thiem,17.6%,30.2%,57.7%,24.0%,22.2%,35.4%,58.4%,32.4%,14.6%,76.5%,71.4%,10.2%,22.0%,56.6%,-54
2020 Roland Garros R32,W vs Wawrinka,15.1%,25.0%,51.6%,22.0%,18.8%,31.3%,55.4%,31.8%,16.7%,70.5%,50.0%,11.6%,18.8%,47.5%,-16
Career (18 matches),,19.4%,32.0%,51.8%,26.7%,24.0%,40.4%,55.2%,36.6%,31.9%,69.5%,75.4%,13.8%,21.5%,47.2%,10
