Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,13,5,8,38.5%,5,3,2,60.0%,2018,2026,R128,13,0.94,6.7%,2.2%,57.8%,67.2%,48.0%,59.1%,38.5%,52.7%,36.7%
Roland Garros,8,Clay,10,2,8,20.0%,1,1,0,100.0%,2017,2025,R128,8,0.71,5.1%,2.3%,51.6%,62.0%,37.8%,50.3%,35.4%,55.3%,38.9%
Wimbledon,6,Grass,9,3,6,33.3%,2,0,2,0.0%,2019,2025,Q3,9,0.93,7.7%,3.1%,55.0%,73.4%,41.2%,58.9%,38.3%,58.6%,43.8%
US Open,7,Hard,12,5,7,41.7%,3,2,1,66.7%,2018,2025,R32,12,1.00,7.3%,5.3%,52.6%,71.2%,44.2%,58.4%,41.6%,50.0%,40.4%
Auckland,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2024,2026,Q1,2,0.75,5.0%,2.5%,56.6%,67.8%,40.6%,56.0%,32.9%,52.9%,18.2%
Limoges 125,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2025,R32,2,0.87,7.1%,4.3%,55.0%,59.7%,47.6%,54.3%,39.7%,59.1%,31.3%
Angers 125,4,Hard,8,4,4,50.0%,3,1,2,33.3%,2023,2025,SF,7,1.04,5.8%,3.5%,55.7%,69.2%,44.7%,58.3%,43.2%,58.5%,49.1%
Prague,2,Hard,6,3,3,50.0%,1,0,1,0.0%,2020,2025,QF,6,0.98,5.3%,4.1%,56.2%,66.4%,43.1%,56.2%,42.9%,57.4%,47.7%
Saint Malo 125,4,Clay,8,4,4,50.0%,1,0,1,0.0%,2022,2025,QF,8,0.95,6.4%,5.8%,51.6%,69.9%,37.8%,54.4%,43.4%,54.3%,49.2%
Rouen,2,Clay,7,4,3,57.1%,2,1,1,50.0%,2024,2025,QF,7,1.02,6.2%,2.6%,57.7%,71.4%,39.6%,57.9%,42.8%,41.0%,40.3%
