Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,21,6,15,28.6%,18-32,36.0%,217-261,45.4%,1-3,25.0%,21,64.4%,26.0%,6.2%,3.8%,55.6%,67.4%,42.0%,56.1%,38.5%,47.8%,0.88
Clay,7,2,5,28.6%,4-10,28.6%,43-76,36.1%,1-0,100.0%,7,50.0%,18.3%,7.0%,2.0%,51.4%,65.5%,35.9%,51.1%,37.0%,44.4%,0.76
Grass,2,0,2,0.0%,2-4,33.3%,22-33,40.0%,0-0,-,2,53.6%,25.9%,5.2%,1.9%,60.7%,63.3%,34.9%,52.1%,38.9%,46.3%,0.81
Grand Slams,8,1,7,12.5%,2-14,12.5%,43-89,32.6%,0-0,-,8,49.2%,11.9%,5.9%,4.0%,51.5%,65.1%,34.6%,50.3%,31.9%,42.5%,0.64
Premiers,1,0,1,0.0%,1-2,33.3%,13-17,43.3%,0-0,-,1,73.3%,13.3%,4.6%,2.8%,55.0%,70.0%,42.9%,57.8%,35.5%,47.5%,0.84
Internationals,21,7,14,33.3%,21-30,41.2%,226-264,46.1%,2-3,40.0%,21,63.3%,28.7%,6.5%,3.1%,56.5%,66.9%,42.0%,56.0%,39.9%,48.3%,0.91
Quarter-finals,2,0,2,0.0%,0-4,0.0%,6-24,20.0%,0-0,-,2,26.7%,13.3%,5.6%,5.6%,48.1%,53.8%,30.4%,41.7%,28.4%,36.0%,0.49
vs Righties,27,8,19,29.6%,24-40,37.5%,273-334,45.0%,2-3,40.0%,27,63.0%,26.1%,6.3%,3.3%,55.9%,67.1%,41.3%,55.7%,39.0%,47.8%,0.88
vs Lefties,2,0,2,0.0%,0-4,0.0%,7-24,22.6%,0-0,-,2,40.0%,0.0%,6.1%,0.8%,47.7%,65.1%,33.3%,48.5%,27.0%,39.8%,0.52
vs Top 10,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,60.0%,11.1%,5.1%,3.8%,55.7%,63.6%,40.0%,53.2%,31.6%,44.1%,0.67
