Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,13,8,5,61.5%,17-11,60.7%,139-114,54.9%,1-1,50.0%,13,74.0%,35.5%,7.2%,2.9%,60.1%,69.8%,47.4%,60.9%,44.1%,52.4%,1.13,SF (W75 Maribor)
2025,41,23,18,56.1%,50-41,54.9%,460-397,53.7%,3-4,42.9%,41,73.1%,31.5%,8.5%,3.8%,58.2%,71.7%,44.8%,60.4%,41.5%,51.1%,1.05,SF (5x)
2024,30,18,12,60.0%,42-27,60.9%,345-303,53.2%,2-4,33.3%,4,70.5%,26.8%,6.2%,4.0%,60.4%,69.1%,40.7%,57.9%,40.0%,49.6%,0.95,F (2x)
2023,55,39,16,70.9%,88-42,67.7%,692-535,56.4%,11-6,64.7%,7,60.6%,41.3%,4.0%,3.9%,58.4%,65.6%,40.9%,55.3%,46.7%,50.9%,1.05,W (2x)
2022,47,28,19,59.6%,64-42,60.4%,571-460,55.4%,5-14,26.3%,11,76.4%,33.6%,5.3%,3.6%,55.6%,72.3%,45.2%,60.3%,42.0%,51.4%,1.06,W (2x)
2021,44,28,16,63.6%,64-37,63.4%,516-434,54.3%,13-2,86.7%,7,76.3%,29.9%,11.2%,3.2%,53.8%,76.8%,46.3%,62.7%,39.7%,51.2%,1.06,W (W25 Leiria)
2020,18,8,10,44.4%,20-19,51.3%,181-188,49.1%,2-4,33.3%,3,62.1%,25.0%,7.3%,5.8%,50.8%,71.1%,36.2%,53.9%,37.5%,46.2%,0.81,F (W25 Macon)
2019,45,25,20,55.6%,58-43,57.4%,513-452,53.2%,9-6,60.0%,2,74.2%,19.4%,9.2%,4.1%,53.2%,73.3%,45.1%,60.1%,38.4%,49.2%,0.96,W (W25 Glasgow)
2018,38,24,14,63.2%,53-35,60.2%,446-378,54.1%,7-5,58.3%,0,,,,,,,,,,,,W (Figueira Da Foz $25K)
2017,49,27,22,55.1%,64-47,57.7%,541-480,53.0%,4-2,66.7%,2,68.4%,17.6%,8.3%,3.3%,57.5%,76.8%,33.3%,58.3%,37.1%,48.4%,0.89,SF (4x)
2016,49,34,15,69.4%,74-37,66.7%,566-401,58.5%,5-2,71.4%,0,,,,,,,,,,,,W (3x)
2015,12,7,5,58.3%,15-12,55.6%,129-115,52.9%,1-2,33.3%,0,,,,,,,,,,,,F (El Kantaoui $10K)
2014,30,16,14,53.3%,35-29,54.7%,296-277,51.7%,3-1,75.0%,0,,,,,,,,,,,,SF (Madrid 10K)
2013,12,4,8,33.3%,10-16,38.5%,109-117,48.2%,0-0,-,0,,,,,,,,,,,,QF (Valladolid 10K)
2012,1,0,1,0.0%,1-2,33.3%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R32 (Mont De Marsan 25K)
2011,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Gijon 10K)
Career,485,289,196,59.6%,655-442,59.7%,5517-4676,54.1%,66-53,55.5%,90,72.3%,32.1%,7.5%,3.7%,57.4%,71.3%,44.3%,59.8%,42.0%,51.0%,1.04,
