Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Stephens,83.4,85.9,3.4,90.0,87.2,94,77,75.0,4.4,,78.0,81,67
2018 Wimbledon R16,L vs Williams,88.5,95.1,5.3,99.8,94.0,103,85,78.1,5.2,,78.5,86,66
2018 Wimbledon R32,W vs Keys,86.3,91.2,6.8,95.8,92.6,103,74,76.1,3.9,80.0,75.8,85,67
2017 US Open R64,L vs Svitolina,87.6,93.1,5.5,98.6,92.0,104,84,76.5,4.1,82.0,78.7,84,69
2017 US Open R128,W vs Bouchard,85.2,89.0,4.9,97.0,86.8,100,78,74.2,3.6,,77.0,84,69
2017 Wimbledon R128,L vs Pliskova,92.1,95.5,5.1,97.3,95.4,106,74,77.5,3.2,71.0,77.0,83,71
2017 Roland Garros R128,L vs Mattek Sands,84.0,87.7,4.7,,,94,78,73.3,2.9,,,78,69
2016 US Open R64,L vs Cibulkova,84.9,91.0,7.8,97.9,88.8,105,62,74.2,4.9,68.7,76.5,85,63
2015 US Open R64,L vs Stosur,91.9,98.3,4.9,,,105,87,79.2,5.5,,,85,67
2015 Wimbledon R64,L vs Jankovic,91.0,97.1,5.5,,,109,81,77.3,3.5,,,86,70
2015 Wimbledon R128,W vs Robson,86.9,90.2,5.8,,,101,75,74.1,3.4,,,78,68
2015 Roland Garros R128,L vs Halep,86.0,87.5,5.0,,,105,80,79.3,3.0,,,84,74
2011 Roland Garros R128,L vs Bremond,83.4,89.4,8.4,,,105,70,72.2,5.7,,,85,62
2011 Australian Open R64,L vs Li,87.5,91.1,6.3,,,101,76,81.5,7.5,,,92,58
2011 Australian Open R128,W vs Rogowska,88.7,96.7,5.7,,,104,82,74.5,4.5,,,82,67
Career (15 matches),,87.2,91.8,5.9,97.3,91.5,109,62,76.0,4.5,73.2,77.2,92,58
