Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Indian Wells R64,L vs Sabalenka,3.4,3.7,3.0,36.9%,42.3%,22.2%,50.0%,56.8%,11.8%,2.5,3.9,1.0,2.3
2023 Indian Wells R128,W vs Cornet,6.0,6.6,5.2,52.9%,55.6%,56.5%,61.3%,51.8%,3.6%,15.0,8.7,10.0,6.6
2023 Australian Open R128,L vs Volynets,5.9,6.2,5.6,38.6%,40.0%,29.4%,60.9%,73.5%,3.8%,-4.0,-1.9,6.0,7.9
2022 US Open R128,W vs Trevisan,5.8,5.8,5.7,48.2%,47.1%,83.3%,50.0%,42.6%,2.5%,11.0,8.0,2.0,1.1
2019 Lugano R32,W vs Tauson,4.7,4.3,5.1,52.2%,54.8%,48.4%,52.4%,45.7%,5.9%,7.0,4.1,20.0,10.0
2018 ITF Dubai SF,L vs Hruncakova,3.4,3.5,3.4,34.8%,26.1%,50.0%,40.0%,43.9%,7.3%,-1.0,-2.4,-4.0,-8.0
2018 Limoges F,L vs Alexandrova,3.1,3.6,2.5,37.7%,33.3%,36.4%,50.0%,45.5%,16.7%,-3.5,-9.5,-0.5,-1.1
2018 Wimbledon R32,W vs Keys,3.2,3.5,2.9,51.1%,51.9%,55.6%,28.6%,52.8%,2.4%,12.5,9.8,3.5,3.0
2018 Wimbledon R64,W vs Cirstea,3.5,3.3,3.7,46.5%,57.8%,55.6%,50.0%,53.2%,9.3%,5.5,4.8,10.0,10.3
2017 Tashkent R32,L vs Sabalenka,2.6,2.4,2.8,39.0%,45.8%,50.0%,-,58.0%,5.4%,-2.5,-5.3,5.5,16.2
2017 Indian Wells R64,L vs Garcia,3.1,2.8,3.3,39.1%,36.4%,80.0%,0.0%,43.5%,3.3%,5.0,11.4,1.0,1.8
2015 Roland Garros R128,L vs Halep,5.1,5.7,4.3,41.2%,37.1%,44.4%,62.5%,48.9%,7.0%,-0.5,-0.4,-3.0,-2.3
2015 Australian Open R128,L vs Pliskova,3.4,3.9,2.9,33.8%,47.1%,50.0%,66.7%,51.4%,8.7%,8.5,12.9,-4.0,-6.3
Career (13 matches),,4.2,4.4,3.9,43.5%,46.6%,51.5%,55.0%,51.6%,5.8%,4.3,4.1,3.7,3.8
