Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,118,49,69,41.5%,109-149,42.2%,1091-1240,46.8%,18-9,66.7%,100,55.8%,35.3%,2.1%,5.2%,63.3%,59.4%,44.2%,53.8%,42.4%,48.1%,0.92
Clay,45,11,34,24.4%,30-73,29.1%,398-559,41.6%,3-4,42.9%,42,48.7%,34.1%,0.9%,5.9%,67.8%,55.4%,37.9%,49.8%,41.7%,45.9%,0.83
Grass,28,14,14,50.0%,31-34,47.7%,299-317,48.5%,3-3,50.0%,28,62.9%,35.9%,1.6%,4.1%,67.5%,60.4%,44.5%,55.2%,43.0%,49.3%,0.96
Carpet,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,-,-,0.0%,4.7%,70.3%,57.8%,42.1%,53.1%,38.1%,45.7%,0.81
Grand Slams,39,13,26,33.3%,32-55,36.8%,346-447,43.6%,4-2,66.7%,35,53.1%,35.3%,1.3%,4.5%,66.5%,56.2%,44.3%,52.2%,41.4%,46.9%,0.87
Premiers,26,9,17,34.6%,21-39,35.0%,241-293,45.1%,1-3,25.0%,25,52.5%,33.8%,1.9%,4.7%,64.4%,58.7%,40.8%,52.3%,41.4%,47.2%,0.87
Internationals,116,49,67,42.2%,110-148,42.6%,1122-1273,46.8%,19-11,63.3%,100,55.8%,35.8%,1.8%,5.4%,64.9%,59.2%,42.7%,53.4%,43.1%,48.3%,0.92
Semi-finals,4,0,4,0.0%,2-8,20.0%,37-59,38.5%,1-1,50.0%,3,45.5%,40.0%,0.0%,2.8%,72.3%,55.9%,47.4%,53.5%,39.0%,46.6%,0.84
Quarter-finals,12,4,8,33.3%,11-18,37.9%,121-145,45.5%,2-2,50.0%,10,48.6%,31.1%,1.8%,5.5%,63.9%,59.0%,39.5%,52.0%,42.2%,47.2%,0.88
vs Righties,174,66,108,37.9%,152-237,39.1%,1636-1945,45.7%,23-16,59.0%,154,54.8%,34.8%,1.7%,5.2%,64.6%,58.7%,42.8%,53.1%,42.3%,47.8%,0.90
vs Lefties,12,5,7,41.7%,11-15,42.3%,105-129,44.9%,1-0,100.0%,11,56.8%,33.3%,1.1%,4.4%,72.1%,55.9%,43.8%,52.5%,40.0%,46.7%,0.84
vs Top 10,11,0,11,0.0%,2-22,8.3%,73-145,33.5%,1-0,100.0%,11,47.4%,13.8%,0.8%,4.5%,68.0%,55.7%,39.4%,50.5%,35.6%,43.2%,0.72
