Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,11,3,8,27.3%,6-15,28.6%,74-108,40.7%,0-0,-,11,52.2%,27.7%,0.5%,6.0%,71.6%,55.5%,40.0%,51.1%,39.9%,45.8%,0.81,R16 (Bad Homburg)
2022,4,2,2,50.0%,5-4,55.6%,42-36,53.8%,0-0,-,4,55.3%,52.5%,0.4%,4.2%,77.6%,53.4%,42.4%,51.0%,49.5%,50.2%,1.01,R16 (Monastir)
2019,19,4,15,21.1%,11-34,24.4%,165-244,40.3%,2-3,40.0%,19,49.8%,30.8%,0.9%,4.3%,69.4%,55.2%,40.3%,50.7%,41.5%,46.1%,0.84,R16 (4x)
2018,20,9,11,45.0%,22-28,44.0%,223-253,46.8%,1-2,33.3%,20,58.7%,35.3%,1.6%,5.7%,63.2%,59.5%,42.8%,53.3%,42.5%,48.0%,0.91,QF (2x)
2017,27,9,18,33.3%,19-37,33.9%,237-287,45.2%,5-5,50.0%,27,56.2%,36.1%,2.0%,5.9%,66.6%,58.7%,42.3%,53.2%,43.1%,48.2%,0.92,SF (Guangzhou)
2016,21,8,13,38.1%,18-28,39.1%,181-221,45.0%,2-2,50.0%,21,51.9%,38.3%,0.9%,6.0%,68.3%,56.0%,39.6%,50.8%,44.6%,47.8%,0.91,QF ('s Hertogenbosch)
2015,31,14,17,45.2%,31-37,45.6%,308-333,48.0%,4-1,80.0%,21,59.8%,34.6%,1.8%,5.6%,68.6%,60.6%,46.1%,56.0%,40.6%,48.5%,0.92,SF (Tashkent)
2013,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,-,-,1.6%,6.3%,61.9%,53.8%,50.0%,52.4%,25.0%,41.1%,0.53,R32 (Tashkent)
2012,3,1,2,33.3%,2-4,33.3%,23-28,45.1%,0-0,-,3,-,-,3.0%,7.2%,62.0%,58.3%,49.2%,54.8%,42.8%,48.8%,0.95,R16 (Memphis)
2011,21,9,12,42.9%,22-26,45.8%,209-229,47.7%,3-1,75.0%,18,-,-,2.2%,3.9%,58.9%,59.6%,44.5%,53.4%,41.9%,47.7%,0.90,SF (Memphis)
2010,9,5,4,55.6%,10-10,50.0%,84-92,47.7%,2-0,100.0%,8,-,-,1.9%,3.9%,65.0%,58.4%,45.2%,53.8%,42.0%,48.3%,0.91,SF (Tashkent)
2009,6,2,4,33.3%,4-9,30.8%,46-69,40.0%,2-0,100.0%,6,-,-,3.3%,4.1%,57.4%,66.5%,38.0%,54.4%,36.4%,46.1%,0.80,R16 (2x)
2008,14,5,9,35.7%,13-20,39.4%,143-167,46.1%,1-2,33.3%,12,-,-,2.7%,4.7%,55.1%,62.6%,43.7%,54.1%,44.3%,49.4%,0.97,R16 (Memphis)
2007,2,1,1,50.0%,2-2,50.0%,20-21,48.8%,1-0,100.0%,0,,,,,,,,,,,,R16 (Tashkent)
2005,3,2,1,66.7%,5-2,71.4%,35-28,55.6%,1-0,100.0%,0,,,,,,,,,,,,QF (Tashkent)
Career,192,74,118,38.5%,170-258,39.7%,1796-2128,45.8%,24-16,60.0%,171,55.1%,35.1%,1.7%,5.2%,65.3%,58.5%,42.8%,53.0%,42.3%,47.8%,0.90,
