Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Birmingham R16,L vs Goerges,21% (3/14),33% (1/3),1/2,31% (4/13),25% (1/4),0/1,0/0,1/3,0/0,1/1
2019 W100 Surbiton R32,L vs Watson,11% (1/9),0% (0/1),0/2,63% (5/8),40% (2/5),0/0,0/0,0/1,0/0,0/0
2019 Istanbul R32,L vs Parmentier,14% (1/7),0% (0/1),0/4,86% (6/7),17% (1/6),0/0,0/0,0/1,0/0,0/1
2019 Lugano R16,L vs Lapko,14% (1/7),100% (1/1),0/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2019 Lugano R32,W vs Tauson,56% (9/16),89% (8/9),3/4,38% (6/16),17% (1/6),4/6,0/1,1/1,0/0,0/0
2019 Charleston R64,L vs Rogers,33% (3/9),100% (3/3),2/4,67% (6/9),0% (0/6),2/3,0/0,0/2,0/0,0/1
2019 Miami R128,L vs Stosur,67% (6/9),50% (3/6),1/4,67% (6/9),0% (0/6),2/3,0/0,1/3,0/0,0/1
2019 Guadalajara R32,L vs Blinkova,22% (2/9),100% (2/2),0/5,78% (7/9),29% (2/7),1/2,0/0,0/0,0/0,0/0
2019 Indian Wells R128,L vs Puig,25% (2/8),50% (1/2),0/5,75% (6/8),17% (1/6),1/1,0/0,1/1,0/0,1/1
2019 Indian Wells 125K R32,L vs Gibbs,45% (5/11),80% (4/5),2/5,70% (7/10),14% (1/7),3/4,0/0,2/3,0/0,0/0
2019 Budapest R16,L vs Begu,25% (2/8),50% (1/2),0/4,67% (6/9),17% (1/6),1/1,0/0,0/1,0/0,0/1
2019 Budapest R32,W vs Tomova,75% (9/12),100% (9/9),2/5,42% (5/12),0% (0/5),4/7,0/0,0/0,0/0,0/0
2019 Hua Hin R32,L vs Begu,14% (1/7),0% (0/1),0/5,71% (5/7),0% (0/5),0/0,0/0,0/0,0/0,0/0
2019 Australian Open R128,L vs Vondrousova,11% (1/9),100% (1/1),1/4,63% (5/8),20% (1/5),0/1,0/0,0/0,0/0,0/0
2019 Hobart R32,L vs Schmiedlova,38% (6/16),100% (6/6),3/7,59% (10/17),10% (1/10),3/6,0/0,4/6,0/0,2/3
2019 Shenzhen R16,L vs Riske Amritraj,46% (6/13),83% (5/6),4/7,57% (8/14),0% (0/8),1/4,0/0,0/1,0/0,0/1
2018 Limoges F,L vs Alexandrova,0% (0/8),- (0/0),0/4,50% (4/8),0% (0/4),0/0,0/0,1/1,0/0,1/1
2018 Limoges QF,W vs Bogdan,60% (6/10),67% (4/6),0/1,22% (2/9),50% (1/2),1/2,0/0,0/0,0/0,0/0
2018 Limoges R16,W vs Albie,56% (5/9),100% (5/5),0/1,25% (2/8),50% (1/2),2/3,0/0,0/0,0/0,0/0
2018 Limoges R32,W vs Gorgodze,57% (4/7),100% (4/4),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2019 (16 matches),,35.4%,77.6%,26.8%,60.1%,12.2%,55.0%,0.0%,40.0%,-,36.4%
2018 (40 matches),,46.5%,80.4%,37.3%,55.0%,22.3%,61.0%,83.9%,55.6%,71.4%,62.5%
2017 (55 matches),,46.3%,77.3%,33.7%,52.4%,18.1%,58.6%,57.9%,52.9%,60.0%,48.0%
2016 (58 matches),,50.2%,81.5%,37.8%,52.7%,21.8%,63.2%,64.3%,45.6%,52.4%,43.5%
2015 (20 matches),,42.9%,73.8%,27.7%,56.2%,29.4%,69.6%,71.4%,42.9%,71.4%,50.0%
Career (226 matches),,47.6%,79.6%,35.2%,53.7%,21.1%,62.0%,67.4%,49.0%,63.9%,47.8%
