Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Birmingham R16,L vs Goerges,0.79,0.56,49.6,2.2,-,63.3%,-,64.3%,27.6%,23.1%
2019 W100 Surbiton R32,L vs Watson,0.93,0.49,44.6,2.0,-,48.0%,-,56.0%,26.9%,24.0%
2019 Istanbul R32,L vs Parmentier,1.01,0.45,34.7,2.0,0.0%,42.3%,0.0%,39.1%,26.1%,26.3%
2019 Lugano R16,L vs Lapko,0.92,0.49,36.4,2.7,0.0%,39.1%,0.0%,36.4%,47.6%,16.7%
2019 Lugano R32,W vs Tauson,1.03,1.15,82.0,4.4,0.0%,64.8%,0.0%,53.1%,41.5%,50.0%
2019 Charleston R64,L vs Rogers,1.09,0.70,52.0,2.7,0.0%,44.4%,0.0%,36.0%,22.2%,56.5%
2019 Miami R128,L vs Stosur,0.86,0.73,52.1,2.4,3.2%,51.6%,0.0%,41.4%,38.5%,52.6%
2019 Guadalajara R32,L vs Blinkova,1.04,0.67,49.9,2.1,0.0%,37.5%,0.0%,56.7%,33.3%,34.8%
2019 Indian Wells R128,L vs Puig,0.96,0.56,40.7,2.1,0.0%,48.0%,0.0%,37.5%,33.3%,33.3%
2019 Indian Wells 125K R32,L vs Gibbs,0.89,0.78,56.0,2.0,0.0%,51.4%,0.0%,42.4%,42.1%,51.4%
2019 Budapest R16,L vs Begu,0.90,0.54,37.4,2.2,0.0%,46.7%,0.0%,50.0%,20.0%,43.5%
2019 Budapest R32,W vs Tomova,1.00,1.24,52.0,2.4,0.0%,58.5%,2.9%,48.6%,53.3%,61.9%
2019 Hua Hin R32,L vs Begu,0.94,0.45,36.2,2.2,0.0%,40.0%,0.0%,36.8%,13.6%,47.4%
2019 Australian Open R128,L vs Vondrousova,0.84,0.66,51.6,2.1,0.0%,51.6%,3.6%,53.6%,30.8%,44.0%
2019 Hobart R32,L vs Schmiedlova,0.94,0.88,71.1,2.6,1.7%,46.7%,0.0%,57.4%,48.1%,41.7%
2019 Shenzhen R16,L vs Riske Amritraj,0.88,0.79,66.9,4.0,5.3%,50.0%,0.0%,48.6%,39.6%,52.3%
2018 Limoges F,L vs Alexandrova,0.81,0.24,38.2,2.3,0.0%,44.4%,0.0%,64.0%,14.3%,12.5%
2018 Limoges QF,W vs Bogdan,1.17,1.41,53.1,2.3,0.0%,61.3%,0.0%,65.5%,33.3%,55.3%
2018 Limoges R16,W vs Albie,1.18,1.51,51.1,2.0,0.0%,51.7%,0.0%,74.1%,30.8%,66.7%
2018 Limoges R32,W vs Gorgodze,1.33,2.93,28.8,2.0,12.5%,70.8%,10.0%,80.0%,66.7%,42.1%
2019 (16 matches),,0.94,0.74,54.6,2.4,0.8%,50.2%,0.5%,48.7%,36.4%,43.8%
2018 (40 matches),,1.04,0.96,58.1,2.7,1.7%,54.1%,1.5%,52.0%,39.9%,47.8%
2017 (55 matches),,1.01,0.95,56.9,2.6,1.8%,54.9%,1.6%,51.6%,43.3%,44.4%
2016 (58 matches),,1.03,1.02,52.9,2.5,2.2%,55.4%,1.2%,51.7%,45.7%,46.4%
2015 (20 matches),,1.03,0.94,54.1,2.3,1.3%,53.0%,0.6%,54.1%,41.6%,42.7%
Career (226 matches),,1.02,0.97,54.9,2.5,1.7%,54.4%,1.3%,52.2%,43.3%,45.8%
