Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Indian Wells R64,L vs Sabalenka,70.0%,42.9%,22.0%,8/3,2.92,4.9%,66.7%,30.0%,23.3%,2.81,6.7%,83.3%,60.0%,22.2%,3.24,0.0%
2023 Indian Wells R128,W vs Cornet,69.4%,51.2%,4.8%,1/2,2.28,8.9%,74.2%,52.2%,9.7%,2.29,10.9%,90.9%,50.0%,0.0%,2.24,0.0%
2023 Australian Open R128,L vs Volynets,71.7%,52.6%,7.5%,1/3,2.60,0.0%,70.3%,53.8%,8.1%,2.60,0.0%,75.0%,50.0%,6.3%,2.62,0.0%
2022 US Open R128,W vs Trevisan,71.0%,59.1%,8.1%,5/0,2.51,0.0%,66.7%,54.5%,3.0%,2.40,0.0%,91.7%,63.6%,16.7%,2.84,0.0%
2019 Lugano R32,W vs Tauson,79.2%,53.8%,5.0%,4/1,2.86,12.2%,78.3%,53.7%,2.9%,2.89,17.2%,89.7%,53.8%,10.3%,2.80,0.0%
2018 ITF Dubai SF,L vs Hruncakova,57.1%,35.0%,17.1%,4/2,2.20,3.2%,57.9%,45.5%,10.5%,2.07,4.5%,69.2%,22.2%,30.8%,2.53,0.0%
2018 Limoges F,L vs Alexandrova,48.6%,22.2%,13.5%,3/2,2.82,8.3%,40.0%,40.0%,8.0%,2.89,11.1%,72.7%,0.0%,27.3%,2.61,0.0%
2018 Wimbledon R32,W vs Keys,67.6%,64.0%,7.2%,6/2,2.80,7.1%,56.8%,59.5%,5.4%,2.76,10.4%,94.3%,69.7%,11.4%,2.88,0.0%
2018 Wimbledon R64,W vs Cirstea,71.9%,60.9%,7.9%,7/0,2.63,5.2%,74.5%,53.7%,9.1%,2.45,4.8%,74.2%,73.9%,6.5%,3.11,6.3%
2017 Tashkent R32,L vs Sabalenka,65.0%,46.2%,15.0%,7/2,2.73,7.7%,57.1%,41.7%,9.5%,2.66,6.7%,100.0%,53.3%,33.3%,2.84,9.1%
2017 Indian Wells R64,L vs Garcia,67.3%,33.3%,10.2%,3/2,2.77,0.0%,63.0%,35.3%,3.7%,2.62,0.0%,84.2%,31.3%,21.1%,2.89,0.0%
2015 Roland Garros R128,L vs Halep,70.7%,41.5%,6.9%,4/0,2.21,1.8%,78.4%,31.0%,8.1%,2.17,2.2%,70.6%,66.7%,5.9%,2.41,0.0%
2015 Australian Open R128,L vs Pliskova,55.4%,45.2%,16.1%,7/2,2.76,2.4%,52.6%,35.0%,10.5%,2.75,3.4%,84.6%,63.6%,38.5%,2.77,0.0%
Career (13 matches),,68.2%,50.6%,9.8%,74.1%,2.62,5.2%,65.6%,47.5%,7.9%,2.56,6.7%,84.4%,55.4%,15.2%,2.79,1.1%
