Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),36,1370,31,1855,27,1818,25,1797,47,1676,536,130,,
2025,52,1116,48,1814,44,1776,30,1777,61,1656,539,131
2024,32,1743,21,1903,10,1889,15,1833,35,1702,,
2023,9,3620,15,1922,14,1887,11,1851,23,1737,,
2022,6,3871,10,1963,8,1930,8,1880,20,1759,,
2021,6,4385,7,2018,7,1971,11,1903,20,1759,,
2020,22,2405,17,1936,17,1896,12,1832,,,194,436
2019,23,1820,30,1878,43,1799,21,1825,41,1696,176,436
2018,41,1164,69,1773,72,1711,52,1714,60,1645,723,21
2017,53,1081,66,1764,71,1708,92,1621,32,1708,617,58
2016,98,678,140,1610,147,1559,122,1551,85,1589,825,27
2015,169,321,,,,,,,,,300,189
2014,286,146,,,,,,,,,503,73
2013,553,58,,,,,,,,,802,29
2012,625,38,,,,,,,,,,
2011,707,29,,,,,,,,,,
