Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R32,L vs Swiatek,61.7%,56.8%,15.0%,3/6,2.41,0.0%,63.4%,57.7%,4.9%,2.35,0.0%,61.1%,54.5%,38.9%,2.53,0.0%
2026 Doha QF,W vs Swiatek,72.3%,55.0%,15.7%,7/6,2.23,8.3%,63.5%,51.5%,11.5%,2.14,11.1%,90.0%,59.3%,23.3%,2.49,0.0%
2026 Australian Open R64,L vs Andreeva,66.0%,45.5%,6.0%,2/1,2.31,7.7%,72.7%,50.0%,6.1%,2.36,10.7%,69.2%,33.3%,7.7%,2.19,0.0%
2025 US Open R64,W vs Bondar,84.8%,66.7%,8.7%,4/0,2.37,5.7%,81.8%,66.7%,9.1%,2.38,7.7%,87.5%,66.7%,8.3%,2.34,0.0%
2025 s Hertogenbosch R32,W vs Koevermans,64.2%,60.5%,7.5%,1/4,2.57,12.5%,72.5%,51.7%,2.5%,2.28,23.8%,70.0%,78.6%,20.0%,2.88,0.0%
2025 Charleston R32,L vs Zheng,66.0%,45.7%,3.8%,1/1,2.71,5.8%,62.5%,20.0%,3.1%,2.69,9.7%,78.9%,80.0%,5.3%,2.73,0.0%
2025 Charleston R64,W vs Stakusic,85.7%,62.5%,0.0%,0/0,2.22,7.7%,88.2%,63.3%,0.0%,2.16,8.0%,94.7%,61.1%,0.0%,2.34,7.1%
2025 Miami R32,L vs Gauff,70.2%,45.5%,12.8%,5/1,2.30,0.0%,75.8%,48.0%,9.1%,2.14,0.0%,72.7%,37.5%,27.3%,2.53,0.0%
2025 Indian Wells R32,L vs Gauff,66.2%,40.8%,1.4%,0/1,2.19,2.2%,70.2%,33.3%,0.0%,1.91,3.7%,88.9%,56.3%,5.6%,2.59,0.0%
2025 Doha R32,L vs Swiatek,75.0%,47.6%,7.1%,1/3,2.33,5.7%,78.4%,37.9%,2.7%,2.40,8.7%,76.5%,69.2%,17.6%,2.20,0.0%
2024 Wimbledon R32,L vs Raducanu,61.0%,47.2%,16.9%,6/4,2.59,15.9%,66.7%,43.3%,8.9%,2.46,19.2%,54.5%,66.7%,54.5%,2.78,11.1%
2024 Wimbledon R128,W vs Kessler,75.0%,72.2%,6.3%,3/0,2.65,3.2%,73.1%,63.2%,7.7%,3.08,0.0%,89.5%,82.4%,5.3%,2.41,5.0%
2024 Charleston SF,L vs Collins,58.9%,48.5%,3.6%,0/2,2.28,5.4%,48.4%,46.7%,3.2%,2.35,8.3%,78.3%,50.0%,4.3%,2.16,0.0%
2024 Charleston QF,W vs Kudermetova,79.2%,69.0%,1.9%,0/1,2.58,5.4%,72.7%,70.8%,3.0%,2.51,6.9%,90.0%,66.7%,0.0%,2.85,0.0%
2024 Charleston R32,W vs Tomova,72.7%,64.6%,1.5%,0/1,2.63,3.1%,70.0%,78.6%,2.5%,2.70,5.9%,83.3%,45.0%,0.0%,2.55,0.0%
2024 Miami QF,L vs Rybakina,58.7%,49.2%,2.9%,0/3,2.32,4.5%,58.1%,38.9%,3.2%,2.23,7.7%,67.6%,64.0%,2.7%,2.45,0.0%
2024 Indian Wells F,L vs Swiatek,65.1%,35.7%,4.7%,2/0,2.72,10.5%,65.5%,36.8%,3.4%,2.51,18.2%,75.0%,33.3%,8.3%,3.00,0.0%
2024 Indian Wells SF,W vs Gauff,61.0%,60.7%,11.0%,7/4,2.23,0.0%,50.0%,61.5%,13.5%,2.36,0.0%,85.4%,60.0%,9.8%,2.02,0.0%
2024 Australian Open R64,L vs Avanesyan,74.6%,49.1%,0.0%,0/0,2.73,6.1%,77.6%,46.7%,0.0%,2.57,9.5%,72.7%,62.5%,0.0%,3.01,0.0%
2024 United Cup QF,W vs Kerber,86.5%,62.2%,3.8%,1/1,2.21,2.3%,88.6%,54.8%,0.0%,2.31,3.7%,93.3%,78.6%,13.3%,2.05,0.0%
Last 52 Weeks (7 matches),,71.1%,56.6%,8.7%,50.0%,2.39,6.8%,70.9%,52.2%,5.5%,2.31,9.6%,80.4%,63.5%,15.4%,2.55,0.9%
Career (118 matches),,72.2%,51.9%,5.6%,49.9%,2.45,9.1%,72.4%,49.0%,4.1%,2.42,13.1%,82.0%,56.9%,9.3%,2.50,3.2%
