Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Indian Wells R32,L vs Swiatek,16.1%,25.8%,35.3%,18.6%,32.6%,45.7%,40.0%,47.8%,71.4%,11.1%,11.1%,12.5%,18.2%,14.3%,0.0%,-40
2026 Doha QF,W vs Swiatek,15.7%,28.4%,50.0%,19.2%,32.1%,55.6%,41.7%,38.1%,12.5%,4.5%,18.2%,33.3%,27.3%,54.5%,0.0%,-71
2026 Australian Open R64,L vs Andreeva,13.3%,22.2%,38.5%,17.6%,29.4%,28.6%,35.0%,14.3%,33.3%,0.0%,0.0%,63.6%,0.0%,22.2%,25.0%,-119
2025 US Open R64,W vs Bondar,32.7%,36.4%,40.0%,35.0%,40.0%,42.3%,29.4%,26.1%,25.0%,30.8%,30.8%,33.3%,0.0%,33.3%,100.0%,57
2025 s Hertogenbosch R32,W vs Koevermans,22.4%,27.6%,58.5%,26.7%,33.3%,63.6%,41.7%,22.2%,50.0%,20.8%,25.0%,52.6%,16.7%,16.7%,0.0%,68
2025 Charleston R32,L vs Zheng,16.7%,21.2%,46.2%,20.5%,28.2%,51.6%,38.5%,46.2%,66.7%,12.5%,12.5%,38.1%,7.7%,9.1%,0.0%,9
2025 Charleston R64,W vs Stakusic,19.6%,27.5%,48.7%,26.5%,35.3%,56.0%,50.0%,22.2%,0.0%,6.7%,13.3%,35.7%,20.0%,20.0%,0.0%,-51
2025 Miami R32,L vs Gauff,10.7%,10.7%,40.0%,16.7%,16.7%,36.7%,72.2%,27.8%,25.0%,0.0%,0.0%,45.0%,77.8%,9.1%,50.0%,-119
2025 Indian Wells R32,L vs Gauff,13.3%,16.7%,43.5%,20.6%,26.5%,48.1%,57.1%,15.0%,25.0%,5.0%,5.0%,36.8%,42.9%,38.5%,0.0%,-74
2025 Doha R32,L vs Swiatek,25.0%,29.2%,25.7%,25.8%,32.3%,34.8%,41.2%,28.6%,0.0%,25.0%,25.0%,8.3%,0.0%,75.0%,100.0%,-33
2024 Wimbledon R32,L vs Raducanu,19.4%,32.3%,45.5%,27.8%,41.7%,57.7%,60.0%,46.2%,60.0%,10.0%,25.0%,27.8%,33.3%,37.5%,50.0%,-30
2024 Wimbledon R128,W vs Kessler,31.3%,39.6%,48.4%,47.6%,52.4%,54.5%,83.3%,11.1%,0.0%,20.0%,32.0%,45.0%,30.0%,13.3%,0.0%,-14
2024 Charleston SF,L vs Collins,21.8%,25.5%,45.9%,22.6%,25.8%,41.7%,44.4%,46.2%,100.0%,27.8%,33.3%,53.8%,0.0%,18.2%,50.0%,121
2024 Charleston QF,W vs Kudermetova,25.9%,29.6%,56.8%,21.6%,27.0%,58.6%,29.4%,40.0%,50.0%,42.9%,42.9%,50.0%,0.0%,12.5%,0.0%,109
2024 Charleston R32,W vs Tomova,33.3%,41.2%,55.9%,42.4%,45.5%,57.9%,58.8%,25.0%,0.0%,16.7%,33.3%,53.3%,42.9%,27.3%,0.0%,-104
2024 Miami QF,L vs Rybakina,17.8%,28.8%,56.2%,25.7%,42.9%,57.7%,14.3%,21.4%,0.0%,7.5%,10.0%,54.1%,4.8%,5.3%,0.0%,-47
2024 Indian Wells F,L vs Swiatek,11.4%,20.5%,36.8%,18.5%,29.6%,31.8%,41.7%,20.0%,50.0%,0.0%,6.3%,43.8%,33.3%,71.4%,50.0%,-119
2024 Indian Wells SF,W vs Gauff,21.7%,25.8%,51.1%,26.3%,31.6%,55.4%,52.8%,12.5%,0.0%,15.0%,17.5%,44.1%,41.2%,0.0%,0.0%,6
2024 Australian Open R64,L vs Avanesyan,9.3%,21.3%,50.7%,12.2%,26.5%,53.5%,68.0%,41.7%,33.3%,4.0%,12.0%,45.8%,33.3%,53.8%,25.0%,-74
2024 United Cup QF,W vs Kerber,13.5%,34.6%,62.8%,15.6%,46.9%,70.4%,53.3%,29.4%,0.0%,11.1%,16.7%,50.0%,100.0%,10.0%,0.0%,-4
Last 52 Weeks (7 matches),,19.1%,27.1%,45.7%,22.8%,32.9%,49.6%,39.6%,33.5%,41.9%,12.6%,16.5%,37.8%,14.8%,24.2%,16.7%,12
Career (118 matches),,23.1%,32.1%,47.0%,29.1%,40.5%,49.9%,45.5%,43.4%,46.0%,15.6%,21.9%,42.6%,21.8%,39.6%,42.1%,39
