Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells R32,L vs Swiatek,16,28,0.6,13.1%,23.0%,13,27,0.5,11.2%,23.3%,9.5%,1.7%,0.7,12.3%,17.2%
2026 Doha QF,W vs Swiatek,23,28,0.8,12.4%,15.1%,23,26,0.9,13.0%,14.7%,8.5%,4.5%,0.6,14.6%,22.7%
2026 Australian Open R64,L vs Andreeva,7,30,0.2,7.4%,31.6%,6,30,0.2,6.7%,33.7%,4.5%,2.2%,0.6,11.6%,17.9%
2025 US Open R64,W vs Bondar,10,23,0.4,9.9%,22.8%,8,21,0.4,8.3%,21.9%,7.3%,1.0%,0.4,5.9%,16.8%
2025 s Hertogenbosch R32,W vs Koevermans,11,24,0.5,9.2%,20.0%,11,20,0.6,9.8%,17.9%,7.1%,1.8%,0.4,10.8%,28.3%
2025 Charleston R32,L vs Zheng,12,34,0.4,10.1%,28.6%,11,31,0.4,10.1%,28.4%,8.3%,1.8%,0.6,12.6%,22.7%
2025 Charleston R64,W vs Stakusic,24,23,1.0,22.4%,21.5%,22,21,1.0,22.4%,21.4%,12.2%,10.2%,0.5,12.1%,26.2%
2025 Miami R32,L vs Gauff,8,28,0.3,7.8%,27.2%,7,28,0.3,7.1%,28.6%,4.1%,2.0%,0.4,7.8%,20.4%
2025 Indian Wells R32,L vs Gauff,14,42,0.3,10.4%,31.3%,12,36,0.3,10.4%,31.3%,6.1%,4.3%,0.5,9.7%,20.1%
2025 Doha R32,L vs Swiatek,13,32,0.4,12.6%,31.1%,12,31,0.4,12.4%,32.0%,4.1%,8.2%,0.9,15.5%,17.5%
2024 US Open R128,L vs Wang,2,14,0.1,4.1%,28.6%,2,12,0.2,4.5%,27.3%,4.5%,0.0%,1.6,16.3%,10.2%
2024 Wimbledon R32,L vs Raducanu,20,31,0.6,16.5%,25.6%,18,25,0.7,16.8%,23.4%,10.3%,5.6%,1.2,12.4%,10.7%
2024 Wimbledon R64,W vs Rus,21,17,1.2,17.1%,13.8%,16,15,1.1,14.8%,13.9%,7.4%,6.5%,0.8,13.0%,15.4%
2024 Wimbledon R128,W vs Kessler,24,23,1.0,25.0%,24.0%,19,21,0.9,22.6%,25.0%,19.0%,3.6%,0.3,4.2%,15.6%
2024 Charleston SF,L vs Collins,9,31,0.3,8.1%,27.9%,9,25,0.4,9.1%,25.3%,4.0%,5.1%,0.6,18.0%,29.7%
2024 Charleston QF,W vs Kudermetova,14,20,0.7,13.1%,18.7%,13,17,0.8,12.9%,16.8%,6.9%,5.9%,0.3,12.1%,37.4%
2024 Charleston R32,W vs Tomova,26,24,1.1,22.2%,20.5%,22,24,0.9,20.2%,22.0%,12.8%,6.4%,0.5,10.3%,22.2%
2024 Miami QF,L vs Rybakina,33,43,0.8,14.9%,19.4%,29,35,0.8,14.9%,17.9%,10.3%,4.6%,0.8,16.2%,21.2%
2024 Indian Wells F,L vs Swiatek,8,19,0.4,9.2%,21.8%,7,18,0.4,8.6%,22.2%,7.4%,1.2%,1.1,17.2%,16.1%
2024 Indian Wells SF,W vs Gauff,29,36,0.8,13.2%,16.4%,27,32,0.8,13.2%,15.7%,8.3%,4.9%,0.4,10.5%,25.0%
Career (155 matches),,3206,4451,0.7,14.3%,19.9%,2716,3985,0.7,13.4%,19.6%,7.5%,3.8%,0.7,12.7%,19.0%
