Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,15,8,7,53.3%,17-16,51.5%,152-146,51.0%,1-1,50.0%,12,65.8%,35.3%,2.9%,2.0%,69.1%,61.1%,47.3%,56.9%,44.1%,50.8%,1.02,SF (Doha)
2025,47,20,27,42.6%,43-59,42.2%,451-512,46.8%,7-6,53.8%,46,65.0%,29.5%,4.3%,5.2%,59.4%,63.6%,45.7%,56.4%,41.8%,49.1%,0.96,QF (2x)
2024,38,23,15,60.5%,51-33,60.7%,428-341,55.7%,3-4,42.9%,38,73.5%,37.4%,4.8%,5.0%,60.9%,67.7%,46.7%,59.5%,44.6%,52.3%,1.10,F (Indian Wells)
2023,63,38,25,60.3%,84-62,57.5%,722-639,53.0%,7-8,46.7%,63,73.0%,33.2%,5.3%,4.6%,59.6%,67.3%,48.0%,59.5%,43.3%,51.2%,1.07,W (Guadalajara)
2022,63,40,23,63.5%,90-57,61.2%,764-658,53.7%,7-10,41.2%,63,74.9%,33.3%,5.5%,5.0%,58.6%,68.4%,48.9%,60.3%,42.9%,51.5%,1.08,F (4x)
2021,58,38,20,65.5%,85-45,65.4%,676-541,55.5%,5-8,38.5%,51,70.7%,37.6%,6.1%,5.4%,57.6%,67.6%,46.2%,58.5%,44.5%,51.5%,1.07,F (Ostrava)
2020,31,20,11,64.5%,47-29,61.8%,377-338,52.7%,9-1,90.0%,31,71.1%,33.5%,6.4%,5.3%,60.8%,66.5%,49.4%,59.8%,43.3%,51.3%,1.08,SF (2x)
2019,54,31,23,57.4%,71-58,55.0%,619-579,51.7%,6-6,50.0%,54,68.2%,35.2%,5.4%,5.9%,57.9%,65.3%,46.9%,57.6%,44.2%,50.8%,1.04,W (Rabat)
2018,49,25,24,51.0%,58-52,52.7%,511-485,51.3%,6-3,66.7%,49,65.1%,37.2%,3.6%,5.5%,59.3%,63.7%,47.1%,57.0%,43.8%,50.5%,1.02,F (San Jose)
2017,34,17,17,50.0%,39-40,49.4%,355-393,47.5%,6-3,66.7%,34,59.4%,33.4%,2.9%,3.2%,66.6%,59.8%,46.2%,55.3%,43.6%,49.4%,0.97,SF (Wuhan)
2016,17,5,12,29.4%,16-26,38.1%,174-211,45.2%,1-2,33.3%,17,56.8%,34.0%,2.9%,2.5%,71.1%,58.7%,39.5%,53.2%,43.3%,48.1%,0.92,QF (Istanbul)
2015,2,0,2,0.0%,0-4,0.0%,10-25,28.6%,0-0,-,0,,,,,,,,,,,,
2014,3,2,1,66.7%,5-2,71.4%,36-26,58.1%,0-0,-,0,,,,,,,,,,,,
2013,4,0,4,0.0%,1-8,11.1%,20-53,27.4%,0-0,-,0,,,,,,,,,,,,
2012,3,0,3,0.0%,0-6,0.0%,20-37,35.1%,0-0,-,0,,,,,,,,,,,,
Career,481,267,214,55.5%,607-497,55.0%,5315-4984,51.6%,58-52,52.7%,458,69.1%,34.5%,4.8%,4.9%,60.4%,65.3%,47.1%,58.1%,43.5%,50.8%,1.04,
