Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2011 Bastad F,W vs Ferrer,83.1%,61.2%,1.7%,1/0,2.70,20.0%,78.8%,61.5%,3.0%,2.50,41.7%,95.8%,60.9%,0.0%,2.88,0.0%
2011 Marseille F,W vs Cilic,59.2%,60.7%,3.9%,3/1,1.89,5.8%,50.0%,46.4%,3.6%,1.98,10.0%,86.8%,72.7%,5.3%,1.77,0.0%
2011 Australian Open R16,L vs Dolgopolov,62.9%,57.6%,7.6%,3/5,2.24,38.5%,49.1%,42.3%,1.9%,2.23,62.5%,80.0%,67.5%,14.0%,2.25,0.0%
2011 Brisbane F,W vs Roddick,64.2%,55.8%,1.5%,0/1,1.78,25.9%,52.3%,47.8%,0.0%,1.57,40.0%,90.9%,65.0%,4.5%,2.04,8.3%
2011 Brisbane R16,W vs Berrer,63.2%,48.8%,4.4%,1/2,2.70,44.4%,55.8%,45.8%,2.3%,2.69,58.6%,82.6%,52.6%,8.7%,2.72,18.8%
2010 Tour Finals RR,L vs Federer,57.4%,41.0%,1.5%,0/1,2.01,56.8%,48.8%,38.1%,0.0%,1.81,47.4%,81.8%,44.4%,4.5%,2.16,64.0%
2010 Tour Finals RR,L vs Murray,66.1%,41.0%,1.7%,0/1,2.23,48.5%,59.4%,42.1%,0.0%,1.88,94.1%,80.0%,40.0%,4.0%,2.59,0.0%
2010 Paris SF,W vs Llodra,49.5%,44.4%,1.8%,2/0,2.00,68.2%,43.8%,25.0%,0.0%,1.95,85.1%,68.4%,65.4%,5.3%,2.07,47.4%
2010 Paris F,W vs Monfils,61.1%,57.6%,0.0%,0/0,2.02,29.0%,56.7%,52.9%,0.0%,1.63,56.3%,72.7%,62.5%,0.0%,2.43,0.0%
2010 Shanghai QF,L vs Federer,46.2%,50.0%,5.1%,1/1,2.65,24.2%,47.8%,54.5%,8.7%,2.74,15.8%,50.0%,42.9%,0.0%,2.54,35.7%
2010 US Open QF,L vs Federer,50.5%,52.2%,1.1%,0/1,1.92,33.3%,39.7%,34.8%,0.0%,2.00,29.7%,74.2%,69.6%,3.2%,1.81,37.9%
2010 Roland Garros F,L vs Nadal,73.3%,37.9%,1.1%,0/1,2.18,11.9%,71.4%,38.0%,0.0%,2.24,20.0%,84.2%,37.5%,5.3%,2.09,0.0%
2010 Roland Garros SF,W vs Berdych,62.7%,57.4%,2.0%,0/3,2.21,10.6%,45.3%,55.9%,1.3%,2.05,18.5%,85.7%,58.3%,2.9%,2.44,0.0%
2010 Roland Garros QF,W vs Federer,55.9%,56.1%,0.8%,1/0,1.86,41.9%,51.3%,51.3%,1.3%,1.81,33.3%,75.0%,63.0%,0.0%,1.96,57.7%
2010 Miami SF,L vs Berdych,54.5%,37.5%,4.5%,2/0,2.46,2.7%,40.7%,36.4%,3.7%,2.44,5.6%,81.3%,38.5%,6.3%,2.47,0.0%
2010 Indian Wells SF,L vs Roddick,58.5%,60.4%,0.0%,0/0,2.22,14.0%,44.4%,54.2%,0.0%,2.43,22.2%,88.9%,66.7%,0.0%,1.88,0.0%
2010 Rotterdam F,W vs Youzhny,84.4%,63.0%,3.1%,1/0,1.80,30.4%,90.9%,55.0%,0.0%,1.95,60.0%,77.8%,85.7%,11.1%,1.69,7.7%
2009 Tour Finals SF,L vs Del Potro,59.2%,43.1%,2.0%,2/0,2.21,11.7%,53.3%,42.5%,1.3%,2.30,16.7%,81.8%,44.4%,4.5%,2.08,4.2%
2009 Tour Finals RR,W vs Nadal,77.6%,51.1%,3.4%,2/0,2.17,39.6%,70.6%,54.2%,0.0%,1.98,76.0%,91.3%,47.6%,8.7%,2.37,0.0%
2009 Tour Finals RR,L vs Davydenko,61.2%,30.8%,2.4%,0/2,2.26,55.8%,59.0%,33.3%,1.6%,2.47,89.7%,76.2%,25.0%,4.8%,2.00,13.0%
Career (29 matches),,62.2%,48.8%,2.6%,50.0%,2.16,31.3%,55.5%,44.2%,1.8%,2.16,39.7%,80.1%,54.7%,4.5%,2.17,20.0%
