Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2011 Bastad F,W vs Ferrer,31.7%,46.3%,64.0%,38.3%,42.9%,57.1%,75.0%,55.7%,55.6%,58.3%,-,23.5%,41.2%,53.8%,102
2011 Marseille F,W vs Cilic,40.4%,51.1%,48.1%,44.8%,50.8%,62.3%,46.7%,57.5%,50.0%,25.8%,33.3%,24.1%,34.5%,50.0%,-29
2011 Australian Open R16,L vs Dolgopolov,20.3%,31.2%,41.3%,27.7%,25.6%,39.5%,45.3%,37.4%,52.4%,45.5%,42.9%,13.0%,19.6%,35.0%,9
2011 Brisbane F,W vs Roddick,46.3%,59.3%,70.4%,52.0%,61.5%,74.4%,73.3%,69.5%,40.0%,57.9%,-,7.7%,23.1%,66.7%,-45
2011 Brisbane R16,W vs Berrer,37.8%,43.2%,55.6%,43.8%,44.2%,51.9%,58.6%,52.7%,45.5%,23.3%,0.0%,23.8%,23.8%,50.0%,-10
2010 Tour Finals RR,L vs Federer,34.3%,48.6%,50.0%,41.0%,51.3%,69.2%,57.9%,63.3%,50.0%,64.7%,50.0%,13.8%,24.1%,44.0%,19
2010 Tour Finals RR,L vs Murray,26.5%,36.7%,48.5%,34.1%,39.3%,57.1%,64.7%,52.5%,36.4%,41.2%,50.0%,11.1%,11.1%,31.3%,-13
2010 Paris SF,W vs Llodra,34.3%,43.8%,52.9%,40.9%,41.3%,48.8%,57.4%,52.5%,52.4%,39.5%,25.0%,26.9%,40.4%,47.4%,54
2010 Paris F,W vs Monfils,39.7%,53.4%,71.0%,47.2%,54.3%,65.7%,75.0%,66.9%,68.8%,42.1%,-,21.1%,42.1%,66.7%,73
2010 Shanghai QF,L vs Federer,20.0%,26.7%,24.2%,22.4%,20.8%,25.0%,21.1%,25.4%,33.3%,41.7%,0.0%,22.2%,33.3%,28.6%,91
2010 US Open QF,L vs Federer,23.7%,32.3%,50.0%,28.8%,30.2%,41.5%,51.4%,39.2%,57.9%,52.9%,50.0%,17.1%,22.9%,48.3%,51
2010 Roland Garros F,L vs Nadal,22.0%,40.7%,52.2%,30.5%,24.5%,47.2%,52.5%,39.2%,53.6%,48.0%,25.0%,20.6%,35.3%,51.9%,80
2010 Roland Garros SF,W vs Berdych,29.7%,46.2%,56.4%,36.3%,41.9%,60.2%,59.3%,52.4%,53.8%,50.0%,42.9%,9.1%,25.0%,52.5%,-33
2010 Roland Garros QF,W vs Federer,30.3%,41.0%,58.1%,38.3%,36.8%,51.3%,60.4%,49.6%,45.7%,36.6%,50.0%,25.7%,31.4%,53.8%,123
2010 Miami SF,L vs Berdych,29.1%,34.5%,27.0%,30.9%,43.8%,50.0%,27.8%,46.9%,41.2%,26.7%,20.0%,9.5%,14.3%,26.3%,-22
2010 Indian Wells SF,L vs Roddick,35.5%,42.1%,51.2%,41.2%,46.0%,56.0%,48.1%,54.6%,57.7%,37.5%,25.0%,20.0%,20.0%,56.3%,51
2010 Rotterdam F,W vs Youzhny,26.5%,32.4%,47.8%,29.7%,41.2%,47.1%,50.0%,47.6%,50.0%,28.6%,-,13.3%,20.0%,46.2%,11
2009 Tour Finals SF,L vs Del Potro,36.9%,46.6%,52.5%,42.0%,50.0%,59.5%,56.8%,57.2%,61.8%,47.5%,40.0%,4.0%,16.0%,45.8%,-80
2009 Tour Finals RR,W vs Nadal,27.5%,37.7%,52.1%,38.0%,32.4%,48.6%,64.0%,51.9%,63.6%,26.7%,100.0%,23.3%,26.7%,39.1%,16
2009 Tour Finals RR,L vs Davydenko,39.3%,49.4%,53.8%,46.0%,47.3%,60.0%,58.6%,58.0%,58.1%,37.5%,100.0%,28.1%,34.4%,47.8%,10
Career (29 matches),,31.6%,42.0%,51.8%,37.9%,41.0%,52.9%,55.1%,51.1%,50.8%,42.8%,37.4%,18.0%,26.9%,47.3%,61
