Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,273,176,97,64.5%,417-246,62.9%,3566-2950,54.7%,63-59,51.6%,260,85.2%,23.1%,12.3%,4.0%,61.2%,76.6%,52.6%,67.3%,37.3%,52.2%,1.14
Clay,138,86,52,62.3%,214-145,59.6%,1858-1555,54.4%,19-28,40.4%,127,79.3%,27.8%,7.6%,3.7%,59.8%,72.4%,50.8%,63.7%,40.2%,51.9%,1.11
Grass,43,26,17,60.5%,78-59,56.9%,725-668,52.0%,14-15,48.3%,43,85.8%,18.4%,12.5%,3.9%,62.3%,77.9%,48.9%,67.0%,34.6%,50.7%,1.05
Carpet,28,22,6,78.6%,51-21,70.8%,404-312,56.4%,10-7,58.8%,27,88.4%,23.8%,12.8%,3.3%,64.2%,78.3%,53.7%,69.5%,37.3%,53.2%,1.22
Grand Slams,82,51,31,62.2%,174-123,58.6%,1533-1360,53.0%,22-25,46.8%,82,82.9%,22.8%,9.6%,3.9%,60.5%,75.2%,50.9%,65.6%,37.0%,51.3%,1.08
Masters,126,72,54,57.1%,162-122,57.0%,1462-1331,52.3%,23-27,46.0%,126,81.4%,22.9%,9.8%,4.1%,59.2%,74.1%,50.3%,64.4%,37.1%,50.8%,1.04
Other Tours,251,171,80,68.1%,374-207,64.4%,3166-2506,55.8%,52-52,50.0%,242,85.5%,25.2%,12.4%,3.8%,62.4%,76.7%,52.9%,67.8%,38.7%,53.0%,1.20
Best of 5,98,64,34,65.3%,216-134,61.7%,1840-1562,54.1%,29-27,51.8%,82,82.9%,22.8%,9.6%,3.9%,60.5%,75.2%,50.9%,65.6%,37.0%,51.3%,1.08
Best of 3,384,246,138,64.1%,544-337,61.7%,4713-3923,54.6%,77-82,48.4%,375,84.2%,24.2%,11.5%,3.9%,61.3%,75.9%,51.9%,66.6%,38.1%,52.2%,1.14
Finals,21,11,10,52.4%,27-27,50.0%,273-263,50.9%,4-7,36.4%,21,84.3%,17.4%,13.4%,3.7%,64.0%,77.6%,52.1%,68.4%,33.6%,51.1%,1.06
Semi-finals,37,20,17,54.1%,47-41,53.4%,457-421,52.1%,8-10,44.4%,36,82.9%,20.9%,11.5%,3.9%,61.2%,75.3%,51.3%,66.0%,36.2%,51.2%,1.07
Quarter-finals,65,36,29,55.4%,85-65,56.7%,775-708,52.3%,18-13,58.1%,64,83.3%,20.4%,11.6%,4.4%,60.8%,75.4%,51.2%,65.9%,36.7%,51.2%,1.08
vs Righties,436,280,156,64.2%,684-420,62.0%,5873-4890,54.6%,92-94,49.5%,413,83.9%,24.1%,11.0%,3.9%,61.0%,75.8%,51.7%,66.4%,37.9%,52.0%,1.13
vs Lefties,46,30,16,65.2%,76-51,59.8%,680-595,53.3%,14-15,48.3%,44,83.5%,22.0%,11.0%,3.7%,62.2%,75.4%,51.1%,66.2%,37.1%,51.7%,1.10
vs Top 10,82,29,53,35.4%,84-132,38.9%,1026-1137,47.4%,14-28,33.3%,78,78.4%,16.7%,9.7%,4.1%,60.6%,73.2%,48.2%,63.4%,34.1%,48.6%,0.93
