Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,13,6,7,46.2%,2,1,1,50.0%,2003,2011,R16,11,1.03,7.8%,3.6%,61.3%,73.0%,49.5%,63.8%,37.4%,51.6%,47.9%
Roland Garros,9,Clay,28,19,9,67.9%,13,6,7,46.2%,2003,2011,F,27,1.13,8.0%,3.2%,61.8%,72.7%,52.7%,65.1%,39.4%,62.5%,42.3%
Wimbledon,9,Grass,26,17,9,65.4%,15,7,8,46.7%,2003,2011,QF,23,1.04,12.6%,4.0%,61.1%,78.5%,48.7%,66.9%,34.4%,64.8%,44.8%
US Open,8,Hard,27,19,8,70.4%,18,9,9,50.0%,2002,2010,QF,21,1.08,8.9%,5.0%,57.9%,75.8%,51.9%,65.7%,37.0%,63.2%,39.7%
Olympics,2,,2,0,2,0.0%,0,0,0,-,2004,2008,R64,1,0.74,12.7%,1.6%,52.4%,66.7%,43.3%,55.6%,32.7%,55.6%,100.0%
Davis Cup,7,,16,13,3,81.3%,9,7,2,77.8%,2004,2011,,0,,,,,,,,,,
Bastad,10,Clay,30,22,8,73.3%,11,6,5,54.5%,2002,2011,W,30,1.26,8.9%,3.5%,59.2%,76.0%,52.4%,66.4%,42.5%,64.1%,46.1%
Stockholm,8,Hard,25,17,8,68.0%,8,4,4,50.0%,2001,2010,F,24,1.32,14.3%,3.8%,63.7%,78.9%,56.5%,70.8%,38.7%,62.0%,45.8%
Indian Wells Masters,7,Hard,17,10,7,58.8%,9,4,5,44.4%,2004,2011,SF,17,1.15,10.6%,4.6%,59.7%,76.7%,53.1%,67.2%,37.7%,65.0%,35.9%
Rome Masters,7,Clay,13,6,7,46.2%,1,0,1,0.0%,2004,2011,QF,13,0.97,7.1%,3.3%,61.9%,67.9%,46.8%,59.8%,39.0%,56.0%,37.5%
Cincinnati Masters,6,Hard,14,8,6,57.1%,8,3,5,37.5%,2004,2010,R16,14,1.05,11.8%,3.7%,59.9%,77.0%,57.0%,69.0%,32.6%,77.1%,42.9%
Madrid Masters,6,Clay,13,7,6,53.8%,8,2,6,25.0%,2004,2011,QF,13,1.01,11.2%,4.4%,57.7%,77.6%,51.6%,66.6%,33.6%,75.4%,38.1%
