Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2011 Bastad F,W vs Ferrer,30,22,1.4,30.0%,22.0%,26,19,1.4,29.5%,21.6%,15.9%,13.6%,0.7,9.0%,13.0%
2011 Wimbledon R32,L vs Tomic,23,21,1.1,12.9%,11.8%,13,21,0.6,8.4%,13.6%,6.5%,1.3%,2.4,20.2%,8.4%
2011 Wimbledon R64,W vs Hewitt,75,39,1.9,23.4%,12.2%,47,34,1.4,17.3%,12.5%,11.4%,4.4%,2.1,13.8%,6.6%
2011 Wimbledon R128,W vs Petzschner,35,44,0.8,11.8%,14.8%,27,38,0.7,9.9%,13.9%,5.1%,4.4%,1.2,13.5%,11.1%
2011 Roland Garros QF,L vs Nadal,32,41,0.8,17.4%,22.3%,27,38,0.7,15.7%,22.1%,11.0%,4.7%,1.8,13.0%,7.1%
2011 Roland Garros R16,W vs Simon,35,42,0.8,18.5%,22.2%,31,37,0.8,18.2%,21.8%,10.6%,6.5%,0.8,9.5%,12.7%
2011 Roland Garros R32,W vs Mayer,27,19,1.4,16.7%,11.7%,21,19,1.1,14.1%,12.8%,9.4%,4.7%,0.6,11.1%,17.9%
2011 Roland Garros R64,W vs Ramos,27,24,1.1,15.8%,14.0%,20,17,1.2,13.6%,11.6%,10.9%,2.7%,0.6,9.9%,15.8%
2011 Roland Garros R128,W vs Harrison,56,45,1.2,23.2%,18.7%,45,40,1.1,21.7%,19.3%,16.9%,4.3%,1.3,12.4%,10.0%
2011 Marseille F,W vs Cilic,29,34,0.9,15.3%,18.0%,18,33,0.5,11.4%,20.9%,6.3%,5.1%,0.7,13.8%,19.6%
2011 Australian Open R16,L vs Dolgopolov,34,51,0.7,14.0%,21.0%,28,45,0.6,12.8%,20.6%,,,2.2,20.6%,9.5%
2011 Australian Open R32,W vs Hernych,33,32,1.0,19.8%,19.2%,23,29,0.8,15.0%,19.0%,,,0.3,4.8%,19.2%
2011 Australian Open R64,W vs Muller,30,15,2.0,19.6%,9.8%,24,10,2.4,18.0%,7.5%,,,0.7,15.0%,21.6%
2011 Australian Open R128,W vs Starace,47,18,2.6,31.8%,12.2%,35,18,1.9,26.9%,13.8%,,,0.7,13.5%,18.2%
2011 Brisbane F,W vs Roddick,35,23,1.5,28.9%,19.0%,19,21,0.9,21.1%,23.3%,16.7%,4.4%,0.8,13.2%,16.5%
2011 Brisbane R16,W vs Berrer,35,23,1.5,25.0%,16.4%,27,22,1.2,22.1%,18.0%,9.8%,4.9%,1.0,15.7%,15.0%
2010 Tour Finals RR,L vs Murray,12,20,0.6,11.1%,18.5%,10,17,0.6,11.0%,18.7%,8.8%,2.2%,1.9,24.1%,13.0%
2010 Tour Finals RR,L vs Federer,28,24,1.2,20.3%,17.4%,16,22,0.7,14.5%,20.0%,10.9%,2.7%,1.4,16.7%,11.6%
2010 Paris Masters F,W vs Monfils,25,23,1.1,22.3%,20.5%,16,19,0.8,18.0%,21.3%,13.5%,4.5%,0.8,13.4%,16.1%
2010 Paris Masters SF,W vs Llodra,45,37,1.2,18.4%,15.2%,27,32,0.8,14.2%,16.8%,7.9%,6.3%,1.7,23.4%,13.5%
Career (40 matches),,1315,1335,1.0,18.1%,18.4%,918,1202,0.8,14.7%,19.3%,8.5%,3.7%,1.1,15.3%,13.7%
