Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
17,Roger Federer [SUI],1,16,5.9%,14,2,12,14.3%,2004,2011,17,0.71,8.3%,4.3%,59.7%,71.7%,48.8%,62.5%,26.7%,57.9%,25.9%
14,David Ferrer [ESP],10,4,71.4%,6,5,1,83.3%,2004,2011,14,1.12,7.3%,3.6%,58.0%,74.5%,49.7%,64.1%,40.1%,63.4%,38.9%
12,Tomas Berdych [CZE],8,4,66.7%,1,0,1,0.0%,2003,2011,10,1.11,10.5%,4.0%,59.8%,73.2%,50.7%,64.2%,39.7%,65.1%,41.7%
11,Nikolay Davydenko [RUS],7,4,63.6%,5,1,4,20.0%,2004,2010,11,1.05,7.4%,3.9%,59.2%,72.0%,47.1%,61.8%,40.0%,54.1%,43.0%
9,Feliciano Lopez [ESP],5,4,55.6%,4,2,2,50.0%,2004,2010,7,1.21,14.3%,3.3%,60.0%,80.2%,55.4%,70.3%,36.1%,58.3%,53.3%
9,Fernando Gonzalez [CHI],5,4,55.6%,6,2,4,33.3%,2004,2010,9,1.16,10.0%,2.5%,61.2%,73.7%,59.2%,68.1%,37.1%,58.1%,36.0%
8,Rafael Nadal [ESP],2,6,25.0%,5,2,3,40.0%,2006,2011,8,0.87,8.4%,2.7%,61.2%,67.1%,46.5%,59.1%,35.5%,52.9%,34.4%
8,Gilles Simon [FRA],6,2,75.0%,4,3,1,75.0%,2007,2011,7,1.12,10.5%,3.2%,60.3%,75.8%,50.5%,65.8%,38.4%,64.1%,66.7%
8,Nicolas Almagro [ESP],5,3,62.5%,1,1,0,100.0%,2009,2011,7,1.22,13.3%,4.4%,59.5%,83.9%,49.3%,69.9%,36.9%,68.4%,36.4%
7,Novak Djokovic [SRB],1,6,14.3%,1,1,0,100.0%,2007,2011,7,0.87,10.7%,3.3%,63.0%,70.7%,42.2%,60.1%,34.9%,55.1%,26.0%
7,Fernando Verdasco [ESP],5,2,71.4%,4,1,3,25.0%,2005,2011,7,1.02,5.6%,3.7%,63.0%,71.5%,44.6%,61.6%,39.2%,58.3%,50.9%
7,Radek Stepanek [CZE],5,2,71.4%,4,2,2,50.0%,2005,2011,7,1.19,13.1%,3.4%,60.3%,78.9%,54.3%,69.2%,36.6%,54.8%,44.4%
7,David Nalbandian [ARG],1,6,14.3%,2,1,1,50.0%,2004,2010,5,0.81,12.3%,4.9%,57.0%,72.8%,40.0%,58.7%,33.6%,41.9%,37.0%
7,Rainer Schuettler [GER],5,2,71.4%,5,2,3,40.0%,2004,2009,5,1.02,8.8%,4.2%,62.7%,75.9%,48.7%,65.7%,35.1%,54.2%,44.4%
7,Richard Gasquet [FRA],4,3,57.1%,5,3,2,60.0%,2003,2008,5,1.07,16.7%,5.5%,67.7%,78.3%,46.4%,68.0%,34.1%,60.0%,35.7%
