Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,212,119,93,56.1%,270-214,55.8%,2277-2107,51.9%,20-14,58.8%,186,65.5%,39.7%,3.5%,3.2%,62.1%,62.6%,47.6%,56.9%,45.3%,51.0%,1.05
Clay,54,24,30,44.4%,57-71,44.5%,591-606,49.4%,5-4,55.6%,52,63.6%,36.4%,3.4%,2.9%,62.8%,61.7%,47.7%,56.5%,43.9%,50.1%,1.01
Grass,16,5,11,31.3%,15-23,39.5%,173-190,47.7%,1-3,25.0%,16,67.1%,29.1%,3.4%,2.2%,63.2%,63.4%,47.5%,57.5%,39.7%,48.8%,0.94
Grand Slams,55,26,29,47.3%,65-63,50.8%,597-591,50.3%,5-5,50.0%,53,66.3%,34.9%,3.7%,2.8%,62.7%,63.2%,48.2%,57.6%,42.6%,50.1%,1.00
Premiers,48,18,30,37.5%,45-63,41.7%,462-507,47.7%,1-1,50.0%,48,59.7%,36.8%,2.8%,3.2%,60.9%,59.1%,46.8%,54.3%,44.7%,49.4%,0.98
Internationals,113,65,48,57.5%,144-117,55.2%,1236-1144,51.9%,13-11,54.2%,107,66.9%,39.4%,3.8%,3.2%,63.4%,63.7%,47.5%,57.8%,44.9%,51.2%,1.06
Finals,6,3,3,50.0%,4-7,36.4%,43-56,43.4%,1-0,100.0%,6,60.0%,31.5%,4.9%,1.8%,63.3%,63.3%,45.0%,56.6%,43.3%,49.4%,1.00
Semi-finals,13,6,7,46.2%,13-14,48.1%,128-128,50.0%,2-2,50.0%,13,57.8%,41.7%,4.7%,3.9%,63.2%,60.4%,43.1%,54.0%,46.2%,50.1%,1.00
Quarter-finals,26,12,14,46.2%,29-31,48.3%,282-289,49.4%,3-2,60.0%,26,64.3%,34.6%,3.3%,2.8%,63.7%,61.5%,49.2%,57.0%,43.0%,50.0%,1.00
vs Righties,257,137,120,53.3%,313-276,53.1%,2746-2613,51.2%,23-15,60.5%,234,65.5%,38.8%,3.5%,3.2%,62.3%,62.7%,47.7%,57.0%,44.9%,50.8%,1.04
vs Lefties,20,7,13,35.0%,21-28,42.9%,223-239,48.3%,3-3,50.0%,16,58.3%,31.0%,3.1%,2.1%,62.3%,59.0%,45.2%,53.8%,41.0%,47.6%,0.89
vs Top 10,24,7,17,29.2%,19-37,33.9%,212-298,41.6%,2-3,40.0%,21,57.7%,27.6%,2.2%,2.9%,62.8%,56.9%,46.4%,53.0%,41.3%,46.9%,0.88
