Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2024 US Open R128,L vs Samsonova,60% (6/10),50% (3/6),1/4,60% (6/10),0% (0/6),2/3,0/1,0/2,0/0,0/1
2024 Wimbledon R128,L vs Navarro,0% (0/7),- (0/0),0/3,71% (5/7),0% (0/5),0/0,0/0,0/2,0/0,0/1
2024 Hua Hin R32,L vs Wang,29% (2/7),50% (1/2),1/5,86% (6/7),0% (0/6),0/1,0/0,0/1,0/0,0/1
2022 Prague SF,L vs Potapova,25% (2/8),50% (1/2),1/5,71% (5/7),0% (0/5),1/1,0/0,1/1,0/0,0/0
2022 Wimbledon R64,L vs Watson,36% (4/11),50% (2/4),1/2,55% (6/11),33% (2/6),1/2,0/0,2/4,0/0,1/2
2022 Wimbledon R128,W vs Bencic,67% (10/15),70% (7/10),1/4,53% (8/15),38% (3/8),6/7,2/4,0/1,1/3,0/0
2021 Roland Garros R64,L vs Gauff,45% (5/11),60% (3/5),1/4,50% (5/10),20% (1/5),0/3,0/1,1/1,0/0,0/0
2021 Roland Garros R128,W vs Hsieh,60% (9/15),89% (8/9),4/7,67% (10/15),20% (2/10),4/8,2/3,0/1,1/2,0/0
2021 Parma F,L vs Gauff,25% (2/8),0% (0/2),0/3,63% (5/8),20% (1/5),0/0,0/0,0/1,0/0,0/1
2021 Australian Open R128,L vs Errani,71% (10/14),90% (9/10),3/7,64% (9/14),0% (0/9),3/9,1/1,1/3,0/0,0/1
2020 Australian Open R16,L vs Jabeur,30% (3/10),67% (2/3),1/4,44% (4/9),0% (0/4),2/2,0/0,1/1,0/0,1/1
2020 Australian Open R32,W vs Williams,47% (8/17),38% (3/8),0/1,24% (4/17),75% (3/4),2/2,1/2,1/1,0/1,0/0
2020 Australian Open R64,W vs Ferro,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),4/5,2/2,0/0,1/1,0/0
2020 Australian Open R128,W vs Parmentier,50% (5/10),60% (3/5),0/2,27% (3/11),33% (1/3),3/3,1/2,2/2,1/2,0/0
2019 Wuhan R32,W vs Bouzkova,78% (7/9),71% (5/7),1/2,22% (2/9),0% (0/2),2/4,1/1,0/0,0/0,0/0
2019 US Open QF,L vs Williams,0% (0/7),- (0/0),0/5,83% (5/6),0% (0/5),0/0,0/0,1/1,0/0,0/0
2019 US Open R16,W vs Barty,44% (4/9),75% (3/4),0/0,44% (4/9),100% (4/4),3/3,2/2,0/0,1/1,0/0
2019 US Open R32,W vs Ferro,40% (4/10),75% (3/4),1/2,27% (3/11),33% (1/3),3/3,1/1,2/2,1/1,0/0
2019 US Open R64,W vs Van Uytvanck,45% (5/11),60% (3/5),0/1,27% (3/11),67% (2/3),2/3,2/2,1/1,1/1,0/0
2019 US Open R128,W vs Dolehide,30% (3/10),100% (3/3),1/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2024 (3 matches),,33.3%,50.0%,16.7%,70.8%,0.0%,50.0%,0.0%,0.0%,-,0.0%
2022 (3 matches),,47.1%,62.5%,27.3%,57.6%,26.3%,80.0%,50.0%,50.0%,33.3%,50.0%
2021 (4 matches),,54.2%,76.9%,38.1%,61.7%,13.8%,35.0%,60.0%,33.3%,50.0%,0.0%
2020 (4 matches),,47.7%,61.9%,25.0%,28.9%,38.5%,91.7%,66.7%,100.0%,50.0%,100.0%
2019 (29 matches),,47.4%,72.9%,30.8%,40.7%,31.1%,72.7%,79.2%,78.6%,81.8%,87.5%
Career (221 matches),,52.5%,77.3%,35.3%,44.0%,26.4%,69.5%,72.2%,60.0%,78.4%,50.7%
